"Date Heure, GMT+01:00",Débit d'eau échangé (m/s)
17/05/18 12:45:00,-4.134416808909691e-09
17/05/18 13:00:00,-4.145092269425277e-09
17/05/18 13:15:00,-4.159292465999442e-09
17/05/18 13:30:00,-4.166274880645915e-09
17/05/18 13:45:00,-4.182741708547155e-09
17/05/18 14:00:00,-4.144471432709906e-09
17/05/18 14:15:00,-4.273918552399891e-09
17/05/18 14:30:00,-4.346884185935096e-09
17/05/18 14:45:00,-4.364844485849062e-09
17/05/18 15:00:00,-4.789090457535394e-09
17/05/18 15:15:00,-7.252253908518469e-09
17/05/18 15:30:00,-1.0062569444357905e-08
17/05/18 15:45:00,-1.2308884578260404e-08
17/05/18 16:00:00,-1.4349949672975981e-08
17/05/18 16:15:00,-1.6309389394564278e-08
17/05/18 16:30:00,-1.8110123178871618e-08
17/05/18 16:45:00,-2.0987897642044118e-08
17/05/18 17:00:00,-2.2747826733393595e-08
17/05/18 17:15:00,-2.432649459649383e-08
17/05/18 17:30:00,-2.579561986237877e-08
17/05/18 17:45:00,-2.7509761579835867e-08
17/05/18 18:00:00,-2.890548600475995e-08
17/05/18 18:15:00,-3.087066247076109e-08
17/05/18 18:30:00,-3.251519586910945e-08
17/05/18 18:45:00,-3.38339454231118e-08
17/05/18 19:00:00,-3.586092489626935e-08
17/05/18 19:15:00,-2.597013626370881e-08
17/05/18 19:30:00,-2.9380018418123655e-08
17/05/18 19:45:00,-3.723664221411127e-08
17/05/18 20:00:00,-3.968013473354404e-08
17/05/18 20:15:00,-4.2518998100149474e-08
17/05/18 20:30:00,-4.494785343922558e-08
17/05/18 20:45:00,-4.7443311501638163e-08
17/05/18 21:00:00,-4.8691092047192797e-08
17/05/18 21:15:00,-5.057571783595449e-08
17/05/18 21:30:00,-5.283549242562913e-08
17/05/18 21:45:00,-5.4403873406272396e-08
17/05/18 22:00:00,-5.588989893112739e-08
17/05/18 22:15:00,-5.728599461463091e-08
17/05/18 22:30:00,-5.824798421372179e-08
17/05/18 22:45:00,-5.95075171361259e-08
17/05/18 23:00:00,-6.08677197533325e-08
17/05/18 23:15:00,-6.213046077618856e-08
17/05/18 23:30:00,-6.373186778318995e-08
17/05/18 23:45:00,-6.537374730442025e-08
17/05/19 00:00:00,-6.680141240167359e-08
17/05/19 00:15:00,-6.809928265738563e-08
17/05/19 00:30:00,-6.984464562265202e-08
17/05/19 00:45:00,-7.154224590522062e-08
17/05/19 01:00:00,-7.229682807974314e-08
17/05/19 01:15:00,-7.393308720793357e-08
17/05/19 01:30:00,-7.509297716978836e-08
17/05/19 01:45:00,-7.607604146642188e-08
17/05/19 02:00:00,-7.690215397815336e-08
17/05/19 02:15:00,-7.751776820441592e-08
17/05/19 02:30:00,-7.843098615012423e-08
17/05/19 02:45:00,-7.956761294281023e-08
17/05/19 03:00:00,-8.054429656567663e-08
17/05/19 03:15:00,-8.159835118703995e-08
17/05/19 03:30:00,-8.25166566187363e-08
17/05/19 03:45:00,-8.383940297562731e-08
17/05/19 04:00:00,-8.482511049123787e-08
17/05/19 04:15:00,-8.573525178690033e-08
17/05/19 04:30:00,-8.667885253998975e-08
17/05/19 04:45:00,-8.724515510039055e-08
17/05/19 05:00:00,-8.80724115859266e-08
17/05/19 05:15:00,-8.854417643533452e-08
17/05/19 05:30:00,-8.977339405191742e-08
17/05/19 05:45:00,-8.987654354086771e-08
17/05/19 06:00:00,-9.047843718690274e-08
17/05/19 06:15:00,-9.136330447745422e-08
17/05/19 06:30:00,-9.18276015227093e-08
17/05/19 06:45:00,-9.205752604657391e-08
17/05/19 07:00:00,-9.273438905665898e-08
17/05/19 07:15:00,-9.294945613191885e-08
17/05/19 07:30:00,-9.311898452324385e-08
17/05/19 07:45:00,-9.310240045579121e-08
17/05/19 08:00:00,-9.3629758168845e-08
17/05/19 08:15:00,-9.368755371497173e-08
17/05/19 08:30:00,-9.390205235604299e-08
17/05/19 08:45:00,-9.380860888086318e-08
17/05/19 09:00:00,-9.390529243091805e-08
17/05/19 09:15:00,-9.417681212653406e-08
17/05/19 09:30:00,-9.42576150464447e-08
17/05/19 09:45:00,-9.428950420442561e-08
17/05/19 10:00:00,-9.420074320587446e-08
17/05/19 10:15:00,-9.367989406428023e-08
17/05/19 10:30:00,-9.332121209126854e-08
17/05/19 10:45:00,-9.275606061009967e-08
17/05/19 11:00:00,-9.258149447077813e-08
17/05/19 11:15:00,-9.247035848147789e-08
17/05/19 11:30:00,-9.230615916067109e-08
17/05/19 11:45:00,-9.205433570969035e-08
17/05/19 12:00:00,-9.217211527356994e-08
17/05/19 12:15:00,-9.186068439248629e-08
17/05/19 12:30:00,-9.137438894413208e-08
17/05/19 12:45:00,-9.070759432461273e-08
17/05/19 13:00:00,-8.979315424539891e-08
17/05/19 13:15:00,-8.90081892634953e-08
17/05/19 13:30:00,-8.819150565386735e-08
17/05/19 13:45:00,-8.777058013720307e-08
17/05/19 14:00:00,-8.6883197525367e-08
17/05/19 14:15:00,-8.616495961177861e-08
17/05/19 14:30:00,-8.615297275582634e-08
17/05/19 14:45:00,-8.581547206176765e-08
17/05/19 15:00:00,-8.551513985821657e-08
17/05/19 15:15:00,-8.528702011290079e-08
17/05/19 15:30:00,-8.481443813934675e-08
17/05/19 15:45:00,-8.43463823230195e-08
17/05/19 16:00:00,-8.392468231477324e-08
17/05/19 16:15:00,-8.287928920935883e-08
17/05/19 16:30:00,-8.192665745809791e-08
17/05/19 16:45:00,-8.182428246072959e-08
17/05/19 17:00:00,-8.104021276267304e-08
17/05/19 17:15:00,-8.161685371987915e-08
17/05/19 17:30:00,-8.215478430884104e-08
17/05/19 17:45:00,-8.20102670218148e-08
17/05/19 18:00:00,-8.17261778252032e-08
17/05/19 18:15:00,-8.20429448822324e-08
17/05/19 18:30:00,-8.165520171132812e-08
17/05/19 18:45:00,-8.137818241493733e-08
17/05/19 19:00:00,-8.105884319320467e-08
17/05/19 19:15:00,-8.098999160210951e-08
17/05/19 19:30:00,-8.081214986077612e-08
17/05/19 19:45:00,-8.08449485134588e-08
17/05/19 20:00:00,-8.13675953281745e-08
17/05/19 20:15:00,-8.149121555334204e-08
17/05/19 20:30:00,-8.16558909377818e-08
17/05/19 20:45:00,-8.186102462559575e-08
17/05/19 21:00:00,-8.190530564888832e-08
17/05/19 21:15:00,-8.208216684124636e-08
17/05/19 21:30:00,-8.266909645726628e-08
17/05/19 21:45:00,-8.29499313681481e-08
17/05/19 22:00:00,-8.34427140716798e-08
17/05/19 22:15:00,-8.38013960446915e-08
17/05/19 22:30:00,-8.398352235872153e-08
17/05/19 22:45:00,-8.428780517988343e-08
17/05/19 23:00:00,-8.488753877600175e-08
17/05/19 23:15:00,-8.559342035141526e-08
17/05/19 23:30:00,-8.606897949903214e-08
17/05/19 23:45:00,-8.628233416629882e-08
17/05/20 00:00:00,-8.662038908369141e-08
17/05/20 00:15:00,-8.681006136157521e-08
17/05/20 00:30:00,-8.692945385746498e-08
17/05/20 00:45:00,-8.710541266054861e-08
17/05/20 01:00:00,-8.720591182509452e-08
17/05/20 01:15:00,-8.759960223869712e-08
17/05/20 01:30:00,-8.773647408588658e-08
17/05/20 01:45:00,-8.784257232719028e-08
17/05/20 02:00:00,-8.818361862950042e-08
17/05/20 02:15:00,-8.855032262999885e-08
17/05/20 02:30:00,-8.853264432673313e-08
17/05/20 02:45:00,-8.836227749497993e-08
17/05/20 03:00:00,-8.840355292250024e-08
17/05/20 03:15:00,-8.850577870589404e-08
17/05/20 03:30:00,-8.853007926745704e-08
17/05/20 03:45:00,-8.866226153259049e-08
17/05/20 04:00:00,-8.857060151967744e-08
17/05/20 04:15:00,-8.885995583796102e-08
17/05/20 04:30:00,-8.90281981469343e-08
17/05/20 04:45:00,-8.908988746725299e-08
17/05/20 05:00:00,-8.925712791096885e-08
17/05/20 05:15:00,-8.940438789295513e-08
17/05/20 05:30:00,-8.955480979011554e-08
17/05/20 05:45:00,-8.955825592238398e-08
17/05/20 06:00:00,-8.947706930939603e-08
17/05/20 06:15:00,-8.928729045010186e-08
17/05/20 06:30:00,-8.937801254660371e-08
17/05/20 06:45:00,-8.920455485394996e-08
17/05/20 07:00:00,-8.904432746703606e-08
17/05/20 07:15:00,-8.85525750504712e-08
17/05/20 07:30:00,-8.819328201070675e-08
17/05/20 07:45:00,-8.777283255767543e-08
17/05/20 08:00:00,-8.7586784047744e-08
17/05/20 08:15:00,-8.743078439010787e-08
17/05/20 08:30:00,-8.73249845767532e-08
17/05/20 08:45:00,-8.69998189045873e-08
17/05/20 09:00:00,-8.642376769785187e-08
17/05/20 09:15:00,-8.548770580318887e-08
17/05/20 09:30:00,-8.483819868843057e-08
17/05/20 09:45:00,-8.476182955519107e-08
17/05/20 10:00:00,-8.475120694129146e-08
17/05/20 10:15:00,-8.427991105008914e-08
17/05/20 10:30:00,-8.311335619737292e-08
17/05/20 10:45:00,-8.226424341728489e-08
17/05/20 11:00:00,-8.138265172874526e-08
17/05/20 11:15:00,-8.08460214329898e-08
17/05/20 11:30:00,-8.08325637535745e-08
17/05/20 11:45:00,-7.967836523903316e-08
17/05/20 12:00:00,-7.915429023341858e-08
17/05/20 12:15:00,-7.886507091825479e-08
17/05/20 12:30:00,-7.88662575246235e-08
17/05/20 12:45:00,-7.853407879565566e-08
17/05/20 13:00:00,-7.760787212873765e-08
17/05/20 13:15:00,-7.676121072108799e-08
17/05/20 13:30:00,-7.549508040938235e-08
17/05/20 13:45:00,-7.454170258824888e-08
17/05/20 14:00:00,-7.345734331920539e-08
17/05/20 14:15:00,-7.246188005183285e-08
17/05/20 14:30:00,-7.21318968999185e-08
17/05/20 14:45:00,-7.13233845317518e-08
17/05/20 15:00:00,-7.067576746067061e-08
17/05/20 15:15:00,-6.982360645224617e-08
17/05/20 15:30:00,-6.865879953465992e-08
17/05/20 15:45:00,-6.802131480299067e-08
17/05/20 16:00:00,-6.70074555841893e-08
17/05/20 16:15:00,-6.605749547361484e-08
17/05/20 16:30:00,-6.558193632599796e-08
17/05/20 16:45:00,-6.517351636148305e-08
17/05/20 17:00:00,-6.430357046838253e-08
17/05/20 17:15:00,-6.38636663552461e-08
17/05/20 17:30:00,-6.34232364404852e-08
17/05/20 17:45:00,-6.323783452444331e-08
17/05/20 18:00:00,-6.264143337375572e-08
17/05/20 18:15:00,-6.217343440084733e-08
17/05/20 18:30:00,-6.213304004631937e-08
17/05/20 18:45:00,-6.191827850443588e-08
17/05/20 19:00:00,-6.168677657569788e-08
17/05/20 19:15:00,-6.153791076712878e-08
17/05/20 19:30:00,-6.190503398784131e-08
17/05/20 19:45:00,-6.223625348411588e-08
17/05/20 20:00:00,-6.240031780180288e-08
17/05/20 20:15:00,-6.249457840112882e-08
17/05/20 20:30:00,-6.256185258735059e-08
17/05/20 20:45:00,-6.286189346838e-08
17/05/20 21:00:00,-6.29922070061184e-08
17/05/20 21:15:00,-6.327896784341647e-08
17/05/20 21:30:00,-6.37039079265378e-08
17/05/20 21:45:00,-6.403035968105542e-08
17/05/20 22:00:00,-6.456689760625522e-08
17/05/20 22:15:00,-6.517155526353235e-08
17/05/20 22:30:00,-6.55961898132773e-08
17/05/20 22:45:00,-6.597004187369748e-08
17/05/20 23:00:00,-6.648422612443028e-08
17/05/20 23:15:00,-6.696637910863501e-08
17/05/20 23:30:00,-6.739824698343e-08
17/05/20 23:45:00,-6.794737572590748e-08
17/05/21 00:00:00,-6.855855616549889e-08
17/05/21 00:15:00,-6.891399095820816e-08
17/05/21 00:30:00,-6.945922592649367e-08
17/05/21 00:45:00,-7.013409941691862e-08
17/05/21 01:00:00,-7.062184437245378e-08
17/05/21 01:15:00,-7.105229116177725e-08
17/05/21 01:30:00,-7.162907422753051e-08
17/05/21 01:45:00,-7.22073281167468e-08
17/05/21 02:00:00,-7.267735924187946e-08
17/05/21 02:15:00,-7.301250093405542e-08
17/05/21 02:30:00,-7.336015528380813e-08
17/05/21 02:45:00,-7.378706357030751e-08
17/05/21 03:00:00,-7.392534229211378e-08
17/05/21 03:15:00,-7.413210312279261e-08
17/05/21 03:30:00,-7.437935778398241e-08
17/05/21 03:45:00,-7.458962159034854e-08
17/05/21 04:00:00,-7.470756457905736e-08
17/05/21 04:15:00,-7.487265207828386e-08
17/05/21 04:30:00,-7.506620391950491e-08
17/05/21 04:45:00,-7.519322053894939e-08
17/05/21 05:00:00,-7.537052226780361e-08
17/05/21 05:15:00,-7.565173376633538e-08
17/05/21 05:30:00,-7.577339999897958e-08
17/05/21 05:45:00,-7.605784446695907e-08
17/05/21 06:00:00,-7.59207878786583e-08
17/05/21 06:15:00,-7.568059601226196e-08
17/05/21 06:30:00,-7.571397730998797e-08
17/05/21 06:45:00,-7.555774317324904e-08
17/05/21 07:00:00,-7.52373949808316e-08
17/05/21 07:15:00,-7.485583353172842e-08
