"Date Heure, GMT+01:00",Pression différentielle (m),Temperature (K)
17/05/18 12:45:00,0.4134420258169997,288.063
17/05/18 13:00:00,0.41346392654132047,288.072
17/05/18 13:15:00,0.41349312750708156,288.084
17/05/18 13:30:00,0.41350772798996205,288.09
17/05/18 13:45:00,0.4135417957833501,288.104
17/05/18 14:00:00,0.41346392654132047,288.072
17/05/18 14:15:00,0.4137291686469839,288.181
17/05/18 14:30:00,0.4138800403034162,288.243
17/05/18 14:45:00,0.41391897492443097,288.25899999999996
17/05/18 15:00:00,0.4147902131138191,288.31
17/05/18 15:15:00,0.4198415999695823,288.371
17/05/18 15:30:00,0.4256291705480885,288.44
17/05/18 15:45:00,0.4302903747077052,288.493
17/05/18 16:00:00,0.43455401988555337,288.56699999999995
17/05/18 16:15:00,0.4386709758369613,288.644
17/05/18 16:30:00,0.4424825383547841,288.70799999999997
17/05/18 16:45:00,0.448517784832988,288.753
17/05/18 17:00:00,0.45229254196688273,288.80499999999995
17/05/18 17:15:00,0.4557132373909241,288.849
17/05/18 17:30:00,0.4589249634037375,288.929
17/05/18 17:45:00,0.4626525731449973,288.971
17/05/18 18:00:00,0.4657446816600444,288.98699999999997
17/05/18 18:15:00,0.4700161593886047,288.98999999999995
17/05/18 18:30:00,0.4736499306096842,289.02
17/05/18 18:45:00,0.4766321552822189,289.02599999999995
17/05/18 19:00:00,0.48107701374498574,289.044
17/05/18 19:15:00,0.46113328643942125,289.07399999999996
17/05/18 19:30:00,0.4683266858044523,289.88399999999996
17/05/18 19:45:00,0.4846612041596168,289.238
17/05/18 20:00:00,0.48998893557156703,288.811
17/05/18 20:15:00,0.4961500351704338,288.77099999999996
17/05/18 20:30:00,0.5014989068648884,288.698
17/05/18 20:45:00,0.5070073952966674,288.60699999999997
17/05/18 21:00:00,0.5099842968764852,288.52799999999996
17/05/18 21:15:00,0.5142763065340963,288.441
17/05/18 21:30:00,0.519354004676717,288.35499999999996
17/05/18 21:45:00,0.5230367483507918,288.277
17/05/18 22:00:00,0.5265647421151689,288.219
17/05/18 22:15:00,0.5299215604266079,288.168
17/05/18 22:30:00,0.5324013611908519,288.123
17/05/18 22:45:00,0.5354980323567992,288.06899999999996
17/05/18 23:00:00,0.538811429440505,288.015
17/05/18 23:15:00,0.5419367692629418,287.947
17/05/18 23:30:00,0.545766202163457,287.866
17/05/18 23:45:00,0.5496923632630557,287.78099999999995
17/05/19 00:00:00,0.5531941217847569,287.688
17/05/19 00:15:00,0.5564421208722267,287.604
17/05/19 00:30:00,0.5606171745784301,287.508
17/05/19 00:45:00,0.5647095682591585,287.39599999999996
17/05/19 01:00:00,0.5668853443850878,287.31199999999995
17/05/19 01:15:00,0.570871656432387,287.23999999999995
17/05/19 01:30:00,0.5738963898024753,287.183
17/05/19 01:45:00,0.5765678979487082,287.116
17/05/19 02:00:00,0.5789251915362824,287.09799999999996
17/05/19 02:15:00,0.5808567897948707,287.066
17/05/19 02:30:00,0.5834012281135339,287.02099999999996
17/05/19 02:45:00,0.5864095359403814,286.976
17/05/19 03:00:00,0.5890989905134882,286.907
17/05/19 03:15:00,0.5919539172259082,286.83099999999996
17/05/19 03:30:00,0.5945385829166744,286.758
17/05/19 03:45:00,0.5979578335012643,286.685
17/05/19 04:00:00,0.6006973251459097,286.60999999999996
17/05/19 04:15:00,0.6032890629455714,286.536
17/05/19 04:30:00,0.6059554000874507,286.46999999999997
17/05/19 04:45:00,0.6078555920990094,286.404
17/05/19 05:00:00,0.6102928081215184,286.354
17/05/19 05:15:00,0.6120073002414402,286.30699999999996
17/05/19 05:30:00,0.615274614551054,286.27
17/05/19 05:45:00,0.6162452424858843,286.222
17/05/19 06:00:00,0.6182350905876315,286.178
17/05/19 06:15:00,0.6208073610767856,286.121
17/05/19 06:30:00,0.6225242866105207,286.075
17/05/19 06:45:00,0.6237626661090093,286.03
17/05/19 07:00:00,0.6259154768920742,285.98499999999996
17/05/19 07:15:00,0.6271263283967984,285.94899999999996
17/05/19 07:30:00,0.6282428090720709,285.92499999999995
17/05/19 07:45:00,0.6289767114693636,285.893
17/05/19 08:00:00,0.6308212391399403,285.876
17/05/19 08:15:00,0.6317063934145739,285.846
17/05/19 08:30:00,0.6329099446778577,285.80699999999996
17/05/19 08:45:00,0.6334818729681945,285.81
17/05/19 09:00:00,0.6344391171270507,285.81899999999996
17/05/19 09:15:00,0.6357523241003024,285.786
17/05/19 09:30:00,0.6366747400239537,285.751
17/05/19 09:45:00,0.6374947244348967,285.745
17/05/19 10:00:00,0.6380649037090548,285.75899999999996
17/05/19 10:15:00,0.6377462785878595,285.789
17/05/19 10:30:00,0.6377513735480314,285.84499999999997
17/05/19 10:45:00,0.637327123058497,285.873
17/05/19 11:00:00,0.6376941122792342,285.866
17/05/19 11:15:00,0.6381864223113628,285.84799999999996
17/05/19 11:30:00,0.6385661869546205,285.84
17/05/19 11:45:00,0.6387620007224196,285.84
17/05/19 12:00:00,0.6397095112260223,285.84499999999997
17/05/19 12:15:00,0.6397764301058914,285.85999999999996
17/05/19 12:30:00,0.6394794015322901,285.902
17/05/19 12:45:00,0.6388050417292446,285.953
17/05/19 13:00:00,0.6376141138001178,286.03
17/05/19 13:15:00,0.6366764890401322,286.11499999999995
17/05/19 13:30:00,0.6356633524077488,286.176
17/05/19 13:45:00,0.6354498963898024,286.22499999999997
17/05/19 14:00:00,0.6342745575179178,286.267
17/05/19 14:15:00,0.6334341932662875,286.32399999999996
17/05/19 14:30:00,0.6340306838273038,286.366
17/05/19 14:45:00,0.6339582897663543,286.405
17/05/19 15:00:00,0.6339563126176307,286.43699999999995
17/05/19 15:15:00,0.6340969943537195,286.462
17/05/19 15:30:00,0.633732590635159,286.506
17/05/19 15:45:00,0.6333706203304119,286.551
17/05/19 16:00:00,0.6330967091880382,286.59
17/05/19 16:15:00,0.6315391722590824,286.68899999999996
17/05/19 16:30:00,0.6301588943175985,286.721
17/05/19 16:45:00,0.6305083173323699,286.78099999999995
17/05/19 17:00:00,0.6294588315811486,286.78799999999995
17/05/19 17:15:00,0.631186251211954,286.801
17/05/19 17:30:00,0.6328386152354517,286.77299999999997
17/05/19 17:45:00,0.6330970133647649,286.787
17/05/19 18:00:00,0.6330664436037338,286.801
17/05/19 18:15:00,0.634261630007034,286.80699999999996
17/05/19 18:30:00,0.6340155510351514,286.834
17/05/19 18:45:00,0.6339905324993821,286.86199999999997
17/05/19 19:00:00,0.633874336989791,286.883
17/05/19 19:15:00,0.6342662687021159,286.88
17/05/19 19:30:00,0.6344325773274272,286.871
17/05/19 19:45:00,0.6350269386513563,286.859
17/05/19 20:00:00,0.6366231820687819,286.847
17/05/19 20:15:00,0.6374060569190699,286.832
17/05/19 20:30:00,0.6382727324575578,286.828
17/05/19 20:45:00,0.6392222961540653,286.81899999999996
17/05/19 21:00:00,0.6398429687648522,286.78499999999997
17/05/19 21:15:00,0.6407340544856561,286.734
17/05/19 21:30:00,0.6424652002813634,286.679
17/05/19 21:45:00,0.6435739244501054,286.61899999999997
