#,Date Heure(GMT+01:00),Température1(°C),Température2(°C),Température3(°C),Température4(°C)
738,05/26/17 04:30:00 AM,287.679,287.344,286.96,288.01399999999995
739,05/26/17 04:45:00 AM,287.679,287.344,286.96,288.06199999999995
740,05/26/17 05:00:00 AM,287.655,287.344,286.96,288.03799999999995
741,05/26/17 05:15:00 AM,287.631,287.344,286.96,288.03799999999995
742,05/26/17 05:30:00 AM,287.60699999999997,287.344,286.96,288.06199999999995
743,05/26/17 05:45:00 AM,287.58299999999997,287.32,286.96,288.10999999999996
744,05/26/17 06:00:00 AM,287.58299999999997,287.32,286.96,288.06199999999995
745,05/26/17 06:15:00 AM,287.55899999999997,287.32,286.96,288.06199999999995
746,05/26/17 06:30:00 AM,287.53499999999997,287.296,286.96,288.06199999999995
747,05/26/17 06:45:00 AM,287.51099999999997,287.296,286.96,288.06199999999995
748,05/26/17 07:00:00 AM,287.51099999999997,287.296,286.96,288.06199999999995
749,05/26/17 07:15:00 AM,287.48699999999997,287.296,286.96,288.08599999999996
750,05/26/17 07:30:00 AM,287.464,287.272,286.96,288.13399999999996
751,05/26/17 07:45:00 AM,287.44,287.272,286.96,288.13399999999996
752,05/26/17 08:00:00 AM,287.44,287.248,286.96,288.08599999999996
753,05/26/17 08:15:00 AM,287.416,287.248,286.96,288.10999999999996
754,05/26/17 08:30:00 AM,287.392,287.248,286.96,288.06199999999995
755,05/26/17 08:45:00 AM,287.392,287.224,286.96,288.03799999999995
756,05/26/17 09:00:00 AM,287.368,287.224,286.96,288.06199999999995
757,05/26/17 09:15:00 AM,287.344,287.224,286.96,288.06199999999995
758,05/26/17 09:30:00 AM,287.344,287.2,286.96,288.06199999999995
759,05/26/17 09:45:00 AM,287.344,287.2,286.96,288.03799999999995
760,05/26/17 10:00:00 AM,287.32,287.2,286.936,288.10999999999996
761,05/26/17 10:15:00 AM,287.32,287.176,286.96,288.03799999999995
762,05/26/17 10:30:00 AM,287.32,287.176,286.936,288.03799999999995
763,05/26/17 10:45:00 AM,287.32,287.176,286.936,288.03799999999995
764,05/26/17 11:00:00 AM,287.296,287.176,286.936,288.03799999999995
765,05/26/17 11:15:00 AM,287.296,287.152,286.936,288.03799999999995
766,05/26/17 11:30:00 AM,287.296,287.152,286.936,288.01399999999995
767,05/26/17 11:45:00 AM,287.296,287.152,286.912,288.06199999999995
768,05/26/17 12:00:00 PM,287.296,287.152,286.912,288.06199999999995
769,05/26/17 12:15:00 PM,287.296,287.152,286.912,288.06199999999995
770,05/26/17 12:30:00 PM,287.296,287.128,286.912,288.03799999999995
771,05/26/17 12:45:00 PM,287.296,287.128,286.912,288.01399999999995
772,05/26/17 01:00:00 PM,287.32,287.128,286.912,288.06199999999995
773,05/26/17 01:15:00 PM,287.32,287.128,286.912,288.06199999999995
774,05/26/17 01:30:00 PM,287.32,287.128,286.912,288.03799999999995
775,05/26/17 01:45:00 PM,287.32,287.128,286.912,288.06199999999995
776,05/26/17 02:00:00 PM,287.344,287.128,286.912,288.03799999999995
777,05/26/17 02:15:00 PM,287.368,287.128,286.912,288.06199999999995
778,05/26/17 02:30:00 PM,287.368,287.128,286.912,288.03799999999995
779,05/26/17 02:45:00 PM,287.392,287.128,286.912,288.03799999999995
780,05/26/17 03:00:00 PM,287.392,287.128,286.888,288.03799999999995
781,05/26/17 03:15:00 PM,287.416,287.128,286.888,288.01399999999995
782,05/26/17 03:30:00 PM,287.44,287.152,286.912,288.03799999999995
783,05/26/17 03:45:00 PM,287.464,287.152,286.912,288.03799999999995
784,05/26/17 04:00:00 PM,287.48699999999997,287.152,286.912,288.03799999999995
785,05/26/17 04:15:00 PM,287.51099999999997,287.152,286.888,288.03799999999995
786,05/26/17 04:30:00 PM,287.53499999999997,287.152,286.912,288.03799999999995
787,05/26/17 04:45:00 PM,287.55899999999997,287.176,286.912,288.06199999999995
788,05/26/17 05:00:00 PM,287.58299999999997,287.176,286.912,288.03799999999995
789,05/26/17 05:15:00 PM,287.60699999999997,287.2,286.912,288.06199999999995
790,05/26/17 05:30:00 PM,287.631,287.2,286.912,288.06199999999995
791,05/26/17 05:45:00 PM,287.679,287.224,286.912,288.08599999999996
792,05/26/17 06:00:00 PM,287.703,287.224,286.936,288.06199999999995
793,05/26/17 06:15:00 PM,287.727,287.248,286.936,288.08599999999996
794,05/26/17 06:30:00 PM,287.775,287.272,286.936,288.08599999999996
795,05/26/17 06:45:00 PM,287.823,287.272,286.936,288.08599999999996
796,05/26/17 07:00:00 PM,287.847,287.296,286.936,288.08599999999996
797,05/26/17 07:15:00 PM,287.871,287.296,286.936,288.08599999999996
798,05/26/17 07:30:00 PM,287.91799999999995,287.32,286.96,288.08599999999996
799,05/26/17 07:45:00 PM,287.94199999999995,287.344,286.96,288.10999999999996
800,05/26/17 08:00:00 PM,287.98999999999995,287.368,286.96,288.10999999999996
801,05/26/17 08:15:00 PM,288.01399999999995,287.368,286.984,288.15799999999996
802,05/26/17 08:30:00 PM,288.03799999999995,287.392,286.984,288.08599999999996
803,05/26/17 08:45:00 PM,288.08599999999996,287.416,286.984,288.08599999999996
804,05/26/17 09:00:00 PM,288.10999999999996,287.44,287.008,288.08599999999996
805,05/26/17 09:15:00 PM,288.13399999999996,287.464,287.008,288.08599999999996
806,05/26/17 09:30:00 PM,288.15799999999996,287.48699999999997,287.032,288.08599999999996
807,05/26/17 09:45:00 PM,288.181,287.51099999999997,287.032,288.10999999999996
808,05/26/17 10:00:00 PM,288.205,287.51099999999997,287.032,288.08599999999996
809,05/26/17 10:15:00 PM,288.229,287.53499999999997,287.056,288.10999999999996
810,05/26/17 10:30:00 PM,288.253,287.55899999999997,287.08,288.10999999999996
811,05/26/17 10:45:00 PM,288.253,287.58299999999997,287.08,288.10999999999996
812,05/26/17 11:00:00 PM,288.277,287.58299999999997,287.08,288.13399999999996
813,05/26/17 11:15:00 PM,288.277,287.60699999999997,287.104,288.10999999999996
814,05/26/17 11:30:00 PM,288.301,287.631,287.104,288.10999999999996
815,05/26/17 11:45:00 PM,288.325,287.631,287.128,288.10999999999996
816,05/27/17 12:00:00 AM,288.325,287.655,287.128,288.13399999999996
817,05/27/17 12:15:00 AM,288.325,287.679,287.152,288.13399999999996
818,05/27/17 12:30:00 AM,288.325,287.679,287.152,288.13399999999996
819,05/27/17 12:45:00 AM,288.325,287.703,287.152,288.15799999999996
820,05/27/17 01:00:00 AM,288.325,287.703,287.176,288.15799999999996
821,05/27/17 01:15:00 AM,288.325,287.727,287.176,288.181
822,05/27/17 01:30:00 AM,288.325,287.727,287.2,288.181
823,05/27/17 01:45:00 AM,288.325,287.727,287.2,288.181
824,05/27/17 02:00:00 AM,288.325,287.751,287.224,288.181
825,05/27/17 02:15:00 AM,288.325,287.751,287.224,288.205
826,05/27/17 02:30:00 AM,288.325,287.751,287.248,288.205
827,05/27/17 02:45:00 AM,288.301,287.775,287.248,288.229
828,05/27/17 03:00:00 AM,288.301,287.775,287.248,288.205
829,05/27/17 03:15:00 AM,288.301,287.775,287.248,288.205
830,05/27/17 03:30:00 AM,288.301,287.775,287.272,288.253
831,05/27/17 03:45:00 AM,288.277,287.775,287.272,288.253
832,05/27/17 04:00:00 AM,288.253,287.775,287.296,288.277
833,05/27/17 04:15:00 AM,288.253,287.775,287.296,288.253
834,05/27/17 04:30:00 AM,288.229,287.775,287.296,288.277
835,05/27/17 04:45:00 AM,288.229,287.775,287.296,288.253
836,05/27/17 05:00:00 AM,288.229,287.775,287.296,288.253
837,05/27/17 05:15:00 AM,288.205,287.775,287.32,288.253
838,05/27/17 05:30:00 AM,288.181,287.775,287.32,288.253
839,05/27/17 05:45:00 AM,288.15799999999996,287.775,287.32,288.253
840,05/27/17 06:00:00 AM,288.15799999999996,287.775,287.32,288.277
841,05/27/17 06:15:00 AM,288.13399999999996,287.775,287.32,288.277
842,05/27/17 06:30:00 AM,288.10999999999996,287.751,287.32,288.277
843,05/27/17 06:45:00 AM,288.10999999999996,287.751,287.344,288.301
844,05/27/17 07:00:00 AM,288.08599999999996,287.751,287.344,288.277
845,05/27/17 07:15:00 AM,288.06199999999995,287.751,287.344,288.277
846,05/27/17 07:30:00 AM,288.06199999999995,287.727,287.344,288.277
847,05/27/17 07:45:00 AM,288.03799999999995,287.727,287.344,288.277
848,05/27/17 08:00:00 AM,288.03799999999995,287.727,287.344,288.301
849,05/27/17 08:15:00 AM,288.01399999999995,287.727,287.344,288.277
850,05/27/17 08:30:00 AM,287.98999999999995,287.703,287.344,288.277
851,05/27/17 08:45:00 AM,287.98999999999995,287.703,287.344,288.277
852,05/27/17 09:00:00 AM,287.96599999999995,287.703,287.344,288.277
853,05/27/17 09:15:00 AM,287.96599999999995,287.703,287.344,288.277
854,05/27/17 09:30:00 AM,287.96599999999995,287.679,287.344,288.277
855,05/27/17 09:45:00 AM,287.94199999999995,287.679,287.344,288.779
856,05/27/17 10:00:00 AM,287.94199999999995,287.679,287.344,288.84999999999997
857,05/27/17 10:15:00 AM,287.94199999999995,287.679,287.344,288.82599999999996
858,05/27/17 10:30:00 AM,287.91799999999995,287.679,287.32,288.89799999999997
859,05/27/17 10:45:00 AM,287.94199999999995,287.655,287.32,288.84999999999997
860,05/27/17 11:00:00 AM,287.91799999999995,287.655,287.344,288.80199999999996
861,05/27/17 11:15:00 AM,287.91799999999995,287.655,287.32,288.80199999999996
862,05/27/17 11:30:00 AM,287.91799999999995,287.631,287.32,288.707
863,05/27/17 11:45:00 AM,287.91799999999995,287.655,287.32,288.56399999999996
864,05/27/17 12:00:00 PM,287.91799999999995,287.631,287.32,288.611
865,05/27/17 12:15:00 PM,287.94199999999995,287.631,287.32,288.325
866,05/27/17 12:30:00 PM,287.94199999999995,287.631,287.32,288.325
867,05/27/17 12:45:00 PM,287.94199999999995,287.631,287.32,288.325
868,05/27/17 01:00:00 PM,287.94199999999995,287.631,287.32,288.325
869,05/27/17 01:15:00 PM,287.96599999999995,287.631,287.32,288.325
870,05/27/17 01:30:00 PM,287.96599999999995,287.631,287.32,288.373
871,05/27/17 01:45:00 PM,287.98999999999995,287.631,287.32,288.349
872,05/27/17 02:00:00 PM,287.98999999999995,287.631,287.32,288.349
873,05/27/17 02:15:00 PM,288.01399999999995,287.655,287.32,288.373
874,05/27/17 02:30:00 PM,288.01399999999995,287.655,287.32,288.373
875,05/27/17 02:45:00 PM,288.03799999999995,287.655,287.32,288.373
876,05/27/17 03:00:00 PM,288.06199999999995,287.655,287.32,288.373
877,05/27/17 03:15:00 PM,288.08599999999996,287.655,287.32,288.397
878,05/27/17 03:30:00 PM,288.10999999999996,287.679,287.32,288.397
879,05/27/17 03:45:00 PM,288.13399999999996,287.679,287.32,288.397
880,05/27/17 04:00:00 PM,288.15799999999996,287.679,287.344,288.41999999999996
881,05/27/17 04:15:00 PM,288.181,287.703,287.344,288.611
882,05/27/17 04:30:00 PM,288.229,287.703,287.344,288.49199999999996
883,05/27/17 04:45:00 PM,288.253,287.727,287.344,288.44399999999996
884,05/27/17 05:00:00 PM,288.277,287.727,287.344,288.46799999999996
885,05/27/17 05:15:00 PM,288.301,287.751,287.344,288.44399999999996
886,05/27/17 05:30:00 PM,288.349,287.751,287.368,288.49199999999996
887,05/27/17 05:45:00 PM,288.373,287.775,287.368,288.49199999999996
888,05/27/17 06:00:00 PM,288.41999999999996,287.799,287.368,288.49199999999996
889,05/27/17 06:15:00 PM,288.44399999999996,287.799,287.368,288.49199999999996
890,05/27/17 06:30:00 PM,288.49199999999996,287.823,287.368,288.49199999999996
891,05/27/17 06:45:00 PM,288.51599999999996,287.847,287.392,288.49199999999996
892,05/27/17 07:00:00 PM,288.53999999999996,287.847,287.392,288.53999999999996
893,05/27/17 07:15:00 PM,288.58799999999997,287.871,287.416,288.53999999999996
894,05/27/17 07:30:00 PM,288.611,287.895,287.416,288.53999999999996
895,05/27/17 07:45:00 PM,288.635,287.91799999999995,287.416,288.53999999999996
896,05/27/17 08:00:00 PM,288.659,287.91799999999995,287.44,288.53999999999996
897,05/27/17 08:15:00 PM,288.683,287.94199999999995,287.44,288.51599999999996
898,05/27/17 08:30:00 PM,288.731,287.96599999999995,287.464,288.51599999999996
899,05/27/17 08:45:00 PM,288.755,287.98999999999995,287.464,288.51599999999996
900,05/27/17 09:00:00 PM,288.779,288.01399999999995,287.464,288.53999999999996
901,05/27/17 09:15:00 PM,288.80199999999996,288.03799999999995,287.48699999999997,288.53999999999996
902,05/27/17 09:30:00 PM,288.82599999999996,288.03799999999995,287.48699999999997,288.53999999999996
903,05/27/17 09:45:00 PM,288.84999999999997,288.06199999999995,287.51099999999997,288.56399999999996
904,05/27/17 10:00:00 PM,288.87399999999997,288.08599999999996,287.51099999999997,288.56399999999996
905,05/27/17 10:15:00 PM,288.89799999999997,288.10999999999996,287.53499999999997,288.56399999999996
906,05/27/17 10:30:00 PM,288.92199999999997,288.13399999999996,287.55899999999997,288.56399999999996
907,05/27/17 10:45:00 PM,288.92199999999997,288.13399999999996,287.55899999999997,288.58799999999997
908,05/27/17 11:00:00 PM,288.94599999999997,288.15799999999996,287.55899999999997,288.56399999999996
909,05/27/17 11:15:00 PM,288.969,288.181,287.58299999999997,288.58799999999997
910,05/27/17 11:30:00 PM,288.993,288.181,287.60699999999997,288.58799999999997
911,05/27/17 11:45:00 PM,288.993,288.205,287.60699999999997,288.58799999999997
912,05/28/17 12:00:00 AM,288.993,288.229,287.60699999999997,288.58799999999997
913,05/28/17 12:15:00 AM,289.017,288.229,287.631,288.611
914,05/28/17 12:30:00 AM,289.017,288.253,287.655,288.611
915,05/28/17 12:45:00 AM,289.041,288.277,287.655,288.611
916,05/28/17 01:00:00 AM,289.041,288.277,287.655,288.611
917,05/28/17 01:15:00 AM,289.041,288.301,287.679,288.635
918,05/28/17 01:30:00 AM,289.041,288.301,287.703,288.635
919,05/28/17 01:45:00 AM,289.041,288.301,287.703,288.659
920,05/28/17 02:00:00 AM,289.041,288.325,287.703,288.659
921,05/28/17 02:15:00 AM,289.041,288.325,287.727,288.683
922,05/28/17 02:30:00 AM,289.041,288.349,287.727,288.659
923,05/28/17 02:45:00 AM,289.041,288.349,287.751,288.659
924,05/28/17 03:00:00 AM,289.041,288.349,287.751,288.683
925,05/28/17 03:15:00 AM,289.041,288.373,287.751,288.683
926,05/28/17 03:30:00 AM,289.041,288.373,287.775,288.707
927,05/28/17 03:45:00 AM,289.041,288.373,287.775,288.707
928,05/28/17 04:00:00 AM,289.017,288.373,287.799,288.707
929,05/28/17 04:15:00 AM,289.017,288.397,287.799,288.707
930,05/28/17 04:30:00 AM,289.017,288.397,287.799,288.731
931,05/28/17 04:45:00 AM,289.017,288.397,287.799,288.731
932,05/28/17 05:00:00 AM,288.993,288.397,287.823,288.755
933,05/28/17 05:15:00 AM,288.993,288.397,287.823,288.755
934,05/28/17 05:30:00 AM,288.993,288.397,287.823,288.755
935,05/28/17 05:45:00 AM,288.969,288.397,287.823,288.755
936,05/28/17 06:00:00 AM,288.969,288.397,287.847,288.755
937,05/28/17 06:15:00 AM,288.94599999999997,288.397,287.847,288.755
938,05/28/17 06:30:00 AM,288.94599999999997,288.397,287.847,288.779
939,05/28/17 06:45:00 AM,288.92199999999997,288.397,287.871,288.779
940,05/28/17 07:00:00 AM,288.92199999999997,288.397,287.847,288.779
941,05/28/17 07:15:00 AM,288.89799999999997,288.397,287.871,288.779
942,05/28/17 07:30:00 AM,288.89799999999997,288.397,287.871,288.779
943,05/28/17 07:45:00 AM,288.89799999999997,288.397,287.871,288.779
944,05/28/17 08:00:00 AM,288.87399999999997,288.397,287.871,288.80199999999996
945,05/28/17 08:15:00 AM,288.87399999999997,288.397,287.895,288.80199999999996
946,05/28/17 08:30:00 AM,288.87399999999997,288.397,287.895,288.80199999999996
947,05/28/17 08:45:00 AM,288.84999999999997,288.397,287.895,288.80199999999996
948,05/28/17 09:00:00 AM,288.84999999999997,288.397,287.895,288.80199999999996
949,05/28/17 09:15:00 AM,288.84999999999997,288.397,287.895,288.82599999999996
950,05/28/17 09:30:00 AM,288.82599999999996,288.397,287.895,288.82599999999996
951,05/28/17 09:45:00 AM,288.82599999999996,288.373,287.895,288.82599999999996
952,05/28/17 10:00:00 AM,288.82599999999996,288.373,287.895,288.84999999999997
953,05/28/17 10:15:00 AM,288.82599999999996,288.373,287.895,288.84999999999997
954,05/28/17 10:30:00 AM,288.80199999999996,288.373,287.895,288.82599999999996
955,05/28/17 10:45:00 AM,288.82599999999996,288.373,287.91799999999995,288.82599999999996
956,05/28/17 11:00:00 AM,288.82599999999996,288.373,287.895,288.82599999999996
957,05/28/17 11:15:00 AM,288.82599999999996,288.373,287.895,288.84999999999997
958,05/28/17 11:30:00 AM,288.82599999999996,288.373,287.91799999999995,288.84999999999997
959,05/28/17 11:45:00 AM,288.82599999999996,288.373,287.91799999999995,288.84999999999997
960,05/28/17 12:00:00 PM,288.82599999999996,288.373,287.91799999999995,288.84999999999997
961,05/28/17 12:15:00 PM,288.82599999999996,288.373,287.91799999999995,288.82599999999996
962,05/28/17 12:30:00 PM,288.82599999999996,288.373,287.91799999999995,288.84999999999997
963,05/28/17 12:45:00 PM,288.82599999999996,288.373,287.91799999999995,288.84999999999997
964,05/28/17 01:00:00 PM,288.84999999999997,288.373,287.91799999999995,288.84999999999997
965,05/28/17 01:15:00 PM,288.84999999999997,288.373,287.91799999999995,288.84999999999997
966,05/28/17 01:30:00 PM,288.84999999999997,288.373,287.91799999999995,288.87399999999997
967,05/28/17 01:45:00 PM,288.87399999999997,288.373,287.91799999999995,288.84999999999997
968,05/28/17 02:00:00 PM,288.87399999999997,288.373,287.91799999999995,288.84999999999997
969,05/28/17 02:15:00 PM,288.87399999999997,288.373,287.91799999999995,288.87399999999997
970,05/28/17 02:30:00 PM,288.89799999999997,288.397,287.94199999999995,288.87399999999997
971,05/28/17 02:45:00 PM,288.89799999999997,288.397,287.91799999999995,288.87399999999997
972,05/28/17 03:00:00 PM,288.89799999999997,288.397,287.94199999999995,288.87399999999997
973,05/28/17 03:15:00 PM,288.92199999999997,288.397,287.94199999999995,288.89799999999997
974,05/28/17 03:30:00 PM,288.94599999999997,288.41999999999996,287.94199999999995,288.89799999999997
975,05/28/17 03:45:00 PM,288.94599999999997,288.41999999999996,287.94199999999995,288.89799999999997
976,05/28/17 04:00:00 PM,288.969,288.41999999999996,287.94199999999995,288.89799999999997
977,05/28/17 04:15:00 PM,288.993,288.41999999999996,287.94199999999995,288.89799999999997
978,05/28/17 04:30:00 PM,289.017,288.41999999999996,287.94199999999995,288.89799999999997
979,05/28/17 04:45:00 PM,289.017,288.44399999999996,287.96599999999995,288.969
980,05/28/17 05:00:00 PM,289.041,288.44399999999996,287.96599999999995,288.993
981,05/28/17 05:15:00 PM,289.065,288.44399999999996,287.96599999999995,288.993
982,05/28/17 05:30:00 PM,289.089,288.46799999999996,287.96599999999995,288.969
983,05/28/17 05:45:00 PM,289.113,288.46799999999996,287.96599999999995,288.969
984,05/28/17 06:00:00 PM,289.13599999999997,288.46799999999996,287.96599999999995,288.94599999999997
985,05/28/17 06:15:00 PM,289.15999999999997,288.49199999999996,287.98999999999995,288.969
986,05/28/17 06:30:00 PM,289.20799999999997,288.51599999999996,287.98999999999995,288.969
987,05/28/17 06:45:00 PM,289.20799999999997,288.51599999999996,287.98999999999995,288.993
988,05/28/17 07:00:00 PM,289.23199999999997,288.51599999999996,287.98999999999995,288.993
989,05/28/17 07:15:00 PM,289.256,288.53999999999996,288.01399999999995,288.993
990,05/28/17 07:30:00 PM,289.279,288.56399999999996,288.01399999999995,288.993
991,05/28/17 07:45:00 PM,289.303,288.58799999999997,288.01399999999995,288.993
992,05/28/17 08:00:00 PM,289.327,288.58799999999997,288.01399999999995,288.993
993,05/28/17 08:15:00 PM,289.351,288.58799999999997,288.03799999999995,288.993
994,05/28/17 08:30:00 PM,289.375,288.611,288.06199999999995,288.993
995,05/28/17 08:45:00 PM,289.399,288.611,288.06199999999995,288.993
996,05/28/17 09:00:00 PM,289.42199999999997,288.635,288.06199999999995,288.993
997,05/28/17 09:15:00 PM,289.44599999999997,288.659,288.06199999999995,288.993
998,05/28/17 09:30:00 PM,289.44599999999997,288.659,288.08599999999996,288.993
999,05/28/17 09:45:00 PM,289.46999999999997,288.683,288.08599999999996,289.017
1000,05/28/17 10:00:00 PM,289.49399999999997,288.707,288.10999999999996,289.017
1001,05/28/17 10:15:00 PM,289.49399999999997,288.707,288.10999999999996,289.017
1002,05/28/17 10:30:00 PM,289.518,288.731,288.10999999999996,289.017
1003,05/28/17 10:45:00 PM,289.542,288.731,288.13399999999996,289.065
1004,05/28/17 11:00:00 PM,289.542,288.755,288.13399999999996,289.017
1005,05/28/17 11:15:00 PM,289.565,288.779,288.15799999999996,289.041
1006,05/28/17 11:30:00 PM,289.565,288.779,288.15799999999996,289.065
1007,05/28/17 11:45:00 PM,289.589,288.80199999999996,288.15799999999996,289.041
1008,05/29/17 12:00:00 AM,289.589,288.82599999999996,288.181,289.041
1009,05/29/17 12:15:00 AM,289.589,288.82599999999996,288.181,289.065
1010,05/29/17 12:30:00 AM,289.613,288.82599999999996,288.205,289.065
1011,05/29/17 12:45:00 AM,289.613,288.84999999999997,288.205,289.065
1012,05/29/17 01:00:00 AM,289.613,288.84999999999997,288.229,289.065
1013,05/29/17 01:15:00 AM,289.613,288.87399999999997,288.229,289.089
1014,05/29/17 01:30:00 AM,289.613,288.87399999999997,288.229,289.089
1015,05/29/17 01:45:00 AM,289.613,288.89799999999997,288.253,289.089
1016,05/29/17 02:00:00 AM,289.613,288.89799999999997,288.253,289.089
1017,05/29/17 02:15:00 AM,289.613,288.89799999999997,288.277,289.089
1018,05/29/17 02:30:00 AM,289.613,288.89799999999997,288.277,289.375
1019,05/29/17 02:45:00 AM,289.613,288.92199999999997,288.277,289.18399999999997
1020,05/29/17 03:00:00 AM,289.589,288.92199999999997,288.301,289.065
1021,05/29/17 03:15:00 AM,289.589,288.92199999999997,288.301,289.089
1022,05/29/17 03:30:00 AM,289.565,288.92199999999997,288.301,289.065
1023,05/29/17 03:45:00 AM,289.565,288.92199999999997,288.325,289.089
1024,05/29/17 04:00:00 AM,289.542,288.92199999999997,288.325,289.089
1025,05/29/17 04:15:00 AM,289.542,288.94599999999997,288.325,289.113
1026,05/29/17 04:30:00 AM,289.542,288.94599999999997,288.325,289.113
1027,05/29/17 04:45:00 AM,289.518,288.92199999999997,288.349,289.113
1028,05/29/17 05:00:00 AM,289.49399999999997,288.92199999999997,288.349,289.113
1029,05/29/17 05:15:00 AM,289.49399999999997,288.92199999999997,288.349,289.113
1030,05/29/17 05:30:00 AM,289.46999999999997,288.92199999999997,288.349,289.113
1031,05/29/17 05:45:00 AM,289.44599999999997,288.92199999999997,288.349,289.113
1032,05/29/17 06:00:00 AM,289.44599999999997,288.92199999999997,288.349,289.113
1033,05/29/17 06:15:00 AM,289.42199999999997,288.92199999999997,288.373,289.13599999999997
1034,05/29/17 06:30:00 AM,289.399,288.92199999999997,288.373,289.13599999999997
1035,05/29/17 06:45:00 AM,289.399,288.89799999999997,288.373,289.113
1036,05/29/17 07:00:00 AM,289.375,288.89799999999997,288.373,289.113
1037,05/29/17 07:15:00 AM,289.351,288.89799999999997,288.373,289.113
1038,05/29/17 07:30:00 AM,289.351,288.89799999999997,288.373,289.113
1039,05/29/17 07:45:00 AM,289.327,288.89799999999997,288.373,289.113
1040,05/29/17 08:00:00 AM,289.303,288.87399999999997,288.373,289.113
1041,05/29/17 08:15:00 AM,289.303,288.87399999999997,288.373,289.113
1042,05/29/17 08:30:00 AM,289.279,288.87399999999997,288.373,289.113
1043,05/29/17 08:45:00 AM,289.279,288.87399999999997,288.373,289.13599999999997
1044,05/29/17 09:00:00 AM,289.256,288.84999999999997,288.373,289.13599999999997
1045,05/29/17 09:15:00 AM,289.256,288.84999999999997,288.373,289.13599999999997
1046,05/29/17 09:30:00 AM,289.23199999999997,288.84999999999997,288.373,289.13599999999997
1047,05/29/17 09:45:00 AM,289.23199999999997,288.82599999999996,288.373,289.113
1048,05/29/17 10:00:00 AM,289.23199999999997,288.82599999999996,288.373,289.13599999999997
1049,05/29/17 10:15:00 AM,289.20799999999997,288.82599999999996,288.373,289.13599999999997
1050,05/29/17 10:30:00 AM,289.20799999999997,288.82599999999996,288.373,289.13599999999997
1051,05/29/17 10:45:00 AM,289.20799999999997,288.80199999999996,288.373,289.13599999999997
1052,05/29/17 11:00:00 AM,289.20799999999997,288.80199999999996,288.373,289.13599999999997
1053,05/29/17 11:15:00 AM,289.18399999999997,288.80199999999996,288.373,289.13599999999997
1054,05/29/17 11:30:00 AM,289.18399999999997,288.80199999999996,288.373,289.13599999999997
1055,05/29/17 11:45:00 AM,289.18399999999997,288.779,288.373,289.13599999999997
1056,05/29/17 12:00:00 PM,289.18399999999997,288.779,288.349,289.15999999999997
1057,05/29/17 12:15:00 PM,289.18399999999997,288.779,288.349,289.15999999999997
1058,05/29/17 12:30:00 PM,289.18399999999997,288.779,288.349,289.15999999999997
1059,05/29/17 12:45:00 PM,289.18399999999997,288.779,288.349,289.13599999999997
1060,05/29/17 01:00:00 PM,289.18399999999997,288.779,288.349,289.13599999999997
1061,05/29/17 01:15:00 PM,289.18399999999997,288.779,288.349,289.13599999999997
1062,05/29/17 01:30:00 PM,289.18399999999997,288.779,288.349,289.13599999999997
1063,05/29/17 01:45:00 PM,289.18399999999997,288.779,288.349,289.15999999999997
1064,05/29/17 02:00:00 PM,289.18399999999997,288.779,288.349,289.13599999999997
1065,05/29/17 02:15:00 PM,289.20799999999997,288.779,288.349,289.15999999999997
1066,05/29/17 02:30:00 PM,289.20799999999997,288.779,288.349,289.15999999999997
1067,05/29/17 02:45:00 PM,289.20799999999997,288.779,288.349,289.15999999999997
1068,05/29/17 03:00:00 PM,289.23199999999997,288.779,288.349,289.15999999999997
1069,05/29/17 03:15:00 PM,289.23199999999997,288.779,288.349,289.18399999999997
1070,05/29/17 03:30:00 PM,289.256,288.779,288.349,289.18399999999997
1071,05/29/17 03:45:00 PM,289.256,288.779,288.349,289.18399999999997
1072,05/29/17 04:00:00 PM,289.279,288.779,288.349,289.18399999999997
1073,05/29/17 04:15:00 PM,289.279,288.779,288.373,289.18399999999997
1074,05/29/17 04:30:00 PM,289.303,288.80199999999996,288.349,289.18399999999997
1075,05/29/17 04:45:00 PM,289.327,288.80199999999996,288.373,289.18399999999997
1076,05/29/17 05:00:00 PM,289.351,288.80199999999996,288.373,289.20799999999997
1077,05/29/17 05:15:00 PM,289.351,288.80199999999996,288.373,289.20799999999997
1078,05/29/17 05:30:00 PM,289.375,288.82599999999996,288.373,289.20799999999997
1079,05/29/17 05:45:00 PM,289.399,288.82599999999996,288.373,289.20799999999997
1080,05/29/17 06:00:00 PM,289.42199999999997,288.82599999999996,288.373,289.20799999999997
1081,05/29/17 06:15:00 PM,289.42199999999997,288.84999999999997,288.373,289.20799999999997
1082,05/29/17 06:30:00 PM,289.44599999999997,288.84999999999997,288.373,289.20799999999997
1083,05/29/17 06:45:00 PM,289.44599999999997,288.84999999999997,288.373,289.23199999999997
1084,05/29/17 07:00:00 PM,289.46999999999997,288.87399999999997,288.397,289.23199999999997
1085,05/29/17 07:15:00 PM,289.49399999999997,288.87399999999997,288.397,289.23199999999997
1086,05/29/17 07:30:00 PM,289.518,288.87399999999997,288.397,289.23199999999997
1087,05/29/17 07:45:00 PM,289.542,288.89799999999997,288.397,289.23199999999997
1088,05/29/17 08:00:00 PM,289.542,288.89799999999997,288.397,289.20799999999997
1089,05/29/17 08:15:00 PM,289.565,288.92199999999997,288.397,289.23199999999997
1090,05/29/17 08:30:00 PM,289.565,288.92199999999997,288.41999999999996,289.23199999999997
