#,Date Heure(GMT+01:00),Tension(V),Températures(°C),Pression différentielle (m)
91,05/19/17 10:30:00,1.29168,285.84499999999997,0.9152261004132651
92,05/19/17 10:45:00,1.29427,285.873,0.9151203188007244
93,05/19/17 11:00:00,1.29225,285.866,0.9152540871165485
94,05/19/17 11:15:00,1.2894299999999999,285.84799999999996,0.9154124050383328
95,05/19/17 11:30:00,1.2873299999999999,285.84,0.9155489738288841
96,05/19/17 11:45:00,1.2863,285.84,0.915629514885401
97,05/19/17 12:00:00,1.28138,285.84499999999997,0.9160315109784346
98,05/19/17 12:15:00,1.28122,285.85999999999996,0.9160958493302075
99,05/19/17 12:30:00,1.28332,285.902,0.9160767553442926
100,05/19/17 12:45:00,1.28752,285.953,0.9159245477091391
101,05/19/17 13:00:00,1.29477,286.03,0.9156236783865886
102,05/19/17 13:15:00,1.30079,286.11499999999995,0.915446630291158
103,05/19/17 13:30:00,1.3069,286.176,0.9151796212361745
104,05/19/17 13:45:00,1.30865,286.22499999999997,0.9152120815596249
105,05/19/17 14:00:00,1.3153700000000002,286.267,0.9148317257473915
106,05/19/17 14:15:00,1.3205200000000001,286.32399999999996,0.9146259635196379
107,05/19/17 14:30:00,1.31792,286.366,0.9149743869760822
108,05/19/17 14:45:00,1.3188,286.405,0.915040325710841
109,05/19/17 15:00:00,1.31922,286.43699999999995,0.9151180482486407
110,05/19/17 15:15:00,1.3188,286.462,0.9152372687656726
111,05/19/17 15:30:00,1.32128,286.506,0.9151953708861925
112,05/19/17 15:45:00,1.32376,286.551,0.9151569281480254
113,05/19/17 16:00:00,1.3257,286.59,0.9151399799702523
114,05/19/17 16:15:00,1.3351600000000001,286.68899999999996,0.9147423123634748
115,05/19/17 16:30:00,1.34283,286.721,0.9142531196976362
116,05/19/17 16:45:00,1.34176,286.78099999999995,0.914544097040943
117,05/19/17 17:00:00,1.3473700000000002,286.78799999999995,0.9141296079553173
118,05/19/17 17:15:00,1.33845,286.801,0.9148720259808611
119,05/19/17 17:30:00,1.3294,286.77299999999997,0.915482948588644
120,05/19/17 17:45:00,1.3282200000000002,286.787,0.915623590903616
121,05/19/17 18:00:00,1.32856,286.801,0.9156453765138249
122,05/19/17 18:15:00,1.32235,286.80699999999996,0.9161516995568186
123,05/19/17 18:30:00,1.32399,286.834,0.9161167482434421
124,05/19/17 18:45:00,1.3244799999999999,286.86199999999997,0.9161751765519556
125,05/19/17 19:00:00,1.32536,286.883,0.9161789227430834
126,05/19/17 19:15:00,1.32326,286.88,0.916332767240199
127,05/19/17 19:30:00,1.32227,286.871,0.9163790842168803
128,05/19/17 19:45:00,1.3189899999999999,286.859,0.9165941027787726
129,05/19/17 20:00:00,1.31044,286.847,0.9172212100473097
130,05/19/17 20:15:00,1.30613,286.832,0.9175064042417805
131,05/19/17 20:30:00,1.30152,286.828,0.9178530635508428
132,05/19/17 20:45:00,1.29641,286.81899999999996,0.9182215447535921
133,05/19/17 21:00:00,1.29271,286.78499999999997,0.9183933921908127
134,05/19/17 21:15:00,1.2873700000000001,286.734,0.9186347423545383
135,05/19/17 21:30:00,1.27756,286.679,0.919211804499256
136,05/19/17 21:45:00,1.27096,286.61899999999997,0.9195205843437985
137,05/19/17 22:00:00,1.2623,286.577,0.920052638845006
138,05/19/17 22:15:00,1.25444,286.486,0.9203528352614829
139,05/19/17 22:30:00,1.24952,286.477,0.9207064593761367
140,05/19/17 22:45:00,1.24231,286.392,0.9209765597601646
141,05/19/17 23:00:00,1.23205,286.318,0.9215231620601642
142,05/19/17 23:15:00,1.22084,286.26099999999997,0.9222027872029589
143,05/19/17 23:30:00,1.21221,286.214,0.9227152201415872
144,05/19/17 23:45:00,1.20649,286.17499999999995,0.9230277461772574
145,05/20/17 00:00:00,1.19936,286.131,0.9234332517390712
146,05/20/17 00:15:00,1.19387,286.09099999999995,0.9237243377373132
147,05/20/17 00:30:00,1.18902,286.042,0.9239342825354186
148,05/20/17 00:45:00,1.18341,285.981,0.9241621939901514
149,05/20/17 01:00:00,1.17906,285.955,0.924412509438201
150,05/20/17 01:15:00,1.17144,285.91999999999996,0.9248874269200762
151,05/20/17 01:30:00,1.16651,285.88,0.9251347236060372
152,05/20/17 01:45:00,1.1619,285.839,0.9253535426865249
153,05/20/17 02:00:00,1.1557600000000001,285.876,0.9259615014461813
154,05/20/17 02:15:00,1.14927,285.90799999999996,0.9265795528194494
155,05/20/17 02:30:00,1.14618,285.883,0.9267347974561795
156,05/20/17 02:45:00,1.14454,285.842,0.9267213767911763
157,05/20/17 03:00:00,1.14042,285.784,0.9268431428210997
158,05/20/17 03:15:00,1.13565,285.726,0.9270157357313494
159,05/20/17 03:30:00,1.13153,285.65299999999996,0.9270856746415802
160,05/20/17 03:45:00,1.1262299999999998,285.578,0.9272409736057777
161,05/20/17 04:00:00,1.12333,285.50199999999995,0.9272051489474578
162,05/20/17 04:15:00,1.11685,285.46599999999995,0.9275874687594481
163,05/20/17 04:30:00,1.11154,285.41999999999996,0.9278437487737227
164,05/20/17 04:45:00,1.1073899999999999,285.375,0.9280127774967281
165,05/20/17 05:00:00,1.10212,285.33099999999996,0.9282728399856084
166,05/20/17 05:15:00,1.09686,285.27099999999996,0.9284768382614783
167,05/20/17 05:30:00,1.0916299999999999,285.21599999999995,0.9286957663878972
168,05/20/17 05:45:00,1.0882399999999999,285.181,0.9288399181716497
169,05/20/17 06:00:00,1.08568,285.13899999999995,0.9288949819497953
170,05/20/17 06:15:00,1.0843399999999999,285.09999999999997,0.9288650130072674
171,05/20/17 06:30:00,1.07969,285.037,0.9290109467868926
172,05/20/17 06:45:00,1.07794,284.97799999999995,0.9289439350503136
173,05/20/17 07:00:00,1.07618,284.928,0.9289088015375554
174,05/20/17 07:15:00,1.0782,284.893,0.9286299172865922
175,05/20/17 07:30:00,1.0791600000000001,284.88399999999996,0.9285237536222949
176,05/20/17 07:45:00,1.08087,284.88,0.9283762192641855
177,05/20/17 08:00:00,1.07988,284.85999999999996,0.9283845296864254
178,05/20/17 08:15:00,1.07866,284.846,0.9284315558526582
179,05/20/17 08:30:00,1.07671,284.816,0.9284803822542518
180,05/20/17 08:45:00,1.0772899999999999,284.798,0.9283728364943298
181,05/20/17 09:00:00,1.08125,284.83099999999996,0.9281772031636656
182,05/20/17 09:15:00,1.08896,284.851,0.9276434209940528
183,05/20/17 09:30:00,1.09396,284.89599999999996,0.9274079263506206
184,05/20/17 09:45:00,1.0922,284.892,0.9275317293382528
185,05/20/17 10:00:00,1.08946,284.866,0.9276561505134943
186,05/20/17 10:15:00,1.0920100000000001,284.86499999999995,0.9274532976109015
187,05/20/17 10:30:00,1.10395,285.01,0.9270206424072701
188,05/20/17 10:45:00,1.11131,285.05899999999997,0.9266144276559048
189,05/20/17 11:00:00,1.11879,285.08599999999996,0.9261228163715971
190,05/20/17 11:15:00,1.12276,285.125,0.9259471319368053
191,05/20/17 11:30:00,1.121,285.154,0.9261849545877607
192,05/20/17 11:45:00,1.13188,285.21,0.9255276787198188
193,05/20/17 12:00:00,1.1357700000000002,285.245,0.9253444293358156
194,05/20/17 12:15:00,1.13619,285.20399999999995,0.9251699265577784
195,05/20/17 12:30:00,1.13409,285.209,0.9253514121853967
196,05/20/17 12:45:00,1.13588,285.23699999999997,0.9253081867332577
197,05/20/17 13:00:00,1.14477,285.318,0.9248928978471355
198,05/20/17 13:15:00,1.15278,285.393,0.9245256898895778
199,05/20/17 13:30:00,1.16564,285.48999999999995,0.9238552483184683
200,05/20/17 13:45:00,1.17464,285.54299999999995,0.9233346140035315
201,05/20/17 14:00:00,1.18563,285.637,0.9228000320334221
202,05/20/17 14:15:00,1.19566,285.726,0.9223232417492303
203,05/20/17 14:30:00,1.1977200000000001,285.748,0.9222381727450787
204,05/20/17 14:45:00,1.20539,285.804,0.9218319034707478
205,05/20/17 15:00:00,1.21145,285.866,0.9215722593171022
206,05/20/17 15:15:00,1.22007,285.953,0.9211988139829924
207,05/20/17 15:30:00,1.23194,286.027,0.9205263174101845
208,05/20/17 15:45:00,1.23827,286.10699999999997,0.9203077530960343
209,05/20/17 16:00:00,1.2491,286.219,0.9198478749016362
210,05/20/17 16:15:00,1.2591700000000001,286.32099999999997,0.9194128736464913
211,05/20/17 16:30:00,1.26349,286.36899999999997,0.9192409171633391
212,05/20/17 16:45:00,1.26719,286.423,0.9191381725523753
213,05/20/17 17:00:00,1.27623,286.50399999999996,0.9187111543861775
214,05/20/17 17:15:00,1.28016,286.544,0.9185420529007184
215,05/20/17 17:30:00,1.28435,286.602,0.9184148132067598
216,05/20/17 17:45:00,1.28542,286.62899999999996,0.9184244331576693
217,05/20/17 18:00:00,1.29126,286.68199999999996,0.9181508956763185
218,05/20/17 18:15:00,1.29557,286.721,0.917948624873356
219,05/20/17 18:30:00,1.29526,286.757,0.9180972504727735
220,05/20/17 18:45:00,1.2966,286.775,0.918054661447732
221,05/20/17 19:00:00,1.2985799999999998,286.828,0.9180829574403185
222,05/20/17 19:15:00,1.29908,286.834,0.9180645906879445
223,05/20/17 19:30:00,1.29385,286.82599999999996,0.9184459104560667
224,05/20/17 19:45:00,1.28882,286.80499999999995,0.9187666743470218
225,05/20/17 20:00:00,1.28588,286.808,0.919006933660436
226,05/20/17 20:15:00,1.28367,286.81,0.9191866553361707
227,05/20/17 20:30:00,1.28172,286.81,0.9193391359771496
228,05/20/17 20:45:00,1.27722,286.80699999999996,0.9196806489554694
229,05/20/17 21:00:00,1.27443,286.796,0.9198608070104287
230,05/20/17 21:15:00,1.2698200000000002,286.775,0.9201487289171729
231,05/20/17 21:30:00,1.26345,286.734,0.9205051715505438
232,05/20/17 21:45:00,1.25799,286.683,0.9207559051383297
233,05/20/17 22:00:00,1.25048,286.65,0.9212291314307754
234,05/20/17 22:15:00,1.2420799999999999,286.60699999999997,0.9217374000385394
235,05/20/17 22:30:00,1.2356,286.565,0.9220989890026527
236,05/20/17 22:45:00,1.22953,286.51399999999995,0.9223974216627445
237,05/20/17 23:00:00,1.2219799999999998,286.467,0.9228254037848308
238,05/20/17 23:15:00,1.21462,286.40999999999997,0.923203977405693
239,05/20/17 23:30:00,1.20779,286.354,0.9235445627116025
240,05/20/17 23:45:00,1.1997,286.29999999999995,0.9239905842527696
241,05/21/17 00:00:00,1.19085,286.241,0.9244787584397544
242,05/21/17 00:15:00,1.18471,286.181,0.9247515684920659
243,05/21/17 00:30:00,1.1764700000000001,286.118,0.925178223041493
244,05/21/17 00:45:00,1.16678,286.053,0.9257113503490223
245,05/21/17 01:00:00,1.15911,285.991,0.926096888775476
246,05/21/17 01:15:00,1.15202,285.928,0.9264336188443258
247,05/21/17 01:30:00,1.1433200000000001,285.864,0.9268927880446708
248,05/21/17 01:45:00,1.13455,285.798,0.9273505206264255
249,05/21/17 02:00:00,1.12684,285.726,0.9277046354477712
250,05/21/17 02:15:00,1.12074,285.66799999999995,0.9279812279746882
251,05/21/17 02:30:00,1.1144,285.60299999999995,0.928252401360536
252,05/21/17 02:45:00,1.10719,285.53799999999995,0.9285916045708205
253,05/21/17 03:00:00,1.10307,285.47299999999996,0.9286891846115539
254,05/21/17 03:15:00,1.0983100000000001,285.416,0.9288644507111117
255,05/21/17 03:30:00,1.0930799999999998,285.35699999999997,0.9290695582722792
256,05/21/17 03:45:00,1.0882,285.29499999999996,0.9292369320893327
257,05/21/17 04:00:00,1.08446,285.245,0.9293566250735682
258,05/21/17 04:15:00,1.0800299999999998,285.181,0.9294819007677702
259,05/21/17 04:30:00,1.0753,285.118,0.9296340901634357
260,05/21/17 04:45:00,1.0713700000000002,285.06199999999995,0.9297479093878892
261,05/21/17 05:00:00,1.06683,285.001,0.9298921519780851
262,05/21/17 05:15:00,1.0611899999999999,284.94199999999995,0.9301293195714584
263,05/21/17 05:30:00,1.05718,284.87699999999995,0.9302182981401368
264,05/21/17 05:45:00,1.05135,284.80699999999996,0.9304323162671644
265,05/21/17 06:00:00,1.05001,284.734,0.9302848725200001
266,05/21/17 06:15:00,1.05024,284.69599999999997,0.9301355922539969
267,05/21/17 06:30:00,1.04768,284.669,0.9302424831518353
268,05/21/17 06:45:00,1.04719,284.644,0.9301944202672604
269,05/21/17 07:00:00,1.04871,284.637,0.9300513775733077
270,05/21/17 07:15:00,1.051,284.637,0.9298723105641583
271,05/21/17 07:30:00,1.0557,284.643,0.9295255239696764
272,05/21/17 07:45:00,1.06287,284.679,0.9290892494693398
273,05/21/17 08:00:00,1.07076,284.707,0.9285690332941392
274,05/21/17 08:15:00,1.07958,284.746,0.9280141021369128
275,05/21/17 08:30:00,1.08522,284.78,0.9276905560107186
276,05/21/17 08:45:00,1.0931899999999999,284.81899999999996,0.9272020907739189
277,05/21/17 09:00:00,1.1008200000000001,284.863,0.9267574876118542
278,05/21/17 09:15:00,1.1086799999999999,284.904,0.9262845341297355
279,05/21/17 09:30:00,1.1159700000000001,284.948,0.9258665173358414
280,05/21/17 09:45:00,1.122,284.99699999999996,0.9255643022011437
281,05/21/17 10:00:00,1.12753,285.039,0.9252769986775072
282,05/21/17 10:15:00,1.1377899999999999,285.097,0.9246751141165022
283,05/21/17 10:30:00,1.13615,285.09499999999997,0.9247964439626997
284,05/21/17 10:45:00,1.1411799999999999,285.133,0.9245344174740628
285,05/21/17 11:00:00,1.1469799999999999,285.17499999999995,0.924226001246291
286,05/21/17 11:15:00,1.14836,285.19,0.9241699189892908
287,05/21/17 11:30:00,1.14591,285.20399999999995,0.9244098692088999
288,05/21/17 11:45:00,1.149,285.23999999999995,0.9242926311266111
289,05/21/17 12:00:00,1.15724,285.298,0.9238487008706201
290,05/21/17 12:15:00,1.1724700000000001,285.402,0.9230171226635109
291,05/21/17 12:30:00,1.17582,285.448,0.92291410524222
292,05/21/17 12:45:00,1.18765,285.534,0.9222861981731862
293,05/21/17 13:00:00,1.1955799999999999,285.602,0.9219010598424789
294,05/21/17 13:15:00,1.2058799999999998,285.676,0.9213513297344591
295,05/21/17 13:30:00,1.2201899999999999,285.792,0.9206331528075656
296,05/21/17 13:45:00,1.2298,285.89,0.9202203007794001
297,05/21/17 14:00:00,1.24594,286.02,0.9194073986139681
298,05/21/17 14:15:00,1.25479,286.11499999999995,0.9190436095142455
299,05/21/17 14:30:00,1.27024,286.25,0.9183019377437239
300,05/21/17 14:45:00,1.27989,286.34499999999997,0.9178755924835998
301,05/21/17 15:00:00,1.28985,286.44599999999997,0.9174457375591972
302,05/21/17 15:15:00,1.29843,286.529,0.9170615994678563
303,05/21/17 15:30:00,1.3053299999999999,286.60699999999997,0.9167915536067941
304,05/21/17 15:45:00,1.31472,286.70599999999996,0.916399359664052
305,05/21/17 16:00:00,1.3286799999999999,286.844,0.9157845641662167
306,05/21/17 16:15:00,1.33669,286.943,0.915500279600167
307,05/21/17 16:30:00,1.3473700000000002,287.05899999999997,0.9150659512510955
308,05/21/17 16:45:00,1.36236,287.19199999999995,0.9143533389901789
309,05/21/17 17:00:00,1.3719,287.32099999999997,0.9140530700067465
310,05/21/17 17:15:00,1.3777,287.414,0.9139208659859293
311,05/21/17 17:30:00,1.3814,287.483,0.9138699484946579
312,05/21/17 17:45:00,1.3876899999999999,287.56199999999995,0.9136510568472147
313,05/21/17 18:00:00,1.3975,287.65099999999995,0.9131914695071331
314,05/21/17 18:15:00,1.39929,287.77,0.9134626619144623
315,05/21/17 18:30:00,1.40455,287.83,0.9132586636385923
316,05/21/17 18:45:00,1.40955,287.905,0.9131268232345455
317,05/21/17 19:00:00,1.4102,287.957,0.9132556637024868
318,05/21/17 19:15:00,1.4107299999999998,287.974,0.9132729576485389
319,05/21/17 19:30:00,1.40955,288.008,0.9134827027897676
320,05/21/17 19:45:00,1.40497,288.01099999999997,0.9138512022320046
321,05/21/17 20:00:00,1.39906,288.006,0.9142960601604068
322,05/21/17 20:15:00,1.3916600000000001,287.981,0.9147883261113
323,05/21/17 20:30:00,1.38411,287.938,0.9152301287986375
324,05/21/17 20:45:00,1.37415,287.88399999999996,0.9158223753647432
325,05/21/17 21:00:00,1.3634700000000002,287.82399999999996,0.9164501916273334
326,05/21/17 21:15:00,1.35306,287.76,0.9170430746205369
327,05/21/17 21:30:00,1.34314,287.688,0.9175700008349916
328,05/21/17 21:45:00,1.3333700000000002,287.61499999999995,0.9180817426280582
329,05/21/17 22:00:00,1.3214299999999999,287.53099999999995,0.9187251614517729
330,05/21/17 22:15:00,1.31273,287.45399999999995,0.919139413815051
331,05/21/17 22:30:00,1.30125,287.35999999999996,0.9197123114334064
332,05/21/17 22:45:00,1.29358,287.30199999999996,0.9201116704251115
333,05/21/17 23:00:00,1.2852299999999999,287.246,0.9205711124357837
334,05/21/17 23:15:00,1.27512,287.183,0.9211439920101495
335,05/21/17 23:30:00,1.2664600000000001,287.099,0.9215309305762177
336,05/21/17 23:45:00,1.25921,287.027,0.9218490756053326
337,05/22/17 00:00:00,1.24952,286.94899999999996,0.9223372860757947
338,05/22/17 00:15:00,1.24025,286.86699999999996,0.9227788339967948
339,05/22/17 00:30:00,1.23205,286.78499999999997,0.9231367130532581
340,05/22/17 00:45:00,1.22385,286.712,0.9235256883815367
341,05/22/17 01:00:00,1.21519,286.644,0.9239679092086106
342,05/22/17 01:15:00,1.2076,286.577,0.9243299163124601
343,05/22/17 01:30:00,1.20001,286.50899999999996,0.9246884682749964
344,05/22/17 01:45:00,1.19303,286.443,0.9250062314478528
345,05/22/17 02:00:00,1.18528,286.39,0.9254291217621623
346,05/22/17 02:15:00,1.17868,286.325,0.9257206259001406
347,05/22/17 02:30:00,1.1728100000000001,286.268,0.9259826886722551
348,05/22/17 02:45:00,1.1661299999999999,286.214,0.9263184549807149
349,05/22/17 03:00:00,1.16114,286.157,0.9265117059763877
350,05/22/17 03:15:00,1.1552200000000001,286.09999999999997,0.9267776785085273
351,05/22/17 03:30:00,1.1495799999999998,286.039,0.9270079358192752
352,05/22/17 03:45:00,1.14542,285.981,0.9271328296572187
353,05/22/17 04:00:00,1.14065,285.929,0.9273261534153453
354,05/22/17 04:15:00,1.136,285.876,0.927506638608099
355,05/22/17 04:30:00,1.13115,285.825,0.9277096731235785
356,05/22/17 04:45:00,1.12951,285.78,0.927682431893324
357,05/22/17 05:00:00,1.1259299999999999,285.729,0.9277861585041662
358,05/22/17 05:15:00,1.12226,285.679,0.9279003778243665
359,05/22/17 05:30:00,1.12001,285.637,0.9279312010903568
360,05/22/17 05:45:00,1.1175700000000002,285.59,0.9279596057378781
361,05/22/17 06:00:00,1.11543,285.55199999999996,0.9279956480970646
362,05/22/17 06:15:00,1.11372,285.508,0.927977335672158
363,05/22/17 06:30:00,1.1125399999999999,285.46999999999997,0.9279383106388627
364,05/22/17 06:45:00,1.11219,285.44199999999995,0.9278689350022787
365,05/22/17 07:00:00,1.1123399999999999,285.41999999999996,0.9277811926133211
366,05/22/17 07:15:00,1.1143299999999998,285.419,0.9276221290230096
367,05/22/17 07:30:00,1.11894,285.43899999999996,0.9273307519749525
368,05/22/17 07:45:00,1.12497,285.476,0.9269870751445011
369,05/22/17 08:00:00,1.13252,285.50399999999996,0.9264934453374709
370,05/22/17 08:15:00,1.13939,285.549,0.9261117256691004
371,05/22/17 08:30:00,1.14477,285.56899999999996,0.9257601383166569
372,05/22/17 08:45:00,1.15309,285.614,0.9252650356075587
373,05/22/17 09:00:00,1.16087,285.661,0.9248190685893573
374,05/22/17 09:15:00,1.16819,285.695,0.9243641545263196
375,05/22/17 09:30:00,1.1735,285.74699999999996,0.9241286053599218
376,05/22/17 09:45:00,1.18093,285.79699999999997,0.9237203720858346
377,05/22/17 10:00:00,1.18772,285.846,0.9233587285987557
378,05/22/17 10:15:00,1.19593,285.89799999999997,0.9228964133509022
379,05/22/17 10:30:00,1.1994,285.935,0.9227529162337356
380,05/22/17 10:45:00,1.20649,285.991,0.9223920001756959
381,05/22/17 11:00:00,1.21271,286.039,0.9220714728115902
382,05/22/17 11:15:00,1.22004,286.09499999999997,0.9216917899054299
383,05/22/17 11:30:00,1.22675,286.143,0.9213329468930783
384,05/22/17 11:45:00,1.23453,286.19399999999996,0.9209008004401279
385,05/22/17 12:00:00,1.24186,286.26399999999995,0.9205694895123475
386,05/22/17 12:15:00,1.2488,286.334,0.9202686747127629
387,05/22/17 12:30:00,1.25742,286.407,0.9198468574002734
388,05/22/17 12:45:00,1.2664600000000001,286.495,0.9194440252232656
389,05/22/17 13:00:00,1.27691,286.575,0.9189032966830475
390,05/22/17 13:15:00,1.28443,286.64599999999996,0.9185605838084843
391,05/22/17 13:30:00,1.2889700000000002,286.707,0.9184163412182887
392,05/22/17 13:45:00,1.29473,286.76599999999996,0.918169790200855
393,05/22/17 14:00:00,1.30198,286.85499999999996,0.9179103825740585
394,05/22/17 14:15:00,1.31205,286.96299999999997,0.9174961121667906
395,05/22/17 14:30:00,1.32128,287.08099999999996,0.9171820771410725
396,05/22/17 14:45:00,1.33455,287.243,0.9167041597230916
397,05/22/17 15:00:00,1.34565,287.36899999999997,0.9162715408029374
398,05/22/17 15:15:00,1.35664,287.505,0.9158820747679672
399,05/22/17 15:30:00,1.3685399999999999,287.642,0.915424906241853
400,05/22/17 15:45:00,1.37907,287.77,0.9150437688686108
401,05/22/17 16:00:00,1.38743,287.861,0.9147044748518828
402,05/22/17 16:15:00,1.3957,287.97499999999997,0.9144516866533953
403,05/22/17 16:30:00,1.4016600000000001,288.04499999999996,0.9142275031503023
