"Date Heure, GMT+01:00",Flux d'énergie total (W/m2) pour la profondeur 2.1000 m,Flux d'énergie total (W/m2) pour la profondeur 2.1163 m,Flux d'énergie total (W/m2) pour la profondeur 2.1327 m,Flux d'énergie total (W/m2) pour la profondeur 2.1490 m,Flux d'énergie total (W/m2) pour la profondeur 2.1653 m,Flux d'énergie total (W/m2) pour la profondeur 2.1816 m,Flux d'énergie total (W/m2) pour la profondeur 2.1980 m,Flux d'énergie total (W/m2) pour la profondeur 2.2143 m,Flux d'énergie total (W/m2) pour la profondeur 2.2306 m,Flux d'énergie total (W/m2) pour la profondeur 2.2469 m,Flux d'énergie total (W/m2) pour la profondeur 2.2633 m,Flux d'énergie total (W/m2) pour la profondeur 2.2796 m,Flux d'énergie total (W/m2) pour la profondeur 2.2959 m,Flux d'énergie total (W/m2) pour la profondeur 2.3122 m,Flux d'énergie total (W/m2) pour la profondeur 2.3286 m,Flux d'énergie total (W/m2) pour la profondeur 2.3449 m,Flux d'énergie total (W/m2) pour la profondeur 2.3612 m,Flux d'énergie total (W/m2) pour la profondeur 2.3776 m,Flux d'énergie total (W/m2) pour la profondeur 2.3939 m,Flux d'énergie total (W/m2) pour la profondeur 2.4102 m,Flux d'énergie total (W/m2) pour la profondeur 2.4265 m,Flux d'énergie total (W/m2) pour la profondeur 2.4429 m,Flux d'énergie total (W/m2) pour la profondeur 2.4592 m,Flux d'énergie total (W/m2) pour la profondeur 2.4755 m,Flux d'énergie total (W/m2) pour la profondeur 2.4918 m,Flux d'énergie total (W/m2) pour la profondeur 2.5082 m,Flux d'énergie total (W/m2) pour la profondeur 2.5245 m,Flux d'énergie total (W/m2) pour la profondeur 2.5408 m,Flux d'énergie total (W/m2) pour la profondeur 2.5571 m,Flux d'énergie total (W/m2) pour la profondeur 2.5735 m,Flux d'énergie total (W/m2) pour la profondeur 2.5898 m,Flux d'énergie total (W/m2) pour la profondeur 2.6061 m,Flux d'énergie total (W/m2) pour la profondeur 2.6224 m,Flux d'énergie total (W/m2) pour la profondeur 2.6388 m,Flux d'énergie total (W/m2) pour la profondeur 2.6551 m,Flux d'énergie total (W/m2) pour la profondeur 2.6714 m,Flux d'énergie total (W/m2) pour la profondeur 2.6878 m,Flux d'énergie total (W/m2) pour la profondeur 2.7041 m,Flux d'énergie total (W/m2) pour la profondeur 2.7204 m,Flux d'énergie total (W/m2) pour la profondeur 2.7367 m,Flux d'énergie total (W/m2) pour la profondeur 2.7531 m,Flux d'énergie total (W/m2) pour la profondeur 2.7694 m,Flux d'énergie total (W/m2) pour la profondeur 2.7857 m,Flux d'énergie total (W/m2) pour la profondeur 2.8020 m,Flux d'énergie total (W/m2) pour la profondeur 2.8184 m,Flux d'énergie total (W/m2) pour la profondeur 2.8347 m,Flux d'énergie total (W/m2) pour la profondeur 2.8510 m,Flux d'énergie total (W/m2) pour la profondeur 2.8673 m,Flux d'énergie total (W/m2) pour la profondeur 2.8837 m,Flux d'énergie total (W/m2) pour la profondeur 2.9000 m
14/04/21 10:46:36,-1230197527.639721,-1230341335.9282951,-1230485144.2168694,-1230628952.5054436,-1230772760.7940178,-1230916569.0807042,-1231060505.085343,-1231204313.375805,-1231348121.6643791,-1231491929.9529533,-1231635738.2415276,-1231779546.5301018,-1231923354.8167882,-1232067290.8214269,-1232211099.111889,-1232354907.400463,-1232498715.6890373,-1232642523.9776115,-1232786332.264298,-1232930268.2689366,-1233074076.5593987,-1233217884.8479729,-1233361693.136547,-1233505501.4251213,-1233649309.7136955,-1233793118.000382,-1233937054.0050206,-1234080862.2954826,-1234224670.5840569,-1234368478.872631,-1234512287.1612053,-1234656095.4497795,-1234799903.736466,-1234943839.7411046,-1235087648.0315666,-1235231456.3201408,-1235375264.608715,-1235519072.8972893,-1235662881.1858635,-1235806689.47255,-1235950625.4771886,-1236094433.7676506,-1236238242.0562248,-1236382050.344799,-1236525858.6333733,-1236669666.9200597,-1236813602.9246984,-1236957411.2151604,-1237101219.5037346,-1237245027.7923088
14/04/21 11:01:36,-1230109472.6390839,-1236557284.909981,-1229847592.5567193,-1236375800.5032074,-1229577345.6852493,-1236172604.0879815,-1229317698.6845877,-1235985755.4403813,-1229061117.0771224,-1235801205.6177588,-1228811943.0353744,-1235616655.9820206,-1228557532.517945,-1235440024.5591695,-1228310274.1473181,-1235268118.7420788,-1228062632.7474241,-1235092892.139305,-1227825974.6855574,-1234930820.474279,-1227587911.9376411,-1234769004.1073534,-1227357512.129052,-1234609103.602209,-1227126601.4127872,-1234454056.2225664,-1226900927.1061337,-1234300413.7630503,-1226677551.6036928,-1234153923.3597262,-1226459412.5051997,-1234011519.893117,-1226244977.2273197,-1233869499.6030169,-1226032329.8365388,-1233737185.724377,-1225822109.1378171,-1233608703.2785895,-1225617635.6601083,-1233484180.0515652,-1225417504.5531313,-1233361955.7495677,-1225219289.1361527,-1233245478.6515934,-1225024266.6377747,-1233133599.3206131,-1224833203.343058,-1233025934.6310859,-1224645332.9575036,-1232921726.3102264
14/04/21 11:16:36,-1229908797.0089912,-1228855362.2423646,-1230012086.8363276,-1228945274.255466,-1230121922.6574202,-1229034803.1317,-1230237505.7221785,-1229122544.2152216,-1230343126.6658528,-1229226632.902137,-1230442362.2952244,-1229313990.6732335,-1230542747.078467,-1229404285.9043736,-1230644920.0867105,-1229483980.704052,-1230748753.101756,-1229573509.731304,-1230848116.301838,-1229656142.134493,-1230940071.8399282,-1229740690.169161,-1231032027.5233731,-1229817319.781405,-1231125771.0882535,-1229895737.484621,-1231216832.6837387,-1229971345.4344196,-1231305212.270186,-1230042227.850191,-1231393591.7565837,-1230115153.7739623,-1231478522.986638,-1230184886.75648,-1231562687.912755,-1230251937.7488372,-1231642893.6522,-1230315540.3734753,-1231721439.0393896,-1230378632.1281924,-1231798707.26971,-1230440957.5902982,-1231874442.9204712,-1230501622.7567801,-1231947751.9848847,-1230559350.451892,-1232018762.1393733,-1230615545.5447917,-1232088111.9831362,-1230670378.6726608
14/04/21 11:31:36,-1229477709.3556519,-1229978243.821614,-1229449755.1848583,-1229920644.1974583,-1229400073.2601297,-1229888459.5151386,-1229366228.4030004,-1229863044.1013722,-1229326764.2938774,-1229827155.7230291,-1229298411.231295,-1229797781.1943245,-1229258819.2060094,-1229771471.6812716,-1229219482.6959121,-1229742607.8809087,-1229178102.787303,-1229707230.4196796,-1229144257.935837,-1229678238.878712,-1229110030.0796442,-1229645926.71063,-1229076057.497012,-1229621022.1535704,-1229036976.424707,-1229593180.0099897,-1229000705.1341355,-1229560484.6200933,-1228969670.053077,-1229533025.6643481,-1228938762.822111,-1229501735.2927396,-1228903513.0939357,-1229476830.6620588,-1228868135.7648473,-1229450521.0980377,-1228836462.152547,-1229426127.3259516,-1228805043.9874773,-1229402627.6021836,-1228771454.6511998,-1229379894.108732,-1228740164.2456124,-1229355117.1752386,-1228710023.2468507,-1229330851.1097784,-1228680776.2511015,-1229307734.5021124,-1228651529.2647908,-1229285109.596447
14/04/21 11:46:36,-1229523742.4377594,-1228153563.734856,-1229541326.5629368,-1228166335.2620168,-1229564315.192145,-1228196859.3221369,-1229592668.4774787,-1228205799.5221574,-1229615912.7238126,-1228219976.0864837,-1229633665.2907505,-1228231853.597418,-1229657037.3909526,-1228239644.2377076,-1229683091.3756027,-1228253693.0501027,-1229706080.2974076,-1228265698.314856,-1229732134.416086,-1228274893.9092512,-1229755634.160619,-1228284855.8000329,-1229776579.6216176,-1228293029.592291,-1229799951.6406474,-1228302608.2952375,-1229823451.3908436,-1228312570.187907,-1229844269.1640935,-1228318828.2335353,-1229867896.6077015,-1228327002.0597725,-1229891651.8711987,-1228330067.2453194,-1229915407.004443,-1228336836.2307143,-1229936863.3070464,-1228343349.7518892,-1229958191.9105752,-1228348458.3925796,-1229979648.2037401,-1228353950.2229934,-1229998422.484092,-1228358164.8399062,-1230018090.7655685,-1228361868.6057754,-1230037759.041382,-1228365444.6593554,-1230057171.888842,-1228368687.7630272
14/04/21 12:01:36,-1229234969.435238,-1228100944.8880837,-1229240938.92867,-1228076551.195282,-1229241832.6806157,-1228069782.3231504,-1229237362.57683,-1228065823.0477557,-1229238128.958164,-1228056116.702366,-1229233786.474169,-1228055733.5560606,-1229229316.3968115,-1228056372.0986283,-1229227400.8446167,-1228044239.0649543,-1229225995.9811218,-1228031211.9508712,-1229229699.6960225,-1228021633.3234339,-1229228167.1579928,-1228008350.7734466,-1229231998.6833441,-1227992130.8294854,-1229236085.567203,-1227977954.387861,-1229237362.6844301,-1227966715.3723016,-1229238767.5517004,-1227956114.9370642,-1229240300.1463616,-1227945386.8065274,-1229240555.5671642,-1227935424.9742649,-1229239406.1131454,-1227926101.6826825,-1229239533.902831,-1227911797.4419339,-1229242471.3062432,-1227901963.333287,-1229243493.0838397,-1227888808.5446692,-1229246813.6788628,-1227877186.396018,-1229249240.2821996,-1227865691.9577682,-1229251156.0269418,-1227853942.0779507,-1229253199.4971871,-1227841339.955288
14/04/21 12:16:36,-1229398213.021946,-1227504510.7915788,-1229409268.1334152,-1227518559.6360652,-1229415143.4820154,-1227504893.7830913,-1229436855.1091478,-1227498252.6987574,-1229448349.4473486,-1227498891.2847428,-1229459460.8563316,-1227491994.5342026,-1229476191.7438345,-1227479478.4731495,-1229485259.650481,-1227462492.1572928,-1229499691.4109712,-1227455978.677648,-1229511441.287013,-1227449592.8328955,-1229526001.0278485,-1227435799.5734434,-1229535451.8316214,-1227434522.4146867,-1229544775.1326423,-1227431329.4715455,-1229556908.324885,-1227416897.5147324,-1229571851.0572329,-1227405658.5010605,-1229586793.8254476,-1227395185.819642,-1229599309.9978762,-1227384840.793881,-1229613486.503683,-1227372963.1998868,-1229627662.9113286,-1227366194.286225,-1229639285.1203868,-1227356232.412433,-1229652312.1287575,-1227348314.0277631,-1229664572.8652818,-1227340778.7856236,-1229676450.5045812,-1227330178.331509,-1229689732.9337544,-1227322387.6572406,-1229702632.2638152,-1227314156.912033
14/04/21 12:31:36,-1229423378.5006256,-1227346526.0500538,-1229432385.2337763,-1227327240.9998302,-1229436344.1750443,-1227325325.1814668,-1229445539.7411237,-1227322770.784669,-1229459844.044167,-1227313192.1515684,-1229469294.9404383,-1227309871.6131768,-1229473381.7997568,-1227310254.6839738,-1229482705.1630723,-1227304507.5384698,-1229486792.0412683,-1227301186.8773766,-1229493816.4418027,-1227296716.7396119,-1229505949.4886906,-1227290841.7987592,-1229518210.4253135,-1227271812.0239837,-1229535962.899753,-1227256741.603887,-1229548606.7448287,-1227244736.3296952,-1229558824.0431988,-1227231837.0071855,-1229569041.2773867,-1227222386.0354054,-1229578109.0707698,-1227216127.9482472,-1229587176.945325,-1227207570.9511638,-1229597649.717354,-1227195310.171222,-1229610676.8031213,-1227179856.5406373,-1229622809.778276,-1227167851.2570066,-1229633154.8229141,-1227152908.447262,-1229645543.2094326,-1227142818.9083738,-1229655888.2502956,-1227130047.284939,-1229667382.6960964,-1227117351.2326431
14/04/21 12:46:36,-1229728887.4686203,-1227241287.9657514,-1229741074.5972295,-1227246652.1952517,-1229742863.039318,-1227223790.7856371,-1229760487.6863177,-1227212424.208806,-1229767767.458574,-1227203994.869268,-1229780411.6094604,-1227177940.7109475,-1229798547.1830125,-1227159166.4853396,-1229814256.2457263,-1227141286.272183,-1229827538.6956644,-1227124810.8979807,-1229840948.916411,-1227106036.6346183,-1229854486.7437341,-1227092371.0534763,-1229865470.3460422,-1227077300.5540953,-1229876709.3144088,-1227065295.2062824,-1229890502.6965628,-1227050096.9927247,-1229904423.6852932,-1227039113.4074063,-1229918600.2515073,-1227022510.302038,-1229933926.1867926,-1227005396.364503,-1229948230.3407059,-1226991347.5936377,-1229962789.9456255,-1226979086.8665519,-1229976327.8352435,-1226967720.1405911,-1229989610.3550274,-1226953032.7629755,-1230004936.254446,-1226940261.1716318,-1230019240.4800928,-1226925701.5195193,-1230034949.5635715,-1226910631.0314646,-1230050147.7752414,-1226895654.0139313
14/04/21 13:01:36,-1226974995.391755,-1227136050.124965,-1226973978.8110552,-1227109868.25058,-1226978448.4221456,-1227114210.676056,-1226977554.3096452,-1227125321.975551,-1226976532.828421,-1227119702.5442238,-1226970402.2817693,-1227125960.5558732,-1226969380.692945,-1227122767.6523743,-1226968486.5445778,-1227128770.3885756,-1226962100.8149765,-1227129792.0000525,-1226963633.3133638,-1227137199.6072996,-1226960057.3560574,-1227138349.014125,-1226959035.6143277,-1227140392.4711564,-1226958013.966984,-1227136944.097774,-1226959674.2361798,-1227136177.8429172,-1226958524.844456,-1227131835.494838,-1226957502.9989016,-1227135411.584285,-1226953799.2481341,-1227137965.9036863,-1226950223.2115436,-1227139626.1955347,-1226947796.653512,-1227138093.5631192,-1226948052.085641,-1227136560.9986615,-1226946391.7220592,-1227138732.1906345,-1226943454.2714539,-1227139626.1653311,-1226943071.127036,-1227140264.7569797,-1226941921.6635787,-1227142180.5017219,-1226940516.8114102,-1227142429.9441109
