Depth (m)
2.1
2.116326530612245
2.13265306122449
2.148979591836735
2.1653061224489796
2.1816326530612247
2.1979591836734693
2.2142857142857144
2.230612244897959
2.246938775510204
2.2632653061224492
2.279591836734694
2.295918367346939
2.3122448979591836
2.3285714285714287
2.3448979591836734
2.3612244897959185
2.377551020408163
2.3938775510204082
2.410204081632653
2.426530612244898
2.442857142857143
2.4591836734693877
2.475510204081633
2.4918367346938775
2.5081632653061225
2.524489795918367
2.5408163265306123
2.557142857142857
2.573469387755102
2.589795918367347
2.6061224489795918
2.622448979591837
2.6387755102040815
2.6551020408163266
2.6714285714285717
2.6877551020408164
2.704081632653061
2.720408163265306
2.736734693877551
2.753061224489796
2.769387755102041
2.7857142857142856
2.8020408163265307
2.8183673469387758
2.8346938775510204
2.851020408163265
2.86734693877551
2.8836734693877553
2.9
