"Date Heure, GMT+01:00",Flux advectif (W/m2) pour la profondeur 2.1000 m,Flux advectif (W/m2) pour la profondeur 2.1163 m,Flux advectif (W/m2) pour la profondeur 2.1327 m,Flux advectif (W/m2) pour la profondeur 2.1490 m,Flux advectif (W/m2) pour la profondeur 2.1653 m,Flux advectif (W/m2) pour la profondeur 2.1816 m,Flux advectif (W/m2) pour la profondeur 2.1980 m,Flux advectif (W/m2) pour la profondeur 2.2143 m,Flux advectif (W/m2) pour la profondeur 2.2306 m,Flux advectif (W/m2) pour la profondeur 2.2469 m,Flux advectif (W/m2) pour la profondeur 2.2633 m,Flux advectif (W/m2) pour la profondeur 2.2796 m,Flux advectif (W/m2) pour la profondeur 2.2959 m,Flux advectif (W/m2) pour la profondeur 2.3122 m,Flux advectif (W/m2) pour la profondeur 2.3286 m,Flux advectif (W/m2) pour la profondeur 2.3449 m,Flux advectif (W/m2) pour la profondeur 2.3612 m,Flux advectif (W/m2) pour la profondeur 2.3776 m,Flux advectif (W/m2) pour la profondeur 2.3939 m,Flux advectif (W/m2) pour la profondeur 2.4102 m,Flux advectif (W/m2) pour la profondeur 2.4265 m,Flux advectif (W/m2) pour la profondeur 2.4429 m,Flux advectif (W/m2) pour la profondeur 2.4592 m,Flux advectif (W/m2) pour la profondeur 2.4755 m,Flux advectif (W/m2) pour la profondeur 2.4918 m,Flux advectif (W/m2) pour la profondeur 2.5082 m,Flux advectif (W/m2) pour la profondeur 2.5245 m,Flux advectif (W/m2) pour la profondeur 2.5408 m,Flux advectif (W/m2) pour la profondeur 2.5571 m,Flux advectif (W/m2) pour la profondeur 2.5735 m,Flux advectif (W/m2) pour la profondeur 2.5898 m,Flux advectif (W/m2) pour la profondeur 2.6061 m,Flux advectif (W/m2) pour la profondeur 2.6224 m,Flux advectif (W/m2) pour la profondeur 2.6388 m,Flux advectif (W/m2) pour la profondeur 2.6551 m,Flux advectif (W/m2) pour la profondeur 2.6714 m,Flux advectif (W/m2) pour la profondeur 2.6878 m,Flux advectif (W/m2) pour la profondeur 2.7041 m,Flux advectif (W/m2) pour la profondeur 2.7204 m,Flux advectif (W/m2) pour la profondeur 2.7367 m,Flux advectif (W/m2) pour la profondeur 2.7531 m,Flux advectif (W/m2) pour la profondeur 2.7694 m,Flux advectif (W/m2) pour la profondeur 2.7857 m,Flux advectif (W/m2) pour la profondeur 2.8020 m,Flux advectif (W/m2) pour la profondeur 2.8184 m,Flux advectif (W/m2) pour la profondeur 2.8347 m,Flux advectif (W/m2) pour la profondeur 2.8510 m,Flux advectif (W/m2) pour la profondeur 2.8673 m,Flux advectif (W/m2) pour la profondeur 2.8837 m,Flux advectif (W/m2) pour la profondeur 2.9000 m
14/04/21 10:46:36,-1230197531.8908691,-1230341340.1794434,-1230485148.4680176,-1230628956.7565918,-1230772765.045166,-1230916573.3337402,-1231060509.338379,-1231204317.6269531,-1231348125.9155273,-1231491934.2041016,-1231635742.4926758,-1231779550.78125,-1231923359.0698242,-1232067295.074463,-1232211103.363037,-1232354911.6516113,-1232498719.9401855,-1232642528.2287598,-1232786336.517334,-1232930272.5219727,-1233074080.8105469,-1233217889.099121,-1233361697.3876953,-1233505505.6762695,-1233649313.9648438,-1233793122.253418,-1233937058.2580566,-1234080866.5466309,-1234224674.835205,-1234368483.1237793,-1234512291.4123535,-1234656099.7009277,-1234799907.989502,-1234943843.9941406,-1235087652.2827148,-1235231460.571289,-1235375268.8598633,-1235519077.1484375,-1235662885.4370117,-1235806693.725586,-1235950629.7302246,-1236094438.0187988,-1236238246.307373,-1236382054.5959473,-1236525862.8845215,-1236669671.1730957,-1236813607.1777344,-1236957415.4663086,-1237101223.7548828,-1237245032.043457
14/04/21 11:01:36,-1230109663.2385254,-1230277226.715088,-1230438404.3884277,-1230594984.2834473,-1230748115.8447266,-1230898820.8007812,-1231047610.0158691,-1231195122.0703125,-1231341740.1123047,-1231487591.8579102,-1231632932.7392578,-1231777762.7563477,-1231922465.057373,-1232066784.210205,-1232210975.6469727,-1232355039.3676758,-1232499103.088379,-1232643039.0930176,-1232786847.3815918,-1232930655.670166,-1233074336.2426758,-1233218016.8151855,-1233361569.6716309,-1233505122.5280762,-1233648419.9523926,-1233791589.6606445,-1233934376.2207031,-1234076779.6325684,-1234218927.6123047,-1234360564.7277832,-1234501180.114746,-1234640646.057129,-1234778707.1228027,-1234914597.0153809,-1235047549.4384766,-1235176414.9475098,-1235299788.6657715,-1235415754.852295,-1235521759.185791,-1235613842.4682617,-1235687151.4892578,-1235734789.5812988,-1235747433.4716797,-1235712183.8378906,-1235611799.0112305,-1235422396.0876465,-1235111535.1867676,-1234635154.2663574,-1233932715.9118652,-1232921970.9777832
14/04/21 11:16:36,-1229908765.8691406,-1230115921.3256836,-1230310049.7436523,-1230493450.012207,-1230668293.3044434,-1230836239.9291992,-1230998950.1953125,-1231157318.1152344,-1231312365.4174805,-1231464986.114502,-1231615435.6384277,-1231764480.2856445,-1231912120.0561523,-1232058865.814209,-1232204845.275879,-1232350186.1572266,-1232495016.1743164,-1232639335.3271484,-1232783526.763916,-1232927079.6203613,-1233070249.3286133,-1233213035.8886719,-1233355311.5844727,-1233496948.6999512,-1233637819.519043,-1233777668.6096191,-1233915985.1074219,-1234052641.2963867,-1234187126.3122559,-1234318673.8586426,-1234446389.9230957,-1234569252.7770996,-1234685602.1118164,-1234793905.3344727,-1234891608.1237793,-1234975773.010254,-1235042823.9440918,-1235087779.9987793,-1235105149.383545,-1235087779.9987793,-1235027242.5842285,-1234913575.2868652,-1234734900.5126953,-1234478191.2231445,-1234129270.9350586,-1233674218.597412,-1233101156.616211,-1232403188.3239746,-1231584911.4990234,-1230670336.7614746
14/04/21 11:31:36,-1229477724.1516113,-1229766873.3215332,-1230027669.5251465,-1230265476.8371582,-1230484637.6037598,-1230688600.1586914,-1230880301.9714355,-1231062552.7954102,-1231236757.5073242,-1231404576.4160156,-1231567286.682129,-1231725782.3181152,-1231881085.0524902,-1232033705.7495117,-1232184027.557373,-1232332689.0563965,-1232479690.246582,-1232625414.276123,-1232769733.428955,-1232912775.4211426,-1233054412.536621,-1233194517.0593262,-1233333216.7053223,-1233469872.894287,-1233604230.1940918,-1233735650.024414,-1233863366.0888672,-1233986612.0910645,-1234104238.5864258,-1234214968.4143066,-1234317268.9819336,-1234408841.4001465,-1234487642.211914,-1234550478.515625,-1234594157.409668,-1234614591.9799805,-1234607056.7321777,-1234566698.4558105,-1234487386.7797852,-1234362735.900879,-1234185849.1516113,-1233949957.5805664,-1233648036.8041992,-1233273701.019287,-1232821713.8671875,-1232287988.433838,-1231669714.9658203,-1230965744.0185547,-1230173521.270752,-1229285128.326416
14/04/21 11:46:36,-1229523701.9348145,-1229727792.2058105,-1229940056.3049316,-1230153597.5646973,-1230364073.638916,-1230569313.3544922,-1230768039.5507812,-1230959869.0795898,-1231144929.6569824,-1231323859.8632812,-1231496915.1306152,-1231664861.755371,-1231828338.317871,-1231987727.9663086,-1232143541.5649414,-1232296034.5458984,-1232445590.057373,-1232592463.5314941,-1232736654.9682617,-1232878036.6516113,-1233016608.581543,-1233151987.6098633,-1233283790.588379,-1233411378.9367676,-1233534369.506836,-1233651740.5700684,-1233762342.6818848,-1233865154.1137695,-1233958386.8408203,-1234040380.5541992,-1234108964.0808105,-1234161710.8154297,-1234195811.0046387,-1234208327.178955,-1234195683.2885742,-1234154175.567627,-1234079844.8181152,-1233968093.2617188,-1233814706.2683105,-1233615086.0595703,-1233365273.4375,-1233060926.0559082,-1232698340.1489258,-1232274322.8149414,-1231786319.732666,-1231232415.1611328,-1230611842.803955,-1229925113.5253906,-1229174909.362793,-1228368637.8479004
14/04/21 12:01:36,-1229234935.913086,-1229515272.6745605,-1229771215.6677246,-1230010044.708252,-1230236229.8583984,-1230452070.0073242,-1230659225.4638672,-1230858845.6726074,-1231051441.4978027,-1231237268.371582,-1231417348.022461,-1231591808.166504,-1231761031.9519043,-1231925402.5268555,-1232084792.175293,-1232239839.477539,-1232390544.4335938,-1232537162.475586,-1232679438.1713867,-1232817116.0888672,-1232950068.511963,-1233077784.576416,-1233199753.4179688,-1233315208.7402344,-1233423128.8146973,-1233522619.6289062,-1233612276.3061523,-1233690566.253662,-1233755956.878662,-1233806532.4401855,-1233839866.3330078,-1233853915.1000977,-1233845868.988037,-1233813173.675537,-1233752508.5449219,-1233661191.558838,-1233536029.8156738,-1233373830.4138184,-1233171655.883789,-1232926441.040039,-1232635759.2773438,-1232297439.4226074,-1231909821.1669922,-1231471627.3498535,-1230982730.255127,-1230443768.4631348,-1229856657.7148438,-1229224463.1958008,-1228551271.8200684,-1227841298.2177734
14/04/21 12:16:36,-1229398157.043457,-1229577214.9658203,-1229772492.8283691,-1229975178.2226562,-1230179907.0739746,-1230383358.7646484,-1230583745.2697754,-1230779917.1447754,-1230971363.5253906,-1231157956.6955566,-1231339313.50708,-1231515178.527832,-1231685807.1899414,-1231851199.4934082,-1232011355.4382324,-1232166147.3083496,-1232315447.3876953,-1232459255.6762695,-1232597061.3098145,-1232728608.8562012,-1232853642.8833008,-1232971397.0947266,-1233081105.1940918,-1233182000.8850098,-1233273062.4389648,-1233353012.6953125,-1233420574.4934082,-1233474342.956543,-1233512530.0598145,-1233533220.0622559,-1233534624.9389648,-1233514573.5168457,-1233470894.6228027,-1233401289.3676758,-1233303586.5783691,-1233175231.9335938,-1233014054.260254,-1232817882.385254,-1232584672.8515625,-1232312765.3503418,-1232000499.572754,-1231646726.0742188,-1231250806.274414,-1230812357.0251465,-1230331378.326416,-1229808381.0424805,-1229244386.9018555,-1228639906.7687988,-1227996090.0878906,-1227314086.303711
14/04/21 12:31:36,-1229423317.1081543,-1229614124.9084473,-1229801612.0910645,-1229988588.4094238,-1230176075.592041,-1230363307.3425293,-1230549900.5126953,-1230734961.090088,-1230917595.0622559,-1231097163.848877,-1231272901.1535645,-1231444296.1120605,-1231611221.0083008,-1231772909.5458984,-1231929106.2927246,-1232079555.8166504,-1232223874.9694824,-1232361808.3190918,-1232492589.5690918,-1232615580.1391602,-1232730396.8811035,-1232836273.4985352,-1232932443.6950684,-1233018013.458252,-1233091577.911377,-1233152370.7580566,-1233198731.6894531,-1233229511.2609863,-1233242921.447754,-1233237685.0891113,-1233212014.1601562,-1233164120.6359863,-1233092216.4916992,-1232994385.9863281,-1232869096.5270996,-1232714560.0891113,-1232529116.3635254,-1232311488.1896973,-1232060398.4069824,-1231774953.0029297,-1231454257.965088,-1231098185.5773926,-1230706608.1237793,-1230280291.9006348,-1229820386.352539,-1229328807.220459,-1228807981.1096191,-1228261994.934082,-1227696085.0524902,-1227117275.8483887
14/04/21 12:46:36,-1229728813.9343262,-1229831625.366211,-1229956914.8254395,-1230097530.2124023,-1230248362.8845215,-1230406219.9401855,-1230568547.0581055,-1230733300.78125,-1230898948.5168457,-1231064085.3881836,-1231227306.5185547,-1231387973.3276367,-1231545064.086914,-1231697812.5,-1231845579.9865723,-1231987727.9663086,-1232123234.7106934,-1232251717.0715332,-1232372664.1845703,-1232484926.6052246,-1232587993.4692383,-1232680843.0480957,-1232762581.3293457,-1232832442.0166016,-1232889275.6652832,-1232931805.114746,-1232958880.9204102,-1232969225.9216309,-1232961562.9577637,-1232934487.1520996,-1232886721.3439941,-1232816605.2246094,-1232723117.0654297,-1232604724.2736816,-1232460149.6887207,-1232288116.1499023,-1232087857.3608398,-1231858479.309082,-1231599215.6982422,-1231309811.0961914,-1230990010.0708008,-1230640195.7702637,-1230261006.7749023,-1229853209.3811035,-1229418336.1816406,-1228957792.0532227,-1228473620.4528809,-1227967481.6894531,-1227441163.7878418,-1226895560.760498
14/04/21 13:01:36,-1226975000.152588,-1227858029.0222168,-1228539266.5100098,-1229076057.1289062,-1229509014.5874023,-1229866747.2839355,-1230170072.9370117,-1230433423.461914,-1230667271.5759277,-1230878769.378662,-1231072897.7966309,-1231253105.1635742,-1231421690.3686523,-1231580058.2885742,-1231728847.503662,-1231868568.8781738,-1231999477.8442383,-1232121318.9697266,-1232233709.1064453,-1232336265.1062012,-1232427965.2404785,-1232508426.361084,-1232576754.4555664,-1232631927.7954102,-1232673307.800293,-1232699617.3095703,-1232709962.310791,-1232703065.6433105,-1232678033.2946777,-1232633588.104248,-1232568580.6274414,-1232482372.2839355,-1232373558.1970215,-1232241372.0703125,-1232084919.8913574,-1231903690.7958984,-1231697173.9196777,-1231464858.3984375,-1231207127.380371,-1230924108.581543,-1230616440.5822754,-1230285400.543213,-1229932393.3410645,-1229559590.1489258,-1229169673.0041504,-1228766601.1047363,-1228354844.5129395,-1227940916.7480469,-1227533119.354248,-1227142435.913086
