"Date Heure, GMT+01:00",Flux d'énergie total (W/m2) pour la profondeur 6.6500 m,Flux d'énergie total (W/m2) pour la profondeur 6.6678 m,Flux d'énergie total (W/m2) pour la profondeur 6.6855 m,Flux d'énergie total (W/m2) pour la profondeur 6.7033 m,Flux d'énergie total (W/m2) pour la profondeur 6.7210 m,Flux d'énergie total (W/m2) pour la profondeur 6.7388 m,Flux d'énergie total (W/m2) pour la profondeur 6.7565 m,Flux d'énergie total (W/m2) pour la profondeur 6.7743 m,Flux d'énergie total (W/m2) pour la profondeur 6.7920 m,Flux d'énergie total (W/m2) pour la profondeur 6.8098 m,Flux d'énergie total (W/m2) pour la profondeur 6.8276 m,Flux d'énergie total (W/m2) pour la profondeur 6.8453 m,Flux d'énergie total (W/m2) pour la profondeur 6.8631 m,Flux d'énergie total (W/m2) pour la profondeur 6.8808 m,Flux d'énergie total (W/m2) pour la profondeur 6.8986 m,Flux d'énergie total (W/m2) pour la profondeur 6.9163 m,Flux d'énergie total (W/m2) pour la profondeur 6.9341 m,Flux d'énergie total (W/m2) pour la profondeur 6.9518 m,Flux d'énergie total (W/m2) pour la profondeur 6.9696 m,Flux d'énergie total (W/m2) pour la profondeur 6.9873 m,Flux d'énergie total (W/m2) pour la profondeur 7.0051 m,Flux d'énergie total (W/m2) pour la profondeur 7.0229 m,Flux d'énergie total (W/m2) pour la profondeur 7.0406 m,Flux d'énergie total (W/m2) pour la profondeur 7.0584 m,Flux d'énergie total (W/m2) pour la profondeur 7.0761 m,Flux d'énergie total (W/m2) pour la profondeur 7.0939 m,Flux d'énergie total (W/m2) pour la profondeur 7.1116 m,Flux d'énergie total (W/m2) pour la profondeur 7.1294 m,Flux d'énergie total (W/m2) pour la profondeur 7.1471 m,Flux d'énergie total (W/m2) pour la profondeur 7.1649 m,Flux d'énergie total (W/m2) pour la profondeur 7.1827 m,Flux d'énergie total (W/m2) pour la profondeur 7.2004 m,Flux d'énergie total (W/m2) pour la profondeur 7.2182 m,Flux d'énergie total (W/m2) pour la profondeur 7.2359 m,Flux d'énergie total (W/m2) pour la profondeur 7.2537 m,Flux d'énergie total (W/m2) pour la profondeur 7.2714 m,Flux d'énergie total (W/m2) pour la profondeur 7.2892 m,Flux d'énergie total (W/m2) pour la profondeur 7.3069 m,Flux d'énergie total (W/m2) pour la profondeur 7.3247 m,Flux d'énergie total (W/m2) pour la profondeur 7.3424 m,Flux d'énergie total (W/m2) pour la profondeur 7.3602 m,Flux d'énergie total (W/m2) pour la profondeur 7.3780 m,Flux d'énergie total (W/m2) pour la profondeur 7.3957 m,Flux d'énergie total (W/m2) pour la profondeur 7.4135 m,Flux d'énergie total (W/m2) pour la profondeur 7.4312 m,Flux d'énergie total (W/m2) pour la profondeur 7.4490 m,Flux d'énergie total (W/m2) pour la profondeur 7.4667 m,Flux d'énergie total (W/m2) pour la profondeur 7.4845 m,Flux d'énergie total (W/m2) pour la profondeur 7.5022 m,Flux d'énergie total (W/m2) pour la profondeur 7.5200 m
17/05/18 14:45:00,-1206363299.609192,-1231884790.58844,-1258235541.8409424,-1284597159.757019,-1310908458.614624,-1337143383.9179688,-1363274859.927185,-1389271468.5891724,-1415098088.0929565,-1440714615.7180176,-1466075840.1124268,-1491130675.0025635,-1515821520.6172485,-1540083114.2374268,-1563842402.468567,-1587018285.824524,-1609520213.85083,-1631247929.673645,-1652091597.7173767,-1671931420.5629578,-1690637255.7820435,-1708069637.6549683,-1724080288.044159,-1738512371.8121338,-1751202157.1101685,-1761980931.123581,-1770676277.2172546,-1777115267.8272858,-1781126507.913681,-1782543710.9990187,-1781208636.6285858,-1776975432.7102509,-1769714083.8608093,-1759313732.0063477,-1745687529.5959167,-1728775704.797882,-1708549520.7059937,-1685013701.946045,-1658210266.1812744,-1628219034.9909058,-1595160315.9228516,-1559194136.2276,-1520520498.2993774,-1479377847.1274414,-1436039749.6799316,-1390813234.5963135,-1344035343.838623,-1296072749.6054688,-1247313198.005005,-1198112249.9018555
17/05/18 15:00:00,-1206576722.1275635,-1231732689.8354492,-1257709360.8778076,-1283693833.5158691,-1309609851.7216187,-1335421399.0880737,-1361091054.850891,-1386579354.822876,-1411842620.211975,-1436833085.3197021,-1461498131.2623901,-1485779008.7947998,-1509611349.1691284,-1532924270.142273,-1555639354.229309,-1577671159.5666504,-1598926325.899231,-1619304085.4466248,-1638695241.1588135,-1656983954.7408752,-1674046724.9325562,-1689753536.9276428,-1703968884.1055603,-1716552662.0424194,-1727361317.9413452,-1736249894.0817413,-1743073815.8456879,-1747690807.4480515,-1749963573.9689999,-1749762100.2401276,-1746966588.3076096,-1741470267.1903687,-1733181947.1887512,-1722029851.3806763,-1707963020.49823,-1690955144.4081116,-1671006094.7263184,-1648143968.2705688,-1622427002.8119507,-1593944726.543457,-1562817958.0891113,-1529199189.6646729,-1493271565.3665771,-1455247859.4525757,-1415368688.3374023,-1373899828.5773926,-1331128640.8551025,-1287358578.1898193,-1242905481.9262695,-1198112141.6817627
17/05/18 15:15:00,-1206832037.1802368,-1231554664.7753296,-1257057765.2417603,-1282560748.6413574,-1307976759.0130005,-1333261350.6454468,-1358370078.3892212,-1383255176.5129395,-1407865941.8269653,-1432147456.5269165,-1456040588.1864014,-1479481351.1808472,-1502400523.536621,-1524723263.7827148,-1546368727.7993164,-1567249941.0906372,-1587274309.65271,-1606343236.8311768,-1624352123.3071594,-1641191133.390747,-1656745450.4449768,-1670896681.7596436,-1683523369.4217224,-1694501884.3138275,-1703708086.413391,-1711018985.1080475,-1716313888.6274948,-1719477086.0840912,-1720398741.4789443,-1718978086.595749,-1715124953.6044998,-1708762073.9381561,-1699827632.6232147,-1688276800.8726807,-1674084290.4103394,-1657245630.6392517,-1637779084.3859253,-1615726669.6350708,-1591155564.4203491,-1564157979.1194458,-1534851667.3166504,-1503379925.826355,-1469910189.8241577,-1434633394.2792969,-1397761547.3600464,-1359526197.8461304,-1320175625.3796387,-1279972924.722229,-1239193323.8439941,-1198112050.5393066
17/05/18 15:30:00,-1207120815.9459229,-1231324405.9661255,-1256266833.5196533,-1281201097.6088257,-1306029997.75885,-1330702957.847046,-1355168508.3353271,-1379373136.2601318,-1403259880.335205,-1426768841.8093262,-1449836290.463623,-1472394409.1712646,-1494371038.4656372,-1515689421.1033936,-1536268329.7817993,-1556021683.9833374,-1574859316.2746887,-1592686333.726532,-1609403884.1896057,-1624910178.0358887,-1639100232.7246094,-1651867022.228302,-1663102754.1979675,-1672699636.261078,-1680551025.4583588,-1686552833.1126099,-1690605312.8598938,-1692613954.6525955,-1692492039.0806904,-1690161531.3873444,-1685555380.3502197,-1678619050.8883667,-1669311673.497406,-1657608343.1387024,-1643501268.697998,-1627000922.4269104,-1608137444.8290405,-1586961027.817566,-1563542553.2955322,-1537973976.3118896,-1510368325.0758057,-1480858934.6645508,-1449599063.8851318,-1416760362.689148,-1382531850.4491577,-1347118000.2313843,-1310736567.6311035,-1273616036.4586182,-1235992808.9454346,-1198111971.9589844
17/05/18 15:45:00,-1207342672.8202515,-1230973201.408081,-1255297867.0601807,-1279601852.7648926,-1303780934.1230469,-1327779298.6157227,-1351541517.4990234,-1375009480.0280151,-1398122521.1395264,-1420817038.3070068,-1443026363.8217773,-1464680637.076416,-1485706676.8554993,-1506027342.7438354,-1525562301.4152527,-1544228026.6436157,-1561937671.5834656,-1578601324.1881409,-1594127028.9414062,-1608420786.862152,-1621387194.0690613,-1632930718.944397,-1642956085.2804718,-1651369677.1566162,-1658079922.077774,-1662999462.1492767,-1666045409.5072975,-1667141645.2049453,-1666219330.0796585,-1663218948.2086487,-1658090945.4892273,-1650797773.0942688,-1641314653.7748718,-1629631114.453125,-1615751752.5295105,-1599696874.4537659,-1581504028.3285522,-1561227748.4869995,-1538940321.7888794,-1514731532.1994019,-1488708533.076416,-1460995336.3093872,-1431732429.1833496,-1401075241.7929688,-1369193253.0343018,-1336268074.8656006,-1302492430.5789795,-1268068239.0793457,-1233203932.8552856,-1198111903.4853516
17/05/18 16:00:00,-1207652273.1489868,-1230607184.0756836,-1254230178.0146484,-1277830448.3687744,-1301294447.8270264,-1324560999.7485962,-1347569183.5784912,-1370257184.776062,-1392561273.081604,-1414415036.197998,-1435750146.0856934,-1456495720.393219,-1476578194.7253418,-1495921961.2331543,-1514448474.6028748,-1532076762.89505,-1548724577.003418,-1564307752.0838013,-1578740590.678955,-1591937139.882141,-1603811319.058136,-1614277813.8492126,-1623252714.7523956,-1630654666.564087,-1636405506.9587708,-1640431543.6433945,-1642664703.8113632,-1643043044.9957943,-1641512798.532875,-1638028369.5633698,-1632554252.7642517,-1625065798.65596,-1615550235.3294678,-1604007562.4696045,-1590450679.061798,-1574907043.7055664,-1557418419.1917725,-1538041766.5198364,-1516848606.3205566,-1493925657.4395142,-1469373942.9277954,-1443309173.2026367,-1415859830.3065796,-1387167551.055725,-1357385211.314148,-1326676031.973938,-1295212301.8131714,-1263172950.8799438,-1230743167.3451538,-1198111843.067566
17/05/18 16:15:00,-1207974646.0687256,-1230213836.5889282,-1253087009.9822388,-1275933372.5740967,-1298634013.394226,-1321123924.2868652,-1343339502.6472778,-1365216124.1797485,-1386687504.2843628,-1407685953.4878845,-1428141866.5742493,-1447984361.162262,-1467141022.2935486,-1485536880.6774292,-1503096328.4288635,-1519742352.7938843,-1535396663.8469849,-1549980460.7841797,-1563414815.0713806,-1575621436.750122,-1586522291.2783813,-1596041259.8283997,-1604104650.1620026,-1610641962.928543,-1615586274.8067322,-1618875515.65913,-1620453362.5476418,-1620270261.4699402,-1618283682.783699,-1614459781.5170517,-1608773525.0830383,-1601210481.3107758,-1591766435.3004913,-1580448922.0099182,-1567277353.9845276,-1552283404.5040894,-1535511263.010254,-1517018401.4121094,-1496875063.2347412,-1475164008.178894,-1451980639.8406982,-1427432494.8609009,-1401638221.2001343,-1374726811.8309937,-1346837477.036316,-1318117728.6793823,-1288722358.470337,-1258811905.3673096,-1228552144.7217407,-1198111789.272705
17/05/18 16:30:00,-1208242484.777771,-1229743604.5753784,-1251844990.2803955,-1273913434.5228271,-1295826067.4934082,-1317516220.697754,-1338918758.9320679,-1359967908.4466553,-1380596618.3374634,-1400736688.2496948,-1420319151.5381775,-1439273381.2506714,-1457527856.4099731,-1475010417.4568481,-1491648138.5388794,-1507367199.7739563,-1522094419.8555908,-1535756106.608307,-1548279589.5710754,-1559592836.848999,-1569625987.704712,-1578311097.1323242,-1585583157.5750275,-1591380737.5102234,-1595646620.0296783,-1598328441.413723,-1599379840.5820003,-1598760586.8064384,-1596437984.5911026,-1592386745.9513855,-1586590778.4421234,-1579042802.0155334,-1569745626.1804962,-1558711894.5686646,-1545965489.8191223,-1531540639.572174,-1515482810.4629822,-1497849346.731598,-1478707937.6241455,-1458137766.8292847,-1436228618.4848633,-1413080494.026184,-1388802973.6045532,-1363514960.6674805,-1337343021.6466675,-1310421385.9595947,-1282890157.989563,-1254894933.9385986,-1226584886.0947266,-1198111740.9717407
17/05/18 16:45:00,-1208430756.4821777,-1229189591.0524902,-1250504757.2684326,-1271781745.2302856,-1292894237.2797241,-1313774798.5898132,-1334357783.0878296,-1354577033.868042,-1374365627.7299805,-1393656002.9004822,-1412379192.7174377,-1430466613.660431,-1447848788.2061157,-1464455855.6719055,-1480217955.3674622,-1495065482.031372,-1508929085.8264465,-1521740310.9124146,-1533432234.035492,-1543939336.813736,-1553198016.5875397,-1561147608.1494598,-1567730766.8955994,-1572894235.1329956,-1576588331.196579,-1578769248.339817,-1579398416.1670055,-1578443777.7829018,-1575880045.2327042,-1571689338.079239,-1565861694.2656555,-1558395836.4149475,-1549299427.2698822,-1538589197.4075623,-1526291328.3782043,-1512442346.7378845,-1497087846.8817444,-1480283895.9174805,-1462096011.9525146,-1442599291.7991638,-1421878283.2694702,-1400026218.88031,-1377144760.418335,-1353343488.0881958,-1328738623.3531494,-1303452390.3411255,-1277612888.144104,-1251352175.0802002,-1224805885.5408325,-1198111697.2929688
17/05/18 17:00:00,-1208648403.9475403,-1228621529.5950928,-1249126082.2478027,-1269593094.9524841,-1289893057.4891663,-1309956363.8188782,-1329717367.849945,-1349109274.088501,-1368065797.9064941,-1386519377.5090027,-1404403472.8279724,-1421650394.3554993,-1438193091.1514893,-1453964384.5645447,-1468897351.3611145,-1482926090.0253296,-1495985848.4858704,-1508012896.3936157,-1518945163.6942139,-1528722751.4954681,-1537288315.2153778,-1544587575.4481964,-1550569573.391693,-1555187564.8612366,-1558399148.0105286,-1560166774.1849213,-1560458769.6530437,-1559249591.051487,-1556519825.372261,-1552257467.1265564,-1546457662.9189148,-1539123477.7389069,-1530266022.681839,-1519904838.0955505,-1508068149.0169678,-1494792865.1739502,-1480124708.705902,-1464117831.0093384,-1446835451.3261108,-1428348835.0194092,-1408737549.0015259,-1388088823.1608887,-1366497167.2175293,-1344063476.7055664,-1320895032.9747925,-1297104481.4765625,-1272808682.3095093,-1248128454.7858887,-1223187555.7125854,-1198111657.559082
17/05/18 17:15:00,-1208832589.731842,-1228022943.9606628,-1247717010.819519,-1267372643.4074707,-1286858799.2332458,-1306106510.8255615,-1325049621.2190552,-1343622739.7887573,-1361759709.6164856,-1379394884.638733,-1396462618.798462,-1412897266.02594,-1428634201.9816284,-1443608674.6035461,-1457757464.4131775,-1471017990.5091248,-1483329460.008667,-1494632229.4610596,-1504869465.1643982,-1513985866.0015411,-1521929579.173523,-1528651561.6269226,-1534106857.2098389,-1538254341.252327,-1541056975.9733849,-1542483598.5215816,-1542507899.262207,-1541108932.6086082,-1538272777.3498306,-1533991514.9283829,-1528264378.870697,-1521097882.522049,-1512505435.8810272,-1502508878.2033691,-1491137200.8460388,-1478427696.708496,-1464424938.504425,-1449181928.210846,-1432758692.1930542,-1415223302.9362488,-1396650218.7350159,-1377121433.138214,-1356724814.6523438,-1335554234.4451294,-1313708927.7827759,-1291292216.8546753,-1268412021.6413574,-1245179327.336853,-1221707418.0371094,-1198111621.2181396
