"Date Heure, GMT+01:00","Temp., °C (SEN S/N: 21049722, LBL: T1)","Temp., °C (SEN S/N: 21049722, LBL: T2)","Temp., °C (SEN S/N: 21049722, LBL: T3)","Temp., °C (SEN S/N: 21049722, LBL: T4)"
17/05/21 00:30:00,285.85299999999995,285.804,285.756,285.563
17/05/21 00:45:00,285.85299999999995,285.804,285.756,285.563
17/05/21 01:00:00,285.85299999999995,285.804,285.756,285.563
17/05/21 01:15:00,285.85299999999995,285.828,285.756,285.563
17/05/21 01:30:00,285.85299999999995,285.828,285.756,285.563
17/05/21 01:45:00,285.828,285.828,285.756,285.563
17/05/21 02:00:00,285.828,285.828,285.756,285.563
17/05/21 02:15:00,285.828,285.828,285.756,285.563
17/05/21 02:30:00,285.828,285.828,285.756,285.563
17/05/21 02:45:00,285.804,285.828,285.756,285.563
17/05/21 03:00:00,285.804,285.804,285.756,285.563
17/05/21 03:15:00,285.804,285.804,285.756,285.563
17/05/21 03:30:00,285.78,285.804,285.756,285.563
17/05/21 03:45:00,285.756,285.804,285.756,285.563
17/05/21 04:00:00,285.756,285.804,285.756,285.563
17/05/21 04:15:00,285.732,285.804,285.756,285.563
17/05/21 04:30:00,285.732,285.804,285.756,285.563
17/05/21 04:45:00,285.708,285.804,285.756,285.563
17/05/21 05:00:00,285.708,285.78,285.756,285.563
17/05/21 05:15:00,285.684,285.78,285.756,285.563
17/05/21 05:30:00,285.659,285.78,285.756,285.563
17/05/21 05:45:00,285.659,285.756,285.756,285.563
17/05/21 06:00:00,285.635,285.756,285.756,285.563
17/05/21 06:15:00,285.611,285.756,285.756,285.563
17/05/21 06:30:00,285.587,285.732,285.756,285.563
17/05/21 06:45:00,285.563,285.732,285.732,285.563
17/05/21 07:00:00,285.563,285.708,285.732,285.563
17/05/21 07:15:00,285.539,285.708,285.732,285.539
17/05/21 07:30:00,285.51399999999995,285.708,285.732,285.539
17/05/21 07:45:00,285.48999999999995,285.684,285.732,285.539
17/05/21 08:00:00,285.46599999999995,285.684,285.708,285.539
17/05/21 08:15:00,285.44199999999995,285.659,285.708,285.539
17/05/21 08:30:00,285.44199999999995,285.659,285.708,285.539
17/05/21 08:45:00,285.418,285.635,285.708,285.539
17/05/21 09:00:00,285.393,285.635,285.708,285.539
17/05/21 09:15:00,285.369,285.611,285.684,285.51399999999995
17/05/21 09:30:00,285.369,285.611,285.684,285.51399999999995
17/05/21 09:45:00,285.345,285.587,285.659,285.51399999999995
17/05/21 10:00:00,285.345,285.587,285.659,285.51399999999995
17/05/21 10:15:00,285.321,285.563,285.659,285.51399999999995
17/05/21 10:30:00,285.321,285.563,285.659,285.51399999999995
17/05/21 10:45:00,285.321,285.539,285.635,285.51399999999995
17/05/21 11:00:00,285.297,285.539,285.635,285.51399999999995
17/05/21 11:15:00,285.297,285.539,285.635,285.48999999999995
17/05/21 11:30:00,285.297,285.51399999999995,285.611,285.48999999999995
17/05/21 11:45:00,285.272,285.51399999999995,285.611,285.48999999999995
17/05/21 12:00:00,285.272,285.51399999999995,285.611,285.48999999999995
17/05/21 12:15:00,285.272,285.48999999999995,285.611,285.46599999999995
17/05/21 12:30:00,285.272,285.48999999999995,285.587,285.46599999999995
17/05/21 12:45:00,285.272,285.48999999999995,285.587,285.46599999999995
17/05/21 13:00:00,285.272,285.46599999999995,285.587,285.46599999999995
17/05/21 13:15:00,285.272,285.46599999999995,285.563,285.46599999999995
17/05/21 13:30:00,285.272,285.46599999999995,285.563,285.44199999999995
17/05/21 13:45:00,285.272,285.46599999999995,285.563,285.44199999999995
17/05/21 14:00:00,285.272,285.46599999999995,285.563,285.44199999999995
17/05/21 14:15:00,285.272,285.44199999999995,285.563,285.44199999999995
17/05/21 14:30:00,285.297,285.44199999999995,285.563,285.44199999999995
17/05/21 14:45:00,285.297,285.44199999999995,285.539,285.418
17/05/21 15:00:00,285.321,285.44199999999995,285.539,285.418
17/05/21 15:15:00,285.321,285.44199999999995,285.539,285.418
17/05/21 15:30:00,285.321,285.44199999999995,285.539,285.418
17/05/21 15:45:00,285.345,285.44199999999995,285.51399999999995,285.418
17/05/21 16:00:00,285.369,285.44199999999995,285.51399999999995,285.418
17/05/21 16:15:00,285.393,285.46599999999995,285.51399999999995,285.393
17/05/21 16:30:00,285.393,285.46599999999995,285.51399999999995,285.418
17/05/21 16:45:00,285.418,285.46599999999995,285.51399999999995,285.393
17/05/21 17:00:00,285.44199999999995,285.46599999999995,285.51399999999995,285.393
17/05/21 17:15:00,285.46599999999995,285.46599999999995,285.51399999999995,285.393
17/05/21 17:30:00,285.51399999999995,285.48999999999995,285.51399999999995,285.393
17/05/21 17:45:00,285.539,285.48999999999995,285.51399999999995,285.393
17/05/21 18:00:00,285.563,285.51399999999995,285.51399999999995,285.51399999999995
17/05/21 18:15:00,285.587,285.51399999999995,285.51399999999995,285.563
17/05/21 18:30:00,285.611,285.51399999999995,285.51399999999995,285.587
17/05/21 18:45:00,285.635,285.539,285.51399999999995,286.888
17/05/21 19:00:00,285.684,285.539,285.51399999999995,287.104
17/05/21 19:15:00,285.708,285.563,285.51399999999995,287.128
17/05/21 19:30:00,285.732,285.563,285.51399999999995,287.152
17/05/21 19:45:00,285.756,285.587,285.51399999999995,287.176
17/05/21 20:00:00,285.804,285.611,285.539,287.2
17/05/21 20:15:00,285.828,285.611,285.539,287.272
17/05/21 20:30:00,285.85299999999995,285.635,285.539,287.248
17/05/21 20:45:00,285.90099999999995,285.659,285.539,287.272
17/05/21 21:00:00,285.949,285.659,285.563,287.272
17/05/21 21:15:00,285.973,285.684,285.563,287.296
17/05/21 21:30:00,285.997,285.708,285.563,287.272
17/05/21 21:45:00,286.021,285.708,285.563,287.248
17/05/21 22:00:00,286.046,285.732,285.587,287.224
17/05/21 22:15:00,286.046,285.756,285.587,287.224
17/05/21 22:30:00,286.07,285.756,285.611,287.176
17/05/21 22:45:00,286.094,285.78,285.611,287.152
17/05/21 23:00:00,286.094,285.804,285.611,287.152
17/05/21 23:15:00,286.118,285.804,285.635,287.176
17/05/21 23:30:00,286.118,285.828,285.635,287.176
17/05/21 23:45:00,286.142,285.828,285.635,287.176
17/05/22 00:00:00,286.142,285.85299999999995,285.659,287.2
17/05/22 00:15:00,286.142,285.87699999999995,285.659,287.2
17/05/22 00:30:00,286.142,285.87699999999995,285.684,287.224
17/05/22 00:45:00,286.142,285.87699999999995,285.684,287.2
17/05/22 01:00:00,286.142,285.90099999999995,285.684,286.262
17/05/22 01:15:00,286.142,285.92499999999995,285.708,286.238
17/05/22 01:30:00,286.142,285.92499999999995,285.708,286.238
17/05/22 01:45:00,286.142,285.92499999999995,285.708,286.166
17/05/22 02:00:00,286.142,285.92499999999995,285.708,286.142
17/05/22 02:15:00,286.118,285.92499999999995,285.708,286.142
17/05/22 02:30:00,286.118,285.92499999999995,285.732,286.142
17/05/22 02:45:00,286.118,285.949,285.732,286.142
17/05/22 03:00:00,286.094,285.949,285.732,286.094
17/05/22 03:15:00,286.094,285.949,285.732,286.094
17/05/22 03:30:00,286.07,285.949,285.732,286.094
17/05/22 03:45:00,286.07,285.949,285.756,286.046
17/05/22 04:00:00,286.046,285.949,285.756,286.046
17/05/22 04:15:00,286.046,285.949,285.756,286.07
17/05/22 04:30:00,286.021,285.92499999999995,285.756,286.021
17/05/22 04:45:00,286.021,285.92499999999995,285.756,286.046
17/05/22 05:00:00,285.997,285.92499999999995,285.756,286.021
17/05/22 05:15:00,285.997,285.92499999999995,285.756,286.021
17/05/22 05:30:00,285.973,285.92499999999995,285.756,285.997
17/05/22 05:45:00,285.949,285.92499999999995,285.756,285.997
17/05/22 06:00:00,285.949,285.90099999999995,285.756,285.997
17/05/22 06:15:00,285.92499999999995,285.90099999999995,285.756,285.997
17/05/22 06:30:00,285.90099999999995,285.87699999999995,285.756,285.997
17/05/22 06:45:00,285.87699999999995,285.87699999999995,285.756,285.997
17/05/22 07:00:00,285.85299999999995,285.87699999999995,285.756,285.997
17/05/22 07:15:00,285.828,285.85299999999995,285.756,285.949
17/05/22 07:30:00,285.828,285.85299999999995,285.756,285.973
17/05/22 07:45:00,285.804,285.85299999999995,285.756,285.949
17/05/22 08:00:00,285.78,285.828,285.756,285.949
17/05/22 08:15:00,285.756,285.828,285.756,285.949
17/05/22 08:30:00,285.756,285.804,285.756,285.973
17/05/22 08:45:00,285.756,285.804,285.756,285.949
17/05/22 09:00:00,285.732,285.804,285.732,285.973
17/05/22 09:15:00,285.708,285.78,285.732,285.997
17/05/22 09:30:00,285.708,285.78,285.732,285.997
17/05/22 09:45:00,285.684,285.78,285.732,285.997
17/05/22 10:00:00,285.684,285.756,285.732,286.046
17/05/22 10:15:00,285.684,285.756,285.732,286.046
17/05/22 10:30:00,285.659,285.756,285.732,286.046
17/05/22 10:45:00,285.659,285.732,285.708,286.046
17/05/22 11:00:00,285.659,285.732,285.708,286.046
17/05/22 11:15:00,285.635,285.732,285.708,286.046
17/05/22 11:30:00,285.635,285.732,285.708,286.021
17/05/22 11:45:00,285.635,285.708,285.708,285.997
17/05/22 12:00:00,285.635,285.708,285.708,285.997
17/05/22 12:15:00,285.635,285.708,285.684,285.997
17/05/22 12:30:00,285.635,285.708,285.684,285.997
17/05/22 12:45:00,285.659,285.708,285.684,285.997
17/05/22 13:00:00,285.659,285.708,285.684,285.997
17/05/22 13:15:00,285.659,285.708,285.684,285.973
17/05/22 13:30:00,285.684,285.684,285.659,286.046
17/05/22 13:45:00,285.684,285.684,285.659,286.046
17/05/22 14:00:00,285.684,285.684,285.659,286.021
17/05/22 14:15:00,285.708,285.708,285.659,286.046
17/05/22 14:30:00,285.708,285.708,285.659,286.021
17/05/22 14:45:00,285.732,285.708,285.659,285.997
17/05/22 15:00:00,285.732,285.708,285.659,285.997
17/05/22 15:15:00,285.756,285.708,285.659,285.997
17/05/22 15:30:00,285.756,285.708,285.659,285.997
17/05/22 15:45:00,285.78,285.708,285.659,285.997
17/05/22 16:00:00,285.804,285.708,285.659,285.997
17/05/22 16:15:00,285.828,285.708,285.659,285.997
17/05/22 16:30:00,285.85299999999995,285.732,285.659,285.997
17/05/22 16:45:00,285.87699999999995,285.732,285.659,285.997
17/05/22 17:00:00,285.92499999999995,285.756,285.659,286.021
17/05/22 17:15:00,285.949,285.756,285.659,285.997
17/05/22 17:30:00,285.973,285.756,285.659,285.997
17/05/22 17:45:00,285.997,285.78,285.659,285.997
17/05/22 18:00:00,286.046,285.804,285.659,285.973
17/05/22 18:15:00,286.07,285.804,285.659,285.973
17/05/22 18:30:00,286.094,285.828,285.684,285.949
17/05/22 18:45:00,286.142,285.828,285.684,285.949
17/05/22 19:00:00,286.166,285.85299999999995,285.684,285.92499999999995
17/05/22 19:15:00,286.19,285.87699999999995,285.684,285.85299999999995
17/05/22 19:30:00,286.238,285.87699999999995,285.708,285.85299999999995
17/05/22 19:45:00,286.262,285.92499999999995,285.708,285.828
17/05/22 20:00:00,286.287,285.92499999999995,285.708,285.828
17/05/22 20:15:00,286.311,285.949,285.708,285.804
17/05/22 20:30:00,286.359,285.973,285.732,285.804
17/05/22 20:45:00,286.383,285.997,285.732,285.804
17/05/22 21:00:00,286.407,285.997,285.756,285.756
17/05/22 21:15:00,286.431,286.021,285.756,285.732
17/05/22 21:30:00,286.455,286.046,285.756,285.708
17/05/22 21:45:00,286.479,286.07,285.78,285.708
17/05/22 22:00:00,286.503,286.07,285.78,285.708
17/05/22 22:15:00,286.527,286.094,285.804,285.659
17/05/22 22:30:00,286.551,286.118,285.804,285.684
17/05/22 22:45:00,286.551,286.142,285.804,285.659
17/05/22 23:00:00,286.575,286.166,285.828,285.635
17/05/22 23:15:00,286.599,286.166,285.828,285.587
17/05/22 23:30:00,286.599,286.19,285.85299999999995,285.539
17/05/22 23:45:00,286.623,286.19,285.85299999999995,285.539
17/05/23 00:00:00,286.623,286.214,285.87699999999995,285.51399999999995
17/05/23 00:15:00,286.647,286.214,285.87699999999995,285.46599999999995
17/05/23 00:30:00,286.647,286.238,285.90099999999995,285.44199999999995
17/05/23 00:45:00,286.672,286.262,285.92499999999995,285.418
17/05/23 01:00:00,286.672,286.262,285.92499999999995,285.418
17/05/23 01:15:00,286.672,286.262,285.92499999999995,285.418
17/05/23 01:30:00,286.672,286.287,285.949,285.418
17/05/23 01:45:00,286.672,286.287,285.949,285.418
17/05/23 02:00:00,286.672,286.311,285.949,285.418
17/05/23 02:15:00,286.672,286.311,285.973,285.44199999999995
17/05/23 02:30:00,286.672,286.311,285.973,285.393
17/05/23 02:45:00,286.696,286.311,285.997,285.345
17/05/23 03:00:00,286.672,286.335,285.997,285.248
17/05/23 03:15:00,286.672,286.335,285.997,285.224
17/05/23 03:30:00,286.672,286.335,286.021,285.006
17/05/23 03:45:00,286.672,286.359,286.021,285.054
17/05/23 04:00:00,286.672,286.359,286.021,285.07899999999995
17/05/23 04:15:00,286.672,286.359,286.046,285.10299999999995
17/05/23 04:30:00,286.672,286.359,286.046,285.10299999999995
17/05/23 04:45:00,286.647,286.359,286.046,285.10299999999995
17/05/23 05:00:00,286.647,286.359,286.046,285.15099999999995
17/05/23 05:15:00,286.623,286.359,286.046,285.2
17/05/23 05:30:00,286.623,286.359,286.07,285.2
17/05/23 05:45:00,286.623,286.359,286.07,285.224
17/05/23 06:00:00,286.599,286.359,286.07,285.224
17/05/23 06:15:00,286.599,286.359,286.07,285.248
17/05/23 06:30:00,286.575,286.359,286.07,285.248
17/05/23 06:45:00,286.575,286.359,286.07,285.272
17/05/23 07:00:00,286.551,286.359,286.094,285.297
17/05/23 07:15:00,286.551,286.359,286.094,285.321
17/05/23 07:30:00,286.527,286.359,286.094,285.345
17/05/23 07:45:00,286.527,286.359,286.094,285.369
17/05/23 08:00:00,286.527,286.359,286.094,285.369
17/05/23 08:15:00,286.503,286.335,286.094,285.393
17/05/23 08:30:00,286.503,286.335,286.094,285.393
17/05/23 08:45:00,286.479,286.335,286.094,285.828
