"Date Heure, GMT+01:00","Temp., °C (LGR S/N: 10117161, SEN S/N: 10117161, LBL: Temperature)","Temp., °C (LGR S/N: 10117161, SEN S/N: 10117161, LBL: Temperature).1","Temp., °C (LGR S/N: 10117161, SEN S/N: 10117161, LBL: Temperature).2","Temp., °C (LGR S/N: 10117161, SEN S/N: 10117161, LBL: Temperature).3"
12/14/15 00:30:00,8.693,-94.792,9.064,9.829
12/14/15 00:45:00,8.693,-94.792,9.064,9.829
12/14/15 01:00:00,8.668,-94.792,9.064,9.829
12/14/15 01:15:00,8.668,-94.792,9.064,9.829
12/14/15 01:30:00,8.668,-94.792,9.064,9.829
12/14/15 01:45:00,8.642999999999999,-94.792,9.064,9.829
12/14/15 02:00:00,8.642999999999999,-94.792,9.064,9.829
12/14/15 02:15:00,8.642999999999999,-94.792,9.064,9.829
12/14/15 02:30:00,8.618,-94.792,9.064,9.829
12/14/15 02:45:00,8.618,-94.792,9.064,9.829
12/14/15 03:00:00,8.593,-94.792,9.04,9.829
12/14/15 03:15:00,8.593,-94.792,9.04,9.829
12/14/15 03:30:00,8.593,-94.792,9.04,9.829
12/14/15 03:45:00,8.568,-94.792,9.04,9.829
12/14/15 04:00:00,8.568,-94.792,9.04,9.829
12/14/15 04:15:00,8.543,-94.792,9.04,9.829
12/14/15 04:30:00,8.519,-94.792,9.04,9.829
12/14/15 04:45:00,8.519,-94.792,9.04,9.829
12/14/15 05:00:00,8.494,-94.792,9.04,9.829
12/14/15 05:15:00,8.494,-94.792,9.04,9.805
12/14/15 05:30:00,8.469,-94.792,9.04,9.805
12/14/15 05:45:00,8.443999999999999,-94.792,9.015,9.805
12/14/15 06:00:00,8.419,-94.792,9.04,9.805
12/14/15 06:15:00,8.419,-94.792,9.015,9.805
12/14/15 06:30:00,8.419,-94.792,9.015,9.805
12/14/15 06:45:00,8.394,-94.792,9.015,9.805
12/14/15 07:00:00,8.369,-94.792,9.015,9.805
12/14/15 07:15:00,8.344,-94.792,9.015,9.805
12/14/15 07:30:00,8.344,-94.792,9.015,9.805
12/14/15 07:45:00,8.318999999999999,-94.792,9.015,9.805
12/14/15 08:00:00,8.295,-94.792,9.015,9.805
12/14/15 08:15:00,8.27,-94.792,9.015,9.805
12/14/15 08:30:00,8.27,-94.792,9.015,9.805
12/14/15 08:45:00,8.245,-94.792,9.015,9.805
12/14/15 09:00:00,8.22,-94.792,9.015,9.805
12/14/15 09:15:00,8.22,-94.792,8.99,9.805
12/14/15 09:30:00,8.195,-94.792,8.99,9.805
12/14/15 09:45:00,8.195,-94.792,8.99,9.805
12/14/15 10:00:00,8.17,-94.792,8.99,9.805
12/14/15 10:15:00,8.145,-94.792,8.99,9.805
12/14/15 10:30:00,8.145,-94.792,8.99,9.78
12/14/15 10:45:00,8.12,-94.792,8.965,9.78
12/14/15 11:00:00,8.12,-94.792,8.965,9.78
12/14/15 11:15:00,8.095,-94.792,8.965,9.78
12/14/15 11:30:00,8.07,-94.792,8.965,9.78
12/14/15 11:45:00,8.07,-94.792,8.965,9.78
12/14/15 12:00:00,8.045,-94.792,8.941,9.78
12/14/15 12:15:00,8.045,-94.792,8.941,9.78
12/14/15 12:30:00,8.045,-94.792,8.941,9.78
12/14/15 12:45:00,8.02,-94.792,8.941,9.78
12/14/15 13:00:00,8.02,-94.792,8.941,9.78
12/14/15 13:15:00,8.02,-94.792,8.941,9.78
12/14/15 13:30:00,8.02,-94.792,8.916,9.78
12/14/15 13:45:00,8.02,-94.792,8.916,9.78
12/14/15 14:00:00,8.045,-94.792,8.916,9.78
12/14/15 14:15:00,8.045,-94.792,8.916,9.78
12/14/15 14:30:00,8.045,-94.792,8.916,9.756
12/14/15 14:45:00,8.07,-94.792,8.891,9.756
12/14/15 15:00:00,8.07,-94.792,8.891,9.756
12/14/15 15:15:00,8.07,-94.792,8.891,9.78
12/14/15 15:30:00,8.095,-94.792,8.891,9.756
12/14/15 15:45:00,8.095,-94.792,8.891,9.756
12/14/15 16:00:00,8.095,-94.792,8.866,9.756
12/14/15 16:15:00,8.12,-94.792,8.866,9.756
12/14/15 16:30:00,8.12,-94.792,8.866,9.756
12/14/15 16:45:00,8.145,-94.792,8.866,9.756
12/14/15 17:00:00,8.145,-94.792,8.866,9.756
12/14/15 17:15:00,8.145,-94.792,8.866,9.731
12/14/15 17:30:00,8.145,-94.792,8.866,9.731
12/14/15 17:45:00,8.145,-94.792,8.841000000000003,9.731
12/14/15 18:00:00,8.17,-94.792,8.841000000000003,9.731
12/14/15 18:15:00,8.145,-94.792,8.841000000000003,9.731
12/14/15 18:30:00,8.145,-94.792,8.841000000000003,9.731
12/14/15 18:45:00,8.17,-94.792,8.841000000000003,9.731
12/14/15 19:00:00,8.145,-94.792,8.841000000000003,9.731
12/14/15 19:15:00,8.145,-94.792,8.817,9.706
12/14/15 19:30:00,8.145,-94.792,8.841000000000003,9.731
12/14/15 19:45:00,8.145,-94.792,8.817,9.706
12/14/15 20:00:00,8.145,-94.792,8.817,9.706
12/14/15 20:15:00,8.12,-94.792,8.817,9.706
12/14/15 20:30:00,8.12,-94.792,8.817,9.706
12/14/15 20:45:00,8.12,-94.792,8.817,9.706
12/14/15 21:00:00,8.12,-94.792,8.817,9.706
12/14/15 21:15:00,8.12,-94.792,8.792,9.706
12/14/15 21:30:00,8.095,-94.792,8.817,9.706
12/14/15 21:45:00,8.095,-94.792,8.792,9.682
12/14/15 22:00:00,8.095,-94.792,8.792,9.682
12/14/15 22:15:00,8.095,-94.792,8.792,9.682
12/14/15 22:30:00,8.095,-94.792,8.792,9.682
12/14/15 22:45:00,8.095,-94.792,8.792,9.682
12/14/15 23:00:00,8.095,-94.792,8.792,9.682
12/14/15 23:15:00,8.095,-94.792,8.792,9.682
12/14/15 23:30:00,8.095,-94.792,8.792,9.682
12/14/15 23:45:00,8.095,-94.792,8.792,9.682
12/15/15 00:00:00,8.07,-94.792,8.767000000000001,9.682
12/15/15 00:15:00,8.07,-94.792,8.767000000000001,9.682
12/15/15 00:30:00,8.07,-94.792,8.767000000000001,9.682
12/15/15 00:45:00,8.07,-94.792,8.767000000000001,9.657
12/15/15 01:00:00,8.07,-94.792,8.767000000000001,9.657
12/15/15 01:15:00,8.045,-94.792,8.767000000000001,9.657
12/15/15 01:30:00,8.045,-94.792,8.767000000000001,9.657
12/15/15 01:45:00,8.02,-94.792,8.767000000000001,9.657
12/15/15 02:00:00,8.02,-94.792,8.767000000000001,9.657
12/15/15 02:15:00,8.02,-94.792,8.767000000000001,9.657
12/15/15 02:30:00,8.02,-94.792,8.742,9.657
12/15/15 02:45:00,7.995,-94.792,8.742,9.657
12/15/15 03:00:00,7.995,-94.792,8.742,9.657
12/15/15 03:15:00,7.995,-94.792,8.742,9.657
12/15/15 03:30:00,7.97,-94.792,8.742,9.632
12/15/15 03:45:00,7.97,-94.792,8.742,9.657
12/15/15 04:00:00,7.97,-94.792,8.742,9.632
12/15/15 04:15:00,7.945,-94.792,8.742,9.632
12/15/15 04:30:00,7.945,-94.792,8.742,9.632
12/15/15 04:45:00,7.945,-94.792,8.742,9.632
12/15/15 05:00:00,7.945,-94.792,8.717,9.632
12/15/15 05:15:00,7.945,-94.792,8.717,9.632
12/15/15 05:30:00,7.945,-94.792,8.717,9.632
12/15/15 05:45:00,7.945,-94.792,8.717,9.632
12/15/15 06:00:00,7.92,-94.792,8.717,9.608
12/15/15 06:15:00,7.92,-94.792,8.717,9.632
12/15/15 06:30:00,7.92,-94.792,8.717,9.608
12/15/15 06:45:00,7.92,-94.792,8.717,9.608
12/15/15 07:00:00,7.92,-94.792,8.717,9.608
12/15/15 07:15:00,7.895,-94.792,8.693,9.608
12/15/15 07:30:00,7.895,-94.792,8.693,9.608
12/15/15 07:45:00,7.895,-94.792,8.693,9.608
12/15/15 08:00:00,7.895,-94.792,8.693,9.608
12/15/15 08:15:00,7.895,-94.792,8.693,9.608
12/15/15 08:30:00,7.895,-94.792,8.693,9.608
12/15/15 08:45:00,7.895,-94.792,8.693,9.608
12/15/15 09:00:00,7.895,-94.792,8.693,9.583
12/15/15 09:15:00,7.895,-94.792,8.693,9.608
12/15/15 09:30:00,7.895,-94.792,8.668,9.583
12/15/15 09:45:00,7.895,-94.792,8.668,9.583
12/15/15 10:00:00,7.895,-94.792,8.668,9.583
12/15/15 10:15:00,7.895,-94.792,8.668,9.583
12/15/15 10:30:00,7.895,-94.792,8.642999999999999,9.583
12/15/15 10:45:00,7.92,-94.792,8.668,9.583
12/15/15 11:00:00,8.17,-94.792,7.645,8.792
12/15/15 11:15:00,8.07,-94.792,7.695,8.668
12/15/15 11:30:00,7.845,-94.792,7.97,9.213
12/15/15 11:45:00,8.344,-94.792,8.27,9.805
12/15/15 12:00:00,8.891,-94.792,9.608,12.413
12/15/15 12:15:00,9.682,-94.792,10.149,11.807
12/15/15 12:20:10,,,,
12/15/15 12:20:20,,,,
