"Date Heure, GMT+01:00",Débit d'eau échangé (m/s) - pour les meilleurs paramètres,Débit d'eau échangé (m/s) - quantile 5%,Débit d'eau échangé (m/s) - quantile 50%,Débit d'eau échangé (m/s) - quantile 95%
17/05/18 19:45:00,-0.0035930105950683355,-0.00365986255928874,-0.0036536320112645626,-0.0035439548082649708
17/05/18 20:00:00,-0.003598737996071577,-0.0036656330339610577,-0.0036594721022993326,-0.0035495113115757704
17/05/18 20:15:00,-0.0036106309853494167,-0.0036777944769710302,-0.003671549493446946,-0.0035612715873867273
17/05/18 20:30:00,-0.0036199260503053665,-0.003687293967232108,-0.0036810655146837234,-0.0035704858601093292
17/05/18 20:45:00,-0.0036298155318945646,-0.003697287989780307,-0.0036910262424498796,-0.003580239834263921
17/05/18 21:00:00,-0.0036344630643725395,-0.003702101530507207,-0.003695816034451127,-0.003584823803976178
17/05/18 21:15:00,-0.0036421623080968857,-0.003709847806021571,-0.0037035811692476273,-0.0035923554096370935
17/05/18 21:30:00,-0.003651019185781479,-0.0037189649883657694,-0.0037126513198018074,-0.0036011680494993925
17/05/18 21:45:00,-0.00365724740549922,-0.003725229064002633,-0.0037190320435911417,-0.00360732595436275
17/05/18 22:00:00,-0.0036635692231357098,-0.003731668693944812,-0.0037253336049616337,-0.003613453358411789
17/05/18 22:15:00,-0.0036694370210170746,-0.0037376934196799994,-0.0037314121145755053,-0.0036193798296153545
17/05/18 22:30:00,-0.0036737562622874975,-0.0037421085871756077,-0.003735756268724799,-0.003623531898483634
17/05/18 22:45:00,-0.0036792487371712923,-0.0037476555444300175,-0.0037413733080029488,-0.0036289796698838472
17/05/18 23:00:00,-0.003685163799673319,-0.0037536327727138996,-0.0037473244592547417,-0.0036347676068544388
17/05/18 23:15:00,-0.0036904059816151857,-0.0037590679712593555,-0.003752718912437558,-0.003640030277892947
17/05/18 23:30:00,-0.003697103587910533,-0.003765842178836465,-0.0037595133762806654,-0.0036465898156166077
17/05/18 23:45:00,-0.0037038165610283613,-0.0037726801820099354,-0.0037663080729544163,-0.0036531800869852304
17/05/19 00:00:00,-0.003709606360644102,-0.003778609447181225,-0.0037722273264080286,-0.003658875124529004
17/05/19 00:15:00,-0.0037149740383028984,-0.003784124506637454,-0.0037777333054691553,-0.0036642770282924175
17/05/19 00:30:00,-0.0037222036626189947,-0.003791440511122346,-0.0037850530352443457,-0.0036713299341499805
17/05/19 00:45:00,-0.0037289320025593042,-0.003798326011747122,-0.0037918793968856335,-0.0036779821384698153
17/05/19 01:00:00,-0.0037321713753044605,-0.003801497630774975,-0.0037951574195176363,-0.003681161208078265
17/05/19 01:15:00,-0.0037393539678305387,-0.0038089731242507696,-0.0038024610839784145,-0.0036882455460727215
17/05/19 01:30:00,-0.0037444555200636387,-0.003814089810475707,-0.003807664383202791,-0.003693307749927044
17/05/19 01:45:00,-0.003748977556824684,-0.003818696364760399,-0.0038122469559311867,-0.00369775271974504
17/05/19 02:00:00,-0.0037533589638769627,-0.003823127131909132,-0.0038166868034750223,-0.0037020433228462934
17/05/19 02:15:00,-0.003756692400202155,-0.0038265222683548927,-0.003820139681920409,-0.0037053925916552544
17/05/19 02:30:00,-0.003761214902624488,-0.003831192385405302,-0.0038247224874794483,-0.0037098063621670008
17/05/19 02:45:00,-0.003766629146412015,-0.003836659714579582,-0.0038302280008792877,-0.003715146565809846
17/05/19 03:00:00,-0.003771057352423668,-0.0038411703426390886,-0.0038347153458744287,-0.003719545202329755
17/05/19 03:15:00,-0.0037758457474410534,-0.003846063744276762,-0.003839584533125162,-0.0037242681719362736
17/05/19 03:30:00,-0.0037800706923007965,-0.0038503515534102917,-0.0038438967894762754,-0.0037284197751432657
17/05/19 03:45:00,-0.003786048386245966,-0.003856440307572484,-0.00384994363412261,-0.003734299913048744
17/05/19 04:00:00,-0.003790445625782013,-0.003860918805003166,-0.0038544945418834686,-0.0037387292832136154
17/05/19 04:15:00,-0.003794780233874917,-0.0038653819356113672,-0.00385879073292017,-0.00374286575242877
17/05/19 04:30:00,-0.0037992557045072317,-0.0038698764983564615,-0.0038634215015918016,-0.0037473568227142096
17/05/19 04:45:00,-0.0038021665532141924,-0.0038729053921997547,-0.003866365412250161,-0.0037502122577279806
17/05/19 05:00:00,-0.003806500928476453,-0.0038772725965827703,-0.003870741231366992,-0.003754472127184272
17/05/19 05:15:00,-0.0038092706818133593,-0.0038800621405243874,-0.0038735258858650923,-0.003757203696295619
17/05/19 05:30:00,-0.0038153422065079212,-0.003886310150846839,-0.003879779251292348,-0.0037632540334016085
17/05/19 05:45:00,-0.0038164532743394375,-0.003887393744662404,-0.003880877513438463,-0.0037642878014594316
17/05/19 06:00:00,-0.0038200835697352886,-0.0038910757284611464,-0.0038845848757773638,-0.003767868736758828
17/05/19 06:15:00,-0.0038244184106588364,-0.0038955388590693474,-0.0038889606948941946,-0.003772174473851919
17/05/19 06:30:00,-0.003827250562608242,-0.003898375667631626,-0.0038918727077543736,-0.003774937242269516
17/05/19 06:45:00,-0.003829112509265542,-0.003900352166965604,-0.0038937663193792105,-0.003776820143684745
17/05/19 07:00:00,-0.003832962131127715,-0.0039042255375534296,-0.003897664835676551,-0.00378055521287024
17/05/19 07:15:00,-0.003834808710962534,-0.003906090511009097,-0.0038995423819869757,-0.0037824069149792194
17/05/19 07:30:00,-0.003836811752989888,-0.003908067010343075,-0.0039015316870063543,-0.003784336382523179
17/05/19 07:45:00,-0.003837797325104475,-0.003909118939191103,-0.0039025978185236454,-0.0037853550165891647
17/05/19 08:00:00,-0.0038413184229284525,-0.003912800922989845,-0.0039061938878148794,-0.0037888584192842245
17/05/19 08:15:00,-0.0038426013197749853,-0.003913996275514364,-0.003907450940459967,-0.0037900623865425587
17/05/19 08:30:00,-0.003844604594632983,-0.003916100133210421,-0.003909519873559475,-0.003792084287852049
17/05/19 08:45:00,-0.003845684230327606,-0.003917184192687273,-0.00391058623790741,-0.0037931182887405157
17/05/19 09:00:00,-0.003847655840218067,-0.0039192084223032,-0.003912654239684343,-0.003795078257098794
17/05/19 09:15:00,-0.003849893808364868,-0.0039214398711919785,-0.003914850298315287,-0.0037972391583025455
17/05/19 09:30:00,-0.0038512705359607935,-0.0039229062385857105,-0.003916266839951277,-0.003798658959567547
17/05/19 09:45:00,-0.00385282002389431,-0.003924388904124498,-0.003917889669537544,-0.0038001560606062412
17/05/19 10:00:00,-0.003854009322822094,-0.003925711382180452,-0.0039190673269331455,-0.0038013288285583258
17/05/19 10:15:00,-0.0038536491338163614,-0.003925249446183443,-0.003918701317161322,-0.0038009583950042725
17/05/19 10:30:00,-0.0038543064147233963,-0.0039259507320821285,-0.00391935370862484,-0.0038016221951693296
17/05/19 10:45:00,-0.0038536491338163614,-0.00392528111115098,-0.0039187329821288586,-0.003800989594310522
17/05/19 11:00:00,-0.003854400245472789,-0.003926030360162258,-0.003919465001672506,-0.003801714861765504
17/05/19 11:15:00,-0.0038551357574760914,-0.003926827572286129,-0.0039202128536999226,-0.0038024401292204857
17/05/19 11:30:00,-0.0038557930383831263,-0.003927464596927166,-0.0039208815433084965,-0.0038031500298529863
17/05/19 11:45:00,-0.0038561217952519655,-0.0039278315380215645,-0.00392127875238657,-0.0038034277968108654
17/05/19 12:00:00,-0.0038581404369324446,-0.00392987160012126,-0.00392325222492218,-0.0038053879979997873
17/05/19 12:15:00,-0.0038582810666412115,-0.003929999191313982,-0.003923379350453615,-0.0038055579643696547
17/05/19 12:30:00,-0.0038581560365855694,-0.003929839935153723,-0.0039233313873410225,-0.0038054189644753933
17/05/19 12:45:00,-0.0038573110941797495,-0.003929011058062315,-0.0039224084466695786,-0.0038046010304242373
17/05/19 13:00:00,-0.003855808638036251,-0.003927417099475861,-0.0039208815433084965,-0.0038030885625630617
17/05/19 13:15:00,-0.0038548228330910206,-0.003926524426788092,-0.003919942304491997,-0.003802146762609482
17/05/19 13:30:00,-0.0038534770719707012,-0.003925041761249304,-0.00391849409788847,-0.0038007732946425676
17/05/19 13:45:00,-0.003853586735203862,-0.00392528111115098,-0.003918669186532497,-0.003800989594310522
17/05/19 14:00:00,-0.0038516775239259005,-0.003923224750906229,-0.0039167278446257114,-0.003798967693001032
17/05/19 14:15:00,-0.0038506914861500263,-0.003922237083315849,-0.003915693610906601,-0.0037980726920068264
17/05/19 14:30:00,-0.0038523348048329353,-0.003923989832401276,-0.003917412366718054,-0.0037997085601091385
17/05/19 14:45:00,-0.0038525224663317204,-0.0039241015911102295,-0.003917507827281952,-0.0037998163606971502
17/05/19 15:00:00,-0.0038528512232005596,-0.003924500197172165,-0.003917953465133905,-0.0038001867942512035
17/05/19 15:15:00,-0.003853367641568184,-0.00392497843131423,-0.003918398637324572,-0.0038007269613444805
17/05/19 15:30:00,-0.0038530705496668816,-0.0039247069507837296,-0.003918112255632877,-0.003800403093919158
17/05/19 15:45:00,-0.0038528512232005596,-0.003924436401575804,-0.003917873837053776,-0.0038001867942512035
17/05/19 16:00:00,-0.003852694761008024,-0.003924292977899313,-0.003917730413377285,-0.003800047794356942
17/05/19 16:15:00,-0.0038505822885781527,-0.003922189120203257,-0.003915566485375166,-0.003797933692112565
17/05/19 16:30:00,-0.003848250489681959,-0.003919782117009163,-0.003913243301212788,-0.003795664757490158
17/05/19 16:45:00,-0.0038497215136885643,-0.003921296447515488,-0.003914675209671259,-0.0037970845587551594
17/05/19 17:00:00,-0.003847530810162425,-0.003919033333659172,-0.00391251128166914,-0.0037948775570839643
17/05/19 17:15:00,-0.003851348999887705,-0.003922954201698303,-0.003916314337402582,-0.0037987360265105963
17/05/19 17:30:00,-0.0038540714886039495,-0.003925727680325508,-0.003919146489351988,-0.003801375161856413
17/05/19 17:45:00,-0.0038546978030353785,-0.00392631720751524,-0.0039197830483317375,-0.003802007995545864
17/05/19 18:00:00,-0.0038547604344785213,-0.003926444798707962,-0.00391983101144433,-0.0038020543288439512
17/05/19 18:15:00,-0.003857248229905963,-0.003928963094949722,-0.003922360949218273,-0.003804508363828063
17/05/19 18:30:00,-0.003856857307255268,-0.00392853282392025,-0.003921994939446449,-0.0038041225634515285
17/05/19 18:45:00,-0.0038571699988096952,-0.003928899299353361,-0.003922265488654375,-0.0038044622633606195
17/05/19 19:00:00,-0.0038570761680603027,-0.0039288196712732315,-0.003922233823686838,-0.003804384730756283
17/05/19 19:15:00,-0.0038579211104661226,-0.003929600585252047,-0.003923013340681791,-0.0038051411975175142
17/05/19 19:30:00,-0.003858046606183052,-0.0039298078045248985,-0.003923235926777124,-0.003805357264354825
17/05/19 19:45:00,-0.0038591730408370495,-0.003930891864001751,-0.003924286458641291,-0.003806406632065773
17/05/19 20:00:00,-0.0038622089195996523,-0.003933999687433243,-0.003927373327314854,-0.003809416200965643
17/05/19 20:15:00,-0.0038634296506643295,-0.0039352430030703545,-0.003928693942725658,-0.003810666501522064
17/05/19 20:30:00,-0.003865150734782219,-0.003937012515962124,-0.003930396866053343,-0.003812317969277501
17/05/19 20:45:00,-0.003866856452077627,-0.003938749432563782,-0.003932131454348564,-0.003814015770331025
17/05/19 21:00:00,-0.0038676701951771975,-0.003939562477171421,-0.003933006431907415,-0.0038148181047290564
17/05/19 21:15:00,-0.0038689065258949995,-0.003940869588404894,-0.003934215754270554,-0.0038160684052854776
17/05/19 21:30:00,-0.003871816908940673,-0.003943802323192358,-0.003937175497412682,-0.0038188770413398743
17/05/19 21:45:00,-0.003873209934681654,-0.00394526869058609,-0.003938639536499977,-0.0038202970754355192
17/05/19 22:00:00,-0.0038759170565754175,-0.003947930876165628,-0.003941328264772892,-0.0038229210767894983
17/05/19 22:15:00,-0.0038773566484451294,-0.00394947687163949,-0.003942808602005243,-0.0038243872113525867
17/05/19 22:30:00,-0.0038790933322161436,-0.003951166290789843,-0.003944542724639177,-0.003826023079454899
17/05/19 22:45:00,-0.003880423493683338,-0.003952569328248501,-0.0039459592662751675,-0.003827381180599332
17/05/19 23:00:00,-0.0038832244463264942,-0.003955374006181955,-0.003948759753257036,-0.003830097848549485
17/05/19 23:15:00,-0.0038864638190716505,-0.003958705347031355,-0.003952053841203451,-0.003833338851109147
17/05/19 23:30:00,-0.003888936247676611,-0.003961191978305578,-0.003954535815864801,-0.003835699986666441
17/05/19 23:45:00,-0.0038903914391994476,-0.003962754271924496,-0.003956111613661051,-0.0038371970877051353
17/05/20 00:00:00,-0.0038923476822674274,-0.003964762203395367,-0.003958084154874086,-0.0038392033893615007
17/05/20 00:15:00,-0.003893802873790264,-0.003966196905821562,-0.003959564492106438,-0.0038405463565140963
17/05/20 00:30:00,-0.003894851077347994,-0.0039672330021858215,-0.0039605507627129555,-0.003841611323878169
17/05/20 00:45:00,-0.003896024776622653,-0.003968460019677877,-0.003961808048188686,-0.0038427840918302536
17/05/20 01:00:00,-0.003897214075550437,-0.003969655372202396,-0.0039630490355193615,-0.0038439419586211443
17/05/20 01:15:00,-0.0038995612412691116,-0.003972062841057777,-0.003965356387197971,-0.003846318693831563
17/05/20 01:30:00,-0.003900719340890646,-0.003973241895437241,-0.0039665657095611095,-0.003847383428364992
17/05/20 01:45:00,-0.0039018148090690374,-0.003974373452365398,-0.003967695403844118,-0.003848510328680277
17/05/20 02:00:00,-0.0039046783931553364,-0.003977290354669094,-0.003970607649534941,-0.0038513189647346735
17/05/20 02:15:00,-0.003907542210072279,-0.0039802235551178455,-0.003973519429564476,-0.0038541280664503574
17/05/20 02:30:00,-0.003908215090632439,-0.003980845212936401,-0.003974155988544226,-0.003854791633784771
17/05/20 02:45:00,-0.003908168058842421,-0.003980845212936401,-0.003974235616624355,-0.003854791633784771
17/05/20 03:00:00,-0.003908887971192598,-0.003981562331318855,-0.0039748880080878735,-0.003855455433949828
17/05/20 03:15:00,-0.003909810911864042,-0.003982486668974161,-0.00397581048309803,-0.003856381168588996
17/05/20 03:30:00,-0.003910202533006668,-0.003982869442552328,-0.003976271953433752,-0.0038567516021430492
17/05/20 03:45:00,-0.003911078441888094,-0.003983825445175171,-0.003977084066718817,-0.0038576158694922924
17/05/20 04:00:00,-0.003910969011485577,-0.00398368202149868,-0.003976988606154919,-0.003857476869598031
17/05/20 04:15:00,-0.003912987653166056,-0.00398567458614707,-0.003979024942964315,-0.003859499003738165
17/05/20 04:30:00,-0.00391414575278759,-0.00398693373426795,-0.003980186767876148,-0.0038606254383921623
17/05/20 04:45:00,-0.003915006294846535,-0.003987746778875589,-0.003981125541031361,-0.0038615053053945303
17/05/20 05:00:00,-0.003916273824870586,-0.003989101387560368,-0.003982446156442165,-0.003862848272547126
17/05/20 05:15:00,-0.003917384892702103,-0.0039901696145534515,-0.003983465023338795,-0.0038638049736618996
17/05/20 05:30:00,-0.003918448928743601,-0.003991332836449146,-0.003984642215073109,-0.0038649626076221466
17/05/20 05:45:00,-0.003919215872883797,-0.003991986624896526,-0.0039853425696492195,-0.003865595441311598
17/05/20 06:00:00,-0.003919481765478849,-0.0039923531003296375,-0.003985676448792219,-0.003865903941914439
17/05/20 06:15:00,-0.0039193881675601006,-0.003992273472249508,-0.003985580988228321,-0.0038658268749713898
17/05/20 06:30:00,-0.003920232877135277,-0.003993070684373379,-0.003986408468335867,-0.0038666294422000647
17/05/20 06:45:00,-0.003919951152056456,-0.003992815036326647,-0.003986074589192867,-0.003866335842758417
17/05/20 07:00:00,-0.0039198570884764194,-0.003992751706391573,-0.003986137919127941,-0.0038662743754684925
17/05/20 07:15:00,-0.003918574191629887,-0.0039914445951581,-0.003984674345701933,-0.003864993341267109
17/05/20 07:30:00,-0.003918120637536049,-0.003990966361016035,-0.003984292037785053,-0.0038645921740680933
17/05/20 07:45:00,-0.003917384892702103,-0.003990232944488525,-0.003983560483902693,-0.0038638669066131115
17/05/20 08:00:00,-0.00391752552241087,-0.003990360535681248,-0.003983639646321535,-0.0038639595732092857
17/05/20 08:15:00,-0.0039177448488771915,-0.003990599885582924,-0.003983926493674517,-0.0038642524741590023
17/05/20 08:30:00,-0.003918057773262262,-0.003990838769823313,-0.003984212875366211,-0.0038644997403025627
17/05/20 08:45:00,-0.00391752552241087,-0.003990376368165016,-0.003983671311289072,-0.0038639747072011232
17/05/20 09:00:00,-0.003916540183126926,-0.003989356569945812,-0.003982700873166323,-0.003863017773255706
17/05/20 09:15:00,-0.003913989290595055,-0.003986662719398737,-0.003980027511715889,-0.003860440570861101
17/05/20 09:30:00,-0.003912894055247307,-0.003985610790550709,-0.003978913649916649,-0.0038593756034970284
17/05/20 09:45:00,-0.00391350407153368,-0.003986216615885496,-0.003979566041380167,-0.0038600238040089607
17/05/20 10:00:00,-0.00391411455348134,-0.003986853640526533,-0.00398017093539238,-0.003860610304400325
17/05/20 10:15:00,-0.0039131129160523415,-0.003985833842307329,-0.003979168366640806,-0.0038595758378505707
17/05/20 10:30:00,-0.003910780884325504,-0.00398345896974206,-0.003976845182478428,-0.0038573381025344133
17/05/20 10:45:00,-0.00390887213870883,-0.003981498535722494,-0.003974824212491512,-0.0038553935009986162
17/05/20 11:00:00,-0.003906494006514549,-0.0039790598675608635,-0.003972405567765236,-0.003853093832731247
17/05/20 11:15:00,-0.0039056800305843353,-0.003978246822953224,-0.003971609752625227,-0.003852275898680091
17/05/20 11:30:00,-0.003906806465238333,-0.003979426342993975,-0.003972755745053291,-0.0038534027989953756
17/05/20 11:45:00,-0.003903348231688142,-0.003975935745984316,-0.00396927073597908,-0.0038500227965414524
17/05/20 12:00:00,-0.003902707016095519,-0.0039752027951180935,-0.003968570847064257,-0.0038493433967232704
17/05/20 12:15:00,-0.0039018774405121803,-0.00397435761988163,-0.0039677429012954235,-0.003848494729027152
17/05/20 12:30:00,-0.0039028318133205175,-0.003975362051278353,-0.003968681674450636,-0.0038494823966175318
17/05/20 12:45:00,-0.003902440657839179,-0.003974995110183954,-0.003968347795307636,-0.003849111730232835
17/05/20 13:00:00,-0.0039003752171993256,-0.003972811624407768,-0.003966199699789286,-0.00384702836163342
17/05/20 13:15:00,-0.0038985598366707563,-0.00397102627903223,-0.0039644017815589905,-0.0038452690932899714
17/05/20 13:30:00,-0.003895179834216833,-0.003967519849538803,-0.003960900940001011,-0.0038419198244810104
17/05/20 13:45:00,-0.0038927230052649975,-0.003965064883232117,-0.003958434332162142,-0.003839527489617467
17/05/20 14:00:00,-0.003890015883371234,-0.003962276037782431,-0.0039556813426315784,-0.003836780320852995
17/05/20 14:15:00,-0.0038876687176525593,-0.00395991699770093,-0.003953310661017895,-0.003834542352706194
17/05/20 14:30:00,-0.003887324361130595,-0.003959582187235355,-0.003952912986278534,-0.0038342031184583902
17/05/20 14:45:00,-0.0038852274883538485,-0.003957414533942938,-0.003950828220695257,-0.0038321041502058506
17/05/20 15:00:00,-0.0038839755579829216,-0.003956155385822058,-0.003949587233364582,-0.0038308845832943916
17/05/20 15:15:00,-0.0038820512127131224,-0.003954194951802492,-0.0039475662633776665,-0.003828970715403557
17/05/20 15:30:00,-0.0038787024095654488,-0.0039508156478405,-0.003944208845496178,-0.0038256682455539703
17/05/20 15:45:00,-0.00387770077213645,-0.003949747886508703,-0.003943174611777067,-0.003824680345132947
17/05/20 16:00:00,-0.003875212511047721,-0.00394726125523448,-0.003940675873309374,-0.0038222726434469223
17/05/20 16:15:00,-0.0038731470704078674,-0.003945093601942062,-0.003938496578484774,-0.003820158075541258
17/05/20 16:30:00,-0.0038722706958651543,-0.003944248892366886,-0.0039376369677484035,-0.0038193557411432266
17/05/20 16:45:00,-0.003871738677844405,-0.003943722695112228,-0.0039370800368487835,-0.0038187846075743437
17/05/20 17:00:00,-0.0038694385439157486,-0.003941347822546959,-0.003934851847589016,-0.0038165778387337923
17/05/20 17:15:00,-0.003868733998388052,-0.003940694034099579,-0.003934056498110294,-0.003815883072093129
17/05/20 17:30:00,-0.0038680299185216427,-0.003939897287636995,-0.003933324944227934,-0.0038151266053318977
17/05/20 17:45:00,-0.0038680771831423044,-0.003939976915717125,-0.003933340776711702,-0.0038152041379362345
17/05/20 18:00:00,-0.0038666059263050556,-0.003938478883355856,-0.0039319247007369995,-0.0038137994706630707
17/05/20 18:15:00,-0.0038656359538435936,-0.003937522415071726,-0.003930921666324139,-0.0038128274027258158
17/05/20 18:30:00,-0.0038663712330162525,-0.003938255365937948,-0.0039316220209002495,-0.0038135370705276728
17/05/20 18:45:00,-0.0038660585414618254,-0.00393793685361743,-0.003931303508579731,-0.0038132129702717066
17/05/20 19:00:00,-0.0038661679718643427,-0.003938000649213791,-0.003931398969143629,-0.003813305636867881
17/05/20 19:15:00,-0.0038660429418087006,-0.003937888890504837,-0.003931319806724787,-0.0038131973706185818
17/05/20 19:30:00,-0.003867920720949769,-0.003939865622669458,-0.003933229483664036,-0.003815065138041973
17/05/20 19:45:00,-0.0038694385439157486,-0.003941363655030727,-0.003934772685170174,-0.0038165622390806675
17/05/20 20:00:00,-0.0038705184124410152,-0.0039424956776201725,-0.003935902379453182,-0.0038176735397428274
17/05/20 20:15:00,-0.003871409920975566,-0.003943340387195349,-0.0039367456920444965,-0.003818460274487734
17/05/20 20:30:00,-0.0038720674347132444,-0.003944105468690395,-0.003937477711588144,-0.003819170640781522
17/05/20 20:45:00,-0.003873788518831134,-0.003945779055356979,-0.003939148969948292,-0.003820790909230709
17/05/20 21:00:00,-0.0038745556958019733,-0.0039465599693357944,-0.00393997598439455,-0.0038215937092900276
17/05/20 21:15:00,-0.003875979222357273,-0.0039480580016970634,-0.003941407892853022,-0.00382302887737751
17/05/20 21:30:00,-0.0038777319714426994,-0.003949795849621296,-0.003943222109228373,-0.003824695711955428
17/05/20 21:45:00,-0.0038789212703704834,-0.003951054532080889,-0.003944383934140205,-0.0038259457796812057
17/05/20 22:00:00,-0.003881300101056695,-0.0039534298703074455,-0.00394681841135025,-0.00382822984829545
17/05/20 22:15:00,-0.003883709665387869,-0.003955916501581669,-0.003949252888560295,-0.003830652916803956
17/05/20 22:30:00,-0.0038854777812957764,-0.003957685548812151,-0.003951051272451878,-0.003832366317510605
17/05/20 22:45:00,-0.003886902006343007,-0.00395918358117342,-0.003952514845877886,-0.00383378635160625
17/05/20 23:00:00,-0.0038890615105628967,-0.003961383365094662,-0.003954726736992598,-0.0038359009195119143
17/05/20 23:15:00,-0.0038908610586076975,-0.003963136579841375,-0.0039565409533679485,-0.003837690921500325
17/05/20 23:30:00,-0.003892566543072462,-0.00396495359018445,-0.0039582750760018826,-0.003839373355731368
17/05/20 23:45:00,-0.0038947572465986013,-0.00396716920658946,-0.003960534930229187,-0.003841549390926957
17/05/21 00:00:00,-0.003897136077284813,-0.003969559911638498,-0.0039629219099879265,-0.0038438800256699324
17/05/21 00:15:00,-0.003898466005921364,-0.003970946650952101,-0.003964322153478861,-0.0038451917935162783
17/05/21 00:30:00,-0.0039006255101412535,-0.0039731464348733425,-0.00396648608148098,-0.00384735269472003
17/05/21 00:45:00,-0.0039032388012856245,-0.003975776489824057,-0.003969111945480108,-0.003849899163469672
17/05/21 01:00:00,-0.0039050853811204433,-0.0039777206256985664,-0.0039710369892418385,-0.003851735731586814
17/05/21 01:15:00,-0.003906791098415852,-0.0039793942123651505,-0.003972739912569523,-0.0038534027989953756
17/05/21 01:30:00,-0.003909028600901365,-0.003981753718107939,-0.003975046798586845,-0.0038556407671421766
17/05/21 01:45:00,-0.003911281935870647,-0.003984016831964254,-0.003977338317781687,-0.003857878502458334
17/05/21 02:00:00,-0.003913050051778555,-0.0039857542142271996,-0.0039791204035282135,-0.003859560703858733
17/05/21 02:15:00,-0.003914427477866411,-0.003987220581620932,-0.003980504814535379,-0.003860934404656291
17/05/21 02:30:00,-0.00391580443829298,-0.003988591488450766,-0.0039819213561713696,-0.003862292505800724
17/05/21 02:45:00,-0.003917541354894638,-0.003990344703197479,-0.003983671311289072,-0.003863943973556161
17/05/21 03:00:00,-0.003918026108294725,-0.003990838769823313,-0.003984132781624794,-0.003864468540996313
17/05/21 03:15:00,-0.003918949514627457,-0.003991795238107443,-0.003985135816037655,-0.003865364007651806
17/05/21 03:30:00,-0.003919998183846474,-0.003992910962551832,-0.003986170049756765,-0.003866444109007716
17/05/21 03:45:00,-0.003920889925211668,-0.003993707709014416,-0.003987060859799385,-0.003867277642711997
17/05/21 04:00:00,-0.0039215004071593285,-0.003994456958025694,-0.003987713251262903,-0.0038679104764014482
17/05/21 04:15:00,-0.003922251518815756,-0.003995110280811787,-0.003988413605839014,-0.0038685742765665054
