Date/heure,Temperature,Tension
2017/05/19 14:45:00,13.18,0.6484300000000001
2017/05/19 15:00:00,13.186,0.64889
2017/05/19 15:15:00,13.224,0.6480899999999999
2017/05/19 15:30:00,13.218,0.64805
2017/05/19 15:45:00,13.26,0.64851
2017/05/19 15:59:59,13.302,0.64813
2017/05/19 16:14:59,13.348,0.64832
2017/05/19 16:29:59,13.4,0.64908
2017/05/19 16:44:59,13.424,0.65251
2017/05/19 16:59:59,13.38,0.65587
2017/05/19 17:14:59,13.394,0.67372
2017/05/19 17:29:59,13.345,0.71386
2017/05/19 17:44:59,13.332,0.72614
2017/05/19 17:59:59,13.364,0.72545
2017/05/19 18:14:59,13.357,0.78374
2017/05/19 18:29:59,13.382,0.7761899999999999
2017/05/19 18:44:59,13.409,0.6763600000000001
2017/05/19 18:59:59,13.422,0.6783399999999999
2017/05/19 19:14:59,13.421,0.65766
2017/05/19 19:29:59,13.403,0.65652
2017/05/19 19:44:59,13.373,0.6556
2017/05/19 19:59:59,13.347,0.65522
2017/05/19 20:14:59,13.306,0.6560199999999999
2017/05/19 20:29:59,13.273,0.65599
2017/05/19 20:44:59,13.252,0.65591
2017/05/19 20:59:59,13.239,0.65591
2017/05/19 21:14:59,13.227,0.65576
2017/05/19 21:29:59,13.21,0.6560600000000001
2017/05/19 21:44:59,13.194,0.6560600000000001
2017/05/19 21:59:59,13.175,0.6560600000000001
2017/05/19 22:14:59,13.157,0.65614
2017/05/19 22:29:59,13.129,0.65591
2017/05/19 22:44:59,13.087,0.65595
2017/05/19 22:59:59,13.038,0.65518
2017/05/19 23:14:59,12.986,0.65515
2017/05/19 23:29:59,12.942,0.65515
2017/05/19 23:44:59,12.895,0.65522
2017/05/19 23:59:59,12.853,0.6552600000000001
2017/05/20 00:14:59,12.809,0.6553
2017/05/20 00:29:59,12.764,0.65537
2017/05/20 00:44:59,12.717,0.65537
2017/05/20 00:59:59,12.671,0.65537
2017/05/20 01:14:59,12.627,0.6555300000000001
2017/05/20 01:29:59,12.583,0.65541
2017/05/20 01:44:59,12.539,0.65557
2017/05/20 01:59:59,12.499,0.65568
2017/05/20 02:14:59,12.459,0.65583
2017/05/20 02:29:59,12.422,0.65591
2017/05/20 02:44:59,12.384,0.65591
2017/05/20 02:59:59,12.348,0.6560199999999999
2017/05/20 03:14:59,12.311,0.6561
2017/05/20 03:29:59,12.278,0.6561
2017/05/20 03:44:59,12.249,0.65625
2017/05/20 03:59:59,12.214,0.65637
2017/05/20 04:14:59,12.178,0.65633
2017/05/20 04:29:59,12.14,0.6564800000000001
2017/05/20 04:44:59,12.106,0.65652
2017/05/20 04:59:59,12.063,0.65675
2017/05/20 05:14:59,12.019,0.6570199999999999
2017/05/20 05:29:59,11.975,0.6572399999999999
2017/05/20 05:44:59,11.939,0.6574
2017/05/20 05:59:59,11.901,0.65785
2017/05/20 06:14:59,11.863,0.6579699999999999
2017/05/20 06:29:59,11.83,0.65805
2017/05/20 06:44:59,11.793,0.65835
2017/05/20 06:59:59,11.76,0.65873
2017/05/20 07:14:59,11.74,0.6591899999999999
2017/05/20 07:29:59,11.736,0.6602600000000001
2017/05/20 07:44:59,11.724,0.6612899999999999
2017/05/20 07:59:59,11.718,0.66232
2017/05/20 08:14:59,11.728,0.66304
2017/05/20 08:29:59,11.733,0.66373
2017/05/20 08:44:59,11.718,0.6635800000000001
2017/05/20 08:59:59,11.699000000000002,0.66381
2017/05/20 09:14:59,11.715,0.66278
2017/05/20 09:29:59,11.751,0.66255
2017/05/20 09:44:59,11.777,0.66255
2017/05/20 09:59:59,11.792,0.66472
2017/05/20 10:14:59,11.787,0.66438
2017/05/20 10:29:59,11.807,0.66491
2017/05/20 10:44:59,11.866,0.6659
2017/05/20 10:59:59,11.93,0.66514
2017/05/20 11:14:59,11.974,0.66438
2017/05/20 11:29:59,12.009,0.6641100000000001
2017/05/20 11:44:59,12.027,0.66255
2017/05/20 11:59:59,12.063,0.66274
2017/05/20 12:14:59,12.099,0.66346
2017/05/20 12:29:59,12.072,0.66201
2017/05/20 12:44:59,12.043,0.66106
2017/05/20 12:59:59,12.066,0.6610199999999999
2017/05/20 13:14:59,12.136,0.65965
2017/05/20 13:29:59,12.219,0.65972
2017/05/20 13:44:59,12.298,0.66079
2017/05/20 13:59:59,12.349,0.66033
2017/05/20 14:14:59,12.438,0.66087
2017/05/20 14:29:59,12.470999999999998,0.66033
2017/05/20 14:44:59,12.474,0.6595300000000001
2017/05/20 14:59:59,12.524,0.66022
2017/05/20 15:14:59,12.604,0.66114
2017/05/20 15:29:59,12.686,0.6612899999999999
2017/05/20 15:44:59,12.767,0.66552
2017/05/20 15:59:59,12.818,0.65454
2017/05/20 16:14:59,12.897,0.66178
2017/05/20 16:29:59,13.001,0.68105
2017/05/20 16:44:59,13.023,0.77623
2017/05/20 16:59:59,13.117,0.89925
2017/05/20 17:14:59,13.159,0.82734
2017/05/20 17:29:59,13.154000000000002,0.8888
2017/05/20 17:44:59,13.163,0.8922
2017/05/20 17:59:59,13.224,0.91203
2017/05/20 18:14:59,13.285,0.93977
2017/05/20 18:29:59,13.324000000000002,0.91672
2017/05/20 18:44:59,13.347,0.98222
2017/05/20 18:59:59,13.390999999999998,1.22499
2017/05/20 19:14:59,13.455,1.08015
2017/05/20 19:29:59,13.449000000000002,0.77108
2017/05/20 19:44:59,13.44,0.8591200000000001
2017/05/20 19:59:59,13.428,0.836
2017/05/20 20:14:59,13.416,0.79862
2017/05/20 20:29:59,13.394,0.80064
2017/05/20 20:44:59,13.362,0.78382
2017/05/20 20:59:59,13.332,0.81609
2017/05/20 21:14:59,13.308,0.80724
2017/05/20 21:29:59,13.285,0.8284100000000001
2017/05/20 21:44:59,13.258,0.83036
2017/05/20 21:59:59,13.23,0.81239
2017/05/20 22:14:59,13.2,0.8024
2017/05/20 22:29:59,13.165,0.79274
2017/05/20 22:44:59,13.127,0.78374
2017/05/20 22:59:59,13.09,0.78332
2017/05/20 23:14:59,13.048,0.78149
2017/05/20 23:29:59,13.002,0.77867
2017/05/20 23:44:59,12.959,0.68093
2017/05/20 23:59:59,12.907,0.6801699999999999
2017/05/21 00:14:59,12.853,0.67956
2017/05/21 00:29:59,12.796,0.67903
2017/05/21 00:44:59,12.739,0.67891
2017/05/21 00:59:59,12.681,0.67906
2017/05/21 01:14:59,12.621,0.6786800000000001
2017/05/21 01:29:59,12.554,0.67891
2017/05/21 01:44:59,12.491,0.6784899999999999
2017/05/21 01:59:59,12.423,0.67853
2017/05/21 02:14:59,12.355,0.6779999999999999
2017/05/21 02:29:59,12.292,0.67796
2017/05/21 02:44:59,12.227,0.67777
2017/05/21 02:59:59,12.165,0.67742
2017/05/21 03:14:59,12.107,0.6771199999999999
2017/05/21 03:29:59,12.042,0.67628
2017/05/21 03:44:59,11.981,0.6765899999999999
2017/05/21 03:59:59,11.922,0.67548
2017/05/21 04:14:59,11.862,0.6751699999999999
2017/05/21 04:29:59,11.804,0.67445
2017/05/21 04:44:59,11.748,0.67372
2017/05/21 04:59:59,11.692,0.6717
2017/05/21 05:14:59,11.636,0.6694899999999999
2017/05/21 05:29:59,11.584,0.66682
2017/05/21 05:44:59,11.532,0.66457
2017/05/21 05:59:59,11.484000000000002,0.66281
2017/05/21 06:14:59,11.444,0.66152
2017/05/21 06:29:59,11.409,0.65999
2017/05/21 06:44:59,11.382,0.65866
2017/05/21 06:59:59,11.365,0.65759
2017/05/21 07:14:59,11.362,0.65633
2017/05/21 07:29:59,11.373,0.65572
2017/05/21 07:44:59,11.396,0.65515
2017/05/21 07:59:59,11.432,0.65454
2017/05/21 08:14:59,11.481,0.65385
2017/05/21 08:29:59,11.54,0.6532399999999999
2017/05/21 08:44:59,11.607,0.6524800000000001
2017/05/21 08:59:59,11.675,0.65187
2017/05/21 09:14:59,11.749,0.6511
2017/05/21 09:29:59,11.822,0.65064
2017/05/21 09:44:59,11.89,0.6501100000000001
2017/05/21 09:59:59,11.959,0.64961
2017/05/21 10:14:59,12.033,0.6492
2017/05/21 10:29:59,12.124,0.64885
2017/05/21 10:44:59,12.177,0.64855
2017/05/21 10:59:59,12.217,0.64836
2017/05/21 11:14:59,12.278,0.6480899999999999
2017/05/21 11:29:59,12.316,0.64794
2017/05/21 11:44:59,12.323,0.64778
2017/05/21 11:59:59,12.313,0.64767
2017/05/21 12:14:59,12.363,0.64755
2017/05/21 12:29:59,12.425999999999998,0.64744
2017/05/21 12:44:59,12.47,0.6472899999999999
2017/05/21 12:59:59,12.485,0.6548
2017/05/21 13:14:59,12.497,0.65423
2017/05/21 13:29:59,12.544,0.65408
2017/05/21 13:44:59,12.622,0.65347
2017/05/21 13:59:59,12.695,0.65267
2017/05/21 14:14:59,12.775,0.65236
2017/05/21 14:29:59,12.868,0.6529
2017/05/21 14:44:59,12.970999999999998,0.65503
2017/05/21 14:59:59,13.073,0.6606
2017/05/21 15:14:59,13.142,0.6735
2017/05/21 15:29:59,13.216,0.73198
2017/05/21 15:44:59,13.263,0.75383
2017/05/21 15:59:59,13.354,0.65747
2017/05/21 16:14:59,13.511,0.6430899999999999
2017/05/21 16:29:59,13.675,0.6426
2017/05/21 16:44:59,13.784,0.63725
2017/05/21 16:59:59,13.867,0.6342399999999999
2017/05/21 17:14:59,13.979,0.63436
2017/05/21 17:29:59,14.005999999999998,0.6372899999999999
2017/05/21 17:44:59,14.167,0.63699
2017/05/21 17:59:58,14.255999999999998,0.63626
2017/05/21 18:14:58,14.337,0.63367
2017/05/21 18:29:58,14.367,0.63256
2017/05/21 18:44:58,14.405,0.6323
2017/05/21 18:59:58,14.435,0.63188
2017/05/21 19:14:58,14.451,0.6311100000000001
2017/05/21 19:29:58,14.474,0.63115
2017/05/21 19:44:58,14.49,0.6313
2017/05/21 19:59:58,14.502,0.63088
2017/05/21 20:14:58,14.493,0.63085
2017/05/21 20:29:58,14.468,0.63088
2017/05/21 20:44:58,14.445,0.6312300000000001
2017/05/21 20:59:58,14.424,0.6312300000000001
2017/05/21 21:14:58,14.380999999999998,0.6311899999999999
2017/05/21 21:29:58,14.333,0.63127
2017/05/21 21:44:58,14.279000000000002,0.63134
2017/05/21 21:59:58,14.219,0.63138
2017/05/21 22:14:58,14.158,0.63146
2017/05/21 22:29:58,14.095,0.63149
2017/05/21 22:44:58,14.027,0.63157
2017/05/21 22:59:58,13.957,0.63157
2017/05/21 23:14:58,13.882,0.63161
2017/05/21 23:29:58,13.811,0.63165
2017/05/21 23:44:58,13.742,0.63176
2017/05/21 23:59:58,13.672,0.63184
2017/05/22 00:14:58,13.599,0.6319100000000001
2017/05/22 00:29:58,13.533,0.63203
2017/05/22 00:44:58,13.469,0.63207
2017/05/22 00:59:58,13.401,0.63226
2017/05/22 01:14:58,13.332,0.6323300000000001
2017/05/22 01:29:58,13.261,0.63249
2017/05/22 01:44:58,13.191,0.6326
2017/05/22 01:59:58,13.123,0.63268
2017/05/22 02:14:58,13.057,0.63275
2017/05/22 02:29:58,12.99,0.63283
2017/05/22 02:44:58,12.927,0.63298
2017/05/22 02:59:58,12.867,0.6331
2017/05/22 03:14:58,12.806,0.63317
2017/05/22 03:29:58,12.748,0.6332899999999999
2017/05/22 03:44:58,12.69,0.63344
2017/05/22 03:59:58,12.637,0.63355
2017/05/22 04:14:58,12.582,0.63367
2017/05/22 04:29:58,12.526,0.6338199999999999
2017/05/22 04:44:58,12.470999999999998,0.63397
2017/05/22 04:59:58,12.42,0.63405
2017/05/22 05:14:58,12.393,0.63413
2017/05/22 05:29:58,12.349,0.6342399999999999
2017/05/22 05:44:58,12.299,0.6342399999999999
2017/05/22 05:59:58,12.257,0.63436
2017/05/22 06:14:58,12.224,0.63451
2017/05/22 06:29:58,12.196,0.63458
2017/05/22 06:44:58,12.177,0.63481
2017/05/22 06:59:58,12.169,0.6350399999999999
2017/05/22 07:14:58,12.175,0.63512
2017/05/22 07:29:58,12.196,0.6351899999999999
2017/05/22 07:44:58,12.23,0.6352300000000001
2017/05/22 07:59:58,12.272,0.6350399999999999
2017/05/22 08:14:58,12.332,0.63508
2017/05/22 08:29:58,12.39,0.63493
2017/05/22 08:44:58,12.446,0.63481
2017/05/22 08:59:58,12.514,0.6347
2017/05/22 09:14:58,12.585,0.63458
2017/05/22 09:29:58,12.656,0.63443
2017/05/22 09:44:58,12.719,0.6342800000000001
2017/05/22 09:59:58,12.793,0.63413
2017/05/22 10:14:58,12.868,0.6340100000000001
2017/05/22 10:29:58,12.945,0.6339
2017/05/22 10:44:58,13.01,0.63371
2017/05/22 10:59:58,13.081,0.63355
2017/05/22 11:14:58,13.153,0.6334
2017/05/22 11:29:58,13.224,0.63321
2017/05/22 11:44:58,13.288,0.6330600000000001
2017/05/22 11:59:58,13.356,0.6329100000000001
2017/05/22 12:14:58,13.428,0.63283
2017/05/22 12:29:58,13.493,0.63268
2017/05/22 12:44:58,13.55,0.6326
2017/05/22 12:59:58,13.626,0.63249
2017/05/22 13:14:58,13.675,0.63226
2017/05/22 13:29:58,13.687,0.6321
2017/05/22 13:44:58,13.684,0.6319899999999999
2017/05/22 13:59:58,13.693,0.63203
2017/05/22 14:14:58,13.729,0.63188
2017/05/22 14:29:58,13.78,0.63169
2017/05/22 14:44:58,13.828,0.63153
2017/05/22 14:59:58,13.904000000000002,0.63146
2017/05/22 15:14:58,13.975,0.6311899999999999
2017/05/22 15:29:58,14.08,0.63115
2017/05/22 15:44:58,14.21,0.6311899999999999
2017/05/22 15:59:58,14.345,0.63062
2017/05/22 16:14:58,14.435,0.62997
2017/05/22 16:29:58,14.527,0.63069
2017/05/22 16:44:58,14.637,0.62993
2017/05/22 16:59:58,14.698,0.62947
2017/05/22 17:14:58,14.813,0.62875
2017/05/22 17:29:58,14.945,0.6290899999999999
2017/05/22 17:44:58,15.084,0.6273
2017/05/22 17:59:58,15.121,0.62558
2017/05/22 18:14:58,15.146,0.62856
2017/05/22 18:29:58,15.161,0.63008
2017/05/22 18:44:58,15.185,0.62554
2017/05/22 18:59:58,15.211,0.62573
2017/05/22 19:14:58,15.23,0.62497
2017/05/22 19:29:58,15.254,0.62516
2017/05/22 19:44:58,15.281,0.62558
2017/05/22 19:59:58,15.312,0.6258100000000001
2017/05/22 20:14:58,15.333,0.6260399999999999
2017/05/22 20:29:58,15.342,0.62627
2017/05/22 20:44:58,15.343,0.62657
2017/05/22 20:59:58,15.345,0.62627
2017/05/22 21:14:58,15.337,0.6259600000000001
2017/05/22 21:29:58,15.317,0.6257699999999999
2017/05/22 21:44:58,15.287,0.62531
2017/05/22 21:59:58,15.248,0.6242800000000001
2017/05/22 22:14:58,15.203,0.6236
2017/05/22 22:29:58,15.157,0.62337
2017/05/22 22:44:58,15.109000000000002,0.6231800000000001
2017/05/22 22:59:58,15.066,0.6231399999999999
2017/05/22 23:14:58,15.022,0.6229899999999999
2017/05/22 23:29:58,14.978,0.62284
2017/05/22 23:44:58,14.934,0.6227199999999999
2017/05/22 23:59:58,14.890999999999998,0.62268
2017/05/23 00:14:58,14.845,0.6227199999999999
2017/05/23 00:29:58,14.797,0.6227600000000001
2017/05/23 00:44:58,14.747,0.6227600000000001
2017/05/23 00:59:58,14.694,0.62284
2017/05/23 01:14:58,14.640999999999998,0.62287
2017/05/23 01:29:58,14.589,0.6229899999999999
2017/05/23 01:44:58,14.532,0.62303
2017/05/23 01:59:58,14.478,0.6231
2017/05/23 02:14:58,14.423,0.62325
2017/05/23 02:29:58,14.372,0.62329
2017/05/23 02:44:58,14.319,0.62341
2017/05/23 02:59:58,14.268,0.62348
2017/05/23 03:14:58,14.217,0.62352
2017/05/23 03:29:58,14.168,0.62367
2017/05/23 03:44:58,14.123,0.62367
2017/05/23 03:59:58,14.08,0.62379
2017/05/23 04:14:58,14.033,0.6239
2017/05/23 04:29:58,13.984000000000002,0.6239399999999999
2017/05/23 04:44:58,13.933,0.62398
2017/05/23 04:59:58,13.888,0.6240899999999999
2017/05/23 05:14:58,13.855,0.6241300000000001
2017/05/23 05:29:58,13.829,0.62417
2017/05/23 05:44:58,13.789,0.62421
2017/05/23 05:59:58,13.765999999999998,0.6242800000000001
2017/05/23 06:14:58,13.75,0.62436
2017/05/23 06:29:58,13.735,0.6244
2017/05/23 06:44:58,13.727,0.6244
2017/05/23 06:59:58,13.726,0.62436
2017/05/23 07:14:58,13.733,0.6244
2017/05/23 07:29:58,13.739,0.6244
2017/05/23 07:44:58,13.747,0.62444
2017/05/23 07:59:58,13.757,0.62436
2017/05/23 08:14:58,13.768,0.6242800000000001
2017/05/23 08:29:58,13.781,0.6242800000000001
2017/05/23 08:44:58,13.793,0.62425
2017/05/23 08:59:58,13.822,0.62421
2017/05/23 09:14:58,13.853,0.6241300000000001
2017/05/23 09:29:58,13.892,0.6240899999999999
2017/05/23 09:44:58,13.934,0.62402
2017/05/23 09:59:58,13.988,0.6239
2017/05/23 10:14:58,14.029000000000002,0.62379
2017/05/23 10:29:58,14.069,0.62367
2017/05/23 10:44:58,14.107,0.6236
2017/05/23 10:59:58,14.146,0.62348
2017/05/23 11:14:58,14.179,0.62337
2017/05/23 11:29:58,14.214,0.62333
2017/05/23 11:44:58,14.262,0.62325
2017/05/23 11:59:58,14.307,0.6231399999999999
2017/05/23 12:14:58,14.36,0.6230600000000001
2017/05/23 12:29:58,14.405,0.6229100000000001
2017/05/23 12:44:58,14.45,0.62284
2017/05/23 12:59:58,14.505999999999998,0.6227199999999999
2017/05/23 13:14:58,14.569,0.62257
2017/05/23 13:29:58,14.626,0.62245
2017/05/23 13:44:58,14.667,0.62234
2017/05/23 13:59:58,14.694,0.6221899999999999
2017/05/23 14:14:58,14.728,0.62211
2017/05/23 14:29:58,14.791,0.6219600000000001
2017/05/23 14:44:58,14.862,0.62188
2017/05/23 14:59:58,14.93,0.62173
2017/05/23 15:14:58,14.991,0.62158
2017/05/23 15:29:58,15.061,0.6215
2017/05/23 15:44:58,15.142,0.6215
2017/05/23 15:59:58,15.228,0.62169
2017/05/23 16:14:58,15.309,0.62154
2017/05/23 16:29:58,15.424,0.62165
2017/05/23 16:44:58,15.539,0.62192
2017/05/23 16:59:58,15.633,0.62234
2017/05/23 17:14:58,15.697,0.62169
2017/05/23 17:29:58,15.773,0.6207
2017/05/23 17:44:58,15.842,0.6242800000000001
2017/05/23 17:59:58,15.897,0.6207
2017/05/23 18:14:58,15.942,0.62188
2017/05/23 18:29:58,15.953,0.6211899999999999
2017/05/23 18:44:58,15.93,0.6240899999999999
2017/05/23 18:59:58,15.974,0.62657
2017/05/23 19:14:58,15.973,0.62375
2017/05/23 19:29:58,15.961,0.62257
2017/05/23 19:44:58,15.952,0.62188
2017/05/23 19:59:57,15.944,0.62184
2017/05/23 20:14:57,15.94,0.62169
2017/05/23 20:29:57,15.931,0.62188
2017/05/23 20:44:57,15.913,0.62207
2017/05/23 20:59:57,15.901,0.62192
2017/05/23 21:14:57,15.894,0.62184
2017/05/23 21:29:57,15.877,0.62184
2017/05/23 21:44:57,15.854,0.62188
2017/05/23 21:59:57,15.821,0.6218100000000001
2017/05/23 22:14:57,15.783,0.6217699999999999
2017/05/23 22:29:57,15.743,0.62184
2017/05/23 22:44:57,15.703,0.62184
2017/05/23 22:59:57,15.666,0.6217699999999999
2017/05/23 23:14:57,15.624,0.62173
2017/05/23 23:29:57,15.588,0.62169
2017/05/23 23:44:57,15.555,0.62161
2017/05/23 23:59:57,15.517,0.62154
2017/05/24 00:14:57,15.485,0.62154
2017/05/24 00:29:57,15.451,0.6215
2017/05/24 00:44:57,15.408,0.62135
2017/05/24 00:59:57,15.361,0.62127
2017/05/24 01:14:57,15.309,0.6212300000000001
2017/05/24 01:29:57,15.248,0.6212300000000001
2017/05/24 01:44:57,15.181,0.62108
2017/05/24 01:59:57,15.111,0.6210399999999999
2017/05/24 02:14:57,15.04,0.62097
2017/05/24 02:29:57,14.969,0.62085
2017/05/24 02:44:57,14.895,0.62078
2017/05/24 02:59:57,14.83,0.62066
2017/05/24 03:14:57,14.765,0.62039
2017/05/24 03:29:57,14.705,0.6200899999999999
2017/05/24 03:44:57,14.656,0.61959
2017/05/24 03:59:57,14.613,0.6191
2017/05/24 04:14:57,14.572,0.61856
2017/05/24 04:29:57,14.535,0.6181399999999999
2017/05/24 04:44:57,14.505,0.6177199999999999
2017/05/24 04:59:57,14.481,0.61749
2017/05/24 05:14:57,14.472,0.61719
2017/05/24 05:29:57,14.474,0.61692
2017/05/24 05:44:57,14.441,0.61669
2017/05/24 05:59:57,14.418,0.61643
2017/05/24 06:14:57,14.402,0.61612
2017/05/24 06:29:57,14.388,0.61582
2017/05/24 06:44:57,14.376,0.61559
2017/05/24 06:59:57,14.367,0.61536
2017/05/24 07:14:57,14.361,0.6151300000000001
2017/05/24 07:29:57,14.36,0.61479
2017/05/24 07:44:57,14.352,0.61456
2017/05/24 07:59:57,14.34,0.61429
2017/05/24 08:14:57,14.33,0.61406
2017/05/24 08:29:57,14.328,0.6139100000000001
2017/05/24 08:44:57,14.33,0.6137600000000001
2017/05/24 08:59:57,14.336,0.61364
2017/05/24 09:14:57,14.34,0.61349
2017/05/24 09:29:57,14.349,0.61341
2017/05/24 09:44:57,14.358,0.61326
2017/05/24 09:59:57,14.367,0.6131800000000001
2017/05/24 10:14:57,14.385,0.61311
2017/05/24 10:29:57,14.390999999999998,0.61303
2017/05/24 10:44:57,14.402,0.61295
2017/05/24 10:59:57,14.425999999999998,0.61292
2017/05/24 11:14:57,14.453,0.6128399999999999
2017/05/24 11:29:57,14.49,0.61273
2017/05/24 11:44:57,14.532,0.61273
2017/05/24 11:59:57,14.587,0.61257
2017/05/24 12:14:57,14.635,0.61246
2017/05/24 12:29:57,14.659,0.61242
2017/05/24 12:44:57,14.699000000000002,0.61234
2017/05/24 12:59:57,14.719,0.61223
2017/05/24 13:14:57,14.744000000000002,0.61215
2017/05/24 13:29:57,14.773,0.61212
2017/05/24 13:44:57,14.81,0.6120399999999999
2017/05/24 13:59:57,14.882,0.612
2017/05/24 14:14:57,14.919,0.6118899999999999
2017/05/24 14:29:57,14.949000000000002,0.61177
2017/05/24 14:44:57,15.003,0.61177
2017/05/24 14:59:57,15.066,0.61173
2017/05/24 15:14:57,15.14,0.61158
2017/05/24 15:29:57,15.172,0.61154
2017/05/24 15:44:57,15.188,0.61147
2017/05/24 15:59:57,15.227,0.61135
2017/05/24 16:14:57,15.272,0.61124
2017/05/24 16:29:57,15.336,0.6112
2017/05/24 16:44:57,15.442,0.61112
2017/05/24 16:59:57,15.505999999999998,0.61112
2017/05/24 17:14:57,15.588,0.61101
2017/05/24 17:29:57,15.661,0.61093
2017/05/24 17:44:57,15.701,0.61082
2017/05/24 17:59:57,15.746,0.61177
2017/05/24 18:14:57,15.785,0.61219
2017/05/24 18:29:57,15.789,0.6120800000000001
2017/05/24 18:44:57,15.749,0.6120800000000001
2017/05/24 18:59:57,15.789,0.61192
2017/05/24 19:14:57,15.779000000000002,0.612
2017/05/24 19:29:57,15.776,0.61227
2017/05/24 19:44:57,15.772,0.61273
2017/05/24 19:59:57,15.775,0.6131800000000001
2017/05/24 20:14:57,15.773,0.61379
2017/05/24 20:29:57,15.76,0.61437
2017/05/24 20:44:57,15.736,0.6148600000000001
2017/05/24 20:59:57,15.724,0.61505
2017/05/24 21:14:57,15.704,0.61532
2017/05/24 21:29:57,15.678,0.61536
2017/05/24 21:44:57,15.646,0.61524
2017/05/24 21:59:57,15.611,0.61517
