"Date Heure, GMT+01:00","Temp., °C (SEN S/N: 21065779, LBL: Triv)","Tension, V (SEN S/N: 21065779, LBL: U)"
06/04/17 04:15:00,0.99683,13.512
06/04/17 04:30:00,0.99126,13.443
06/04/17 04:45:00,0.98528,13.374
06/04/17 05:00:00,0.97971,13.308
06/04/17 05:15:00,0.97524,13.242
06/04/17 05:30:00,0.96956,13.183
06/04/17 05:45:00,0.96674,13.132
06/04/17 06:00:00,0.96376,13.084
06/04/17 06:15:00,0.96136,13.041
06/04/17 06:30:00,0.96006,13.007
06/04/17 06:45:00,0.96036,12.977
06/04/17 07:00:00,0.96006,12.957
06/04/17 07:15:00,0.96120,12.944
06/04/17 07:30:00,0.96521,12.945
06/04/17 07:45:00,0.96815,12.939
06/04/17 08:00:00,0.97089,12.929
06/04/17 08:15:00,0.97559,12.945
06/04/17 08:30:00,0.97879,12.959
06/04/17 08:45:00,0.98383,12.956
06/04/17 09:00:00,0.98821,12.966
06/04/17 09:15:00,0.99168,12.966
06/04/17 09:30:00,0.99920,12.983
06/04/17 09:45:00,1.00423,12.992
06/04/17 10:00:00,1.01247,13.013
06/04/17 10:15:00,1.01457,13.025
06/04/17 10:30:00,1.01659,13.025
06/04/17 10:45:00,1.02037,13.019
06/04/17 11:00:00,1.01995,13.010
06/04/17 11:15:00,1.02724,13.038
06/04/17 11:30:00,1.02861,13.057
06/04/17 11:45:00,1.03880,13.091
06/04/17 12:00:00,1.04437,13.142
06/04/17 12:15:00,1.05375,13.195
06/04/17 12:30:00,1.06401,13.249
06/04/17 12:45:00,1.07156,13.284
06/04/17 13:00:00,1.06771,13.294
06/04/17 13:15:00,1.07504,13.338
06/04/17 13:30:00,1.08118,13.388
06/04/17 13:45:00,1.08907,13.434
06/04/17 14:00:00,1.09434,13.487
06/04/17 14:15:00,1.10235,13.547
06/04/17 14:30:00,1.11078,13.610
06/04/17 14:45:00,1.11849,13.679
06/04/17 15:00:00,1.12665,13.733
06/04/17 15:15:00,1.13310,13.796
06/04/17 15:30:00,1.14050,13.847
06/04/17 15:45:00,1.14591,13.903
06/04/17 16:00:00,1.15007,13.958
06/04/17 16:15:00,1.15923,14.021
06/04/17 16:30:00,1.16747,14.084
06/04/17 16:45:00,1.17620,14.153
06/04/17 17:00:00,1.18288,14.223
06/04/17 17:15:00,1.18940,14.298
06/04/17 17:30:00,1.19799,14.361
06/04/17 17:45:00,1.20428,14.418
06/04/17 18:00:00,1.20821,14.474
06/04/17 18:15:00,1.21252,14.541
06/04/17 18:30:00,1.21778,14.569
06/04/17 18:45:00,1.22339,14.625
06/04/17 19:00:00,1.22648,14.662
06/04/17 19:15:00,1.23213,14.716
06/04/17 19:30:00,1.23484,14.744
06/04/17 19:45:00,1.23503,14.776
06/04/17 20:00:00,1.23461,14.791
06/04/17 20:15:00,1.23312,14.804
06/04/17 20:30:00,1.22786,14.801
06/04/17 20:45:00,1.22351,14.789
06/04/17 21:00:00,1.22011,14.765
06/04/17 21:15:00,1.21607,14.728
06/04/17 21:30:00,1.20909,14.680
06/04/17 21:45:00,1.20172,14.628
06/04/17 22:00:00,1.19619,14.571
06/04/17 22:15:00,1.18738,14.514
06/04/17 22:30:00,1.18063,14.454
06/04/17 22:45:00,1.17365,14.399
06/04/17 23:00:00,1.16720,14.342
06/04/17 23:15:00,1.16056,14.288
06/04/17 23:30:00,1.15194,14.226
06/04/17 23:45:00,1.14363,14.167
06/05/17 00:00:00,1.13741,14.107
06/05/17 00:15:00,1.13069,14.048
06/05/17 00:30:00,1.12413,13.984
06/05/17 00:45:00,1.11616,13.922
06/05/17 01:00:00,1.10876,13.859
06/05/17 01:15:00,1.10067,13.799
06/05/17 01:30:00,1.09380,13.739
06/05/17 01:45:00,1.08705,13.681
06/05/17 02:00:00,1.08049,13.626
06/05/17 02:15:00,1.07446,13.575
06/05/17 02:30:00,1.07027,13.527
06/05/17 02:45:00,1.06447,13.476
06/05/17 03:00:00,1.05810,13.430
06/05/17 03:15:00,1.05219,13.383
06/05/17 03:30:00,1.04829,13.336
06/05/17 03:45:00,1.04406,13.294
06/05/17 04:00:00,1.03849,13.249
06/05/17 04:15:00,1.03510,13.203
06/05/17 04:30:00,1.02892,13.157
06/05/17 04:45:00,1.02564,13.109
06/05/17 05:00:00,1.02075,13.066
06/05/17 05:15:00,1.01549,13.017
06/05/17 05:30:00,1.01137,12.972
06/05/17 05:45:00,1.00626,12.935
06/05/17 06:00:00,1.00385,12.898
06/05/17 06:15:00,1.00137,12.867
06/05/17 06:30:00,0.99702,12.840
06/05/17 06:45:00,0.99702,12.821
06/05/17 07:00:00,0.99783,12.817
06/05/17 07:15:00,1.00217,12.834
06/05/17 07:30:00,1.00805,12.862
06/05/17 07:45:00,1.01350,12.889
06/05/17 08:00:00,1.02186,12.930
06/05/17 08:15:00,1.02914,12.956
06/05/17 08:30:00,1.03899,13.001
06/05/17 08:45:00,1.04608,13.034
06/05/17 09:00:00,0.00080,13.066
06/05/17 09:15:00,0.00084,13.102
06/05/17 09:30:00,0.00084,13.141
06/05/17 09:45:00,1.01156,13.178
06/05/17 10:00:00,0.00084,13.210
06/05/17 10:15:00,0.00088,13.236
06/05/17 10:30:00,0.00080,13.267
06/05/17 10:45:00,0.00088,13.294
06/05/17 11:00:00,0.00088,13.326
06/05/17 11:15:00,0.00088,13.356
06/05/17 11:30:00,0.00088,13.391
06/05/17 11:45:00,0.00088,13.431
06/05/17 12:00:00,0.00088,13.467
06/05/17 12:15:00,0.00088,13.520
06/05/17 12:30:00,0.00088,13.581
06/05/17 12:45:00,0.00088,13.642
06/05/17 13:00:00,0.00076,13.718
06/05/17 13:15:00,0.00088,13.774
06/05/17 13:30:00,1.17212,13.801
06/05/17 13:45:00,0.00092,13.843
06/05/17 14:00:00,0.00080,13.909
06/05/17 14:15:00,0.00088,13.970
06/05/17 14:30:00,0.00069,14.027
06/05/17 14:45:00,0.00092,14.117
06/05/17 15:00:00,0.00088,14.204
06/05/17 15:15:00,0.00092,14.279
06/05/17 15:30:00,1.23888,14.363
06/05/17 15:45:00,0.00084,14.439
06/05/17 16:00:00,0.00072,14.521
06/05/17 16:15:00,1.22885,14.581
06/05/17 16:30:00,1.26627,14.679
06/05/17 16:45:00,1.27474,14.732
06/05/17 17:00:00,0.00057,14.779
06/05/17 17:15:00,0.00061,14.855
06/05/17 17:30:00,1.17124,14.912
06/05/17 17:45:00,1.25322,14.988
06/05/17 18:00:00,0.00088,15.037
06/05/17 18:15:00,0.00092,15.105
06/05/17 18:30:00,0.00092,15.163
06/05/17 18:45:00,1.31262,15.203
06/05/17 19:00:00,1.31468,15.234
06/05/17 19:15:00,1.31601,15.275
06/05/17 19:30:00,1.32010,15.327
06/05/17 19:45:00,1.32284,15.346
06/05/17 20:00:00,1.32372,15.369
06/05/17 20:15:00,1.32223,15.382
06/05/17 20:30:00,1.32208,15.394
06/05/17 20:45:00,1.32033,15.399
06/05/17 21:00:00,1.31796,15.393
06/05/17 21:15:00,1.31552,15.382
06/05/17 21:30:00,1.31243,15.367
06/05/17 21:45:00,1.30968,15.343
06/05/17 22:00:00,1.30552,15.317
06/05/17 22:15:00,1.30117,15.284
06/05/17 22:30:00,1.29534,15.249
06/05/17 22:45:00,1.29080,15.215
06/05/17 23:00:00,1.28580,15.181
06/05/17 23:15:00,1.28264,15.142
06/05/17 23:30:00,1.27657,15.105
06/05/17 23:45:00,1.27115,15.069
06/06/17 00:00:00,1.26871,15.036
06/06/17 00:15:00,1.26287,15.004
06/06/17 00:30:00,1.26112,14.976
06/06/17 00:45:00,1.25998,14.945
06/06/17 01:00:00,1.25345,14.895
06/06/17 01:15:00,1.24987,14.845
06/06/17 01:30:00,1.24399,14.843
06/06/17 01:45:00,1.23404,14.782
06/06/17 02:00:00,1.23224,14.756
06/06/17 02:15:00,1.22633,14.744
06/06/17 02:30:00,1.21717,14.670
06/06/17 02:45:00,1.21084,14.611
06/06/17 03:00:00,1.20073,14.559
06/06/17 03:15:00,1.19554,14.509
06/06/17 03:30:00,1.19673,14.465
06/06/17 03:45:00,1.18448,14.423
06/06/17 04:00:00,1.18307,14.375
06/06/17 04:15:00,1.17674,14.325
06/06/17 04:30:00,1.16781,14.283
06/06/17 04:45:00,1.16548,14.246
06/06/17 05:00:00,1.15873,14.213
06/06/17 05:15:00,1.15644,14.180
06/06/17 05:30:00,1.15095,14.146
06/06/17 05:45:00,1.14988,14.114
06/06/17 06:00:00,1.15484,14.171
06/06/17 06:15:00,1.16094,14.128
06/06/17 06:30:00,1.15644,14.069
06/06/17 06:45:00,1.14862,14.014
06/06/17 07:00:00,1.13790,13.943
06/06/17 07:15:00,1.13600,13.859
06/06/17 07:30:00,1.13138,13.807
06/06/17 07:45:00,1.12970,13.780
06/06/17 08:00:00,1.13027,13.742
06/06/17 08:15:00,1.13008,13.714
06/06/17 08:30:00,1.12356,13.679
06/06/17 08:45:00,1.12070,13.649
06/06/17 09:00:00,1.12409,13.604
06/06/17 09:15:00,1.12737,13.595
06/06/17 09:30:00,1.12932,13.565
06/06/17 09:45:00,1.12211,13.530
06/06/17 10:00:00,1.12287,13.521
06/06/17 10:15:00,1.12516,13.517
06/06/17 10:30:00,1.12459,13.532
06/06/17 10:45:00,1.12451,13.512
06/06/17 11:00:00,1.11688,13.458
06/06/17 11:15:00,1.11425,13.424
06/06/17 11:30:00,1.10353,13.391
06/06/17 11:45:00,1.11563,13.418
06/06/17 12:00:00,1.12024,13.419
06/06/17 12:15:00,1.11200,13.392
06/06/17 12:30:00,1.11677,13.400
06/06/17 12:45:00,1.11170,13.385
06/06/17 13:00:00,1.11097,13.368
06/06/17 13:15:00,1.10975,13.339
06/06/17 13:30:00,1.10285,13.338
06/06/17 13:45:00,1.10174,13.320
06/06/17 14:00:00,1.11868,13.362
06/06/17 14:15:00,1.12058,13.398
06/06/17 14:30:00,1.13436,13.449
06/06/17 14:45:00,1.12680,13.439
06/06/17 15:00:00,1.12928,13.463
06/06/17 15:15:00,1.13375,13.479
06/06/17 15:30:00,1.13710,13.473
06/06/17 15:45:00,1.13081,13.458
06/06/17 16:00:00,1.12787,13.467
06/06/17 16:15:00,1.13115,13.469
06/06/17 16:30:00,1.12493,13.437
06/06/17 16:45:00,1.11532,13.409
06/06/17 17:00:00,1.11585,13.374
06/06/17 17:15:00,1.11109,13.353
06/06/17 17:30:00,1.11463,13.341
06/06/17 17:45:00,1.10967,13.371
06/06/17 18:00:00,1.13695,13.617
06/06/17 18:15:00,1.11990,13.559
06/06/17 18:30:00,1.11597,13.467
06/06/17 18:45:00,1.12680,13.532
06/06/17 19:00:00,1.12169,13.475
06/06/17 19:15:00,1.10853,13.371
06/06/17 19:30:00,1.13401,13.649
06/06/17 19:45:00,1.11742,13.517
06/06/17 20:00:00,1.10685,13.424
06/06/17 20:15:00,1.10254,13.357
06/06/17 20:30:00,1.10113,13.323
06/06/17 20:45:00,1.09548,13.281
06/06/17 21:00:00,1.08930,13.239
06/06/17 21:15:00,1.08167,13.200
06/06/17 21:30:00,1.07946,13.162
06/06/17 21:45:00,1.07782,13.127
06/06/17 22:00:00,1.07359,13.088
06/06/17 22:15:00,1.06481,13.054
06/06/17 22:30:00,1.06100,13.019
06/06/17 22:45:00,1.05932,12.989
06/06/17 23:00:00,1.05322,12.956
06/06/17 23:15:00,1.05016,12.924
06/06/17 23:30:00,1.04715,12.894
06/06/17 23:45:00,1.04215,12.856
06/07/17 00:00:00,1.03738,12.817
06/07/17 00:15:00,1.03239,12.778
06/07/17 00:30:00,1.02735,12.740
06/07/17 00:45:00,1.02445,12.705
06/07/17 01:00:00,1.01816,12.669
06/07/17 01:15:00,1.01595,12.633
06/07/17 01:30:00,1.01099,12.595
06/07/17 01:45:00,1.00515,12.557
06/07/17 02:00:00,1.00134,12.523
06/07/17 02:15:00,0.99710,12.491
06/07/17 02:30:00,0.99195,12.456
06/07/17 02:45:00,0.98913,12.423
06/07/17 03:00:00,0.98440,12.387
06/07/17 03:15:00,0.98318,12.354
06/07/17 03:30:00,0.97997,12.323
06/07/17 03:45:00,0.97654,12.295
06/07/17 04:00:00,0.97387,12.269
06/07/17 04:15:00,0.97047,12.242
06/07/17 04:30:00,0.97047,12.222
06/07/17 04:45:00,0.96967,12.198
06/07/17 05:00:00,0.96754,12.174
06/07/17 05:15:00,0.96616,12.143
06/07/17 05:30:00,0.96563,12.121
06/07/17 05:45:00,0.96448,12.099
06/07/17 06:00:00,0.96494,12.083
06/07/17 06:15:00,0.96571,12.065
06/07/17 06:30:00,0.96582,12.054
06/07/17 06:45:00,0.96654,12.040
06/07/17 07:00:00,0.96715,12.036
06/07/17 07:15:00,0.96761,12.031
06/07/17 07:30:00,0.97047,12.021
06/07/17 07:45:00,0.97150,12.040
06/07/17 08:00:00,0.97753,12.036
06/07/17 08:15:00,0.97730,12.037
06/07/17 08:30:00,0.98173,12.043
06/07/17 08:45:00,0.98646,12.059
06/07/17 09:00:00,0.99420,12.090
06/07/17 09:15:00,0.99073,12.066
06/07/17 09:30:00,0.99596,12.056
06/07/17 09:45:00,0.99191,12.050
06/07/17 10:00:00,0.99702,12.050
06/07/17 10:15:00,0.99844,12.057
06/07/17 10:30:00,1.00092,12.054
06/07/17 10:45:00,1.00568,12.075
06/07/17 11:00:00,1.01835,12.098
06/07/17 11:15:00,1.02136,12.142
06/07/17 11:30:00,1.03021,12.199
06/07/17 11:45:00,1.03632,12.231
06/07/17 12:00:00,1.04147,12.255
06/07/17 12:15:00,1.04974,12.283
06/07/17 12:30:00,1.04791,12.308
06/07/17 12:45:00,1.06542,12.334
06/07/17 13:00:00,1.05852,12.372
06/07/17 13:15:00,1.06844,12.403
06/07/17 13:30:00,1.07118,12.438
06/07/17 13:45:00,1.07633,12.487
06/07/17 14:00:00,1.08400,12.541
06/07/17 14:15:00,1.09838,12.604
06/07/17 14:30:00,1.10166,12.665
06/07/17 14:45:00,1.11975,12.719
06/07/17 15:00:00,1.12310,12.787
06/07/17 15:15:00,1.12696,12.826
06/07/17 15:30:00,1.13687,12.892
06/07/17 15:45:00,1.14469,12.948
06/07/17 16:00:00,1.15297,13.014
06/07/17 16:15:00,1.15778,13.073
06/07/17 16:30:00,1.16583,13.123
06/07/17 16:45:00,1.17327,13.181
06/07/17 17:00:00,1.17903,13.249
06/07/17 17:15:00,1.19265,13.330
06/07/17 17:30:00,1.20062,13.395
06/07/17 17:45:00,1.20634,13.448
06/07/17 18:00:00,1.21164,13.511
06/07/17 18:15:00,1.21962,13.581
06/07/17 18:30:00,1.22545,13.613
06/07/17 18:45:00,1.23472,13.690
06/07/17 19:00:00,1.23686,13.738
06/07/17 19:15:00,1.24189,13.781
06/07/17 19:30:00,1.24453,13.810
06/07/17 19:45:00,1.24563,13.832
06/07/17 20:00:00,1.24708,13.862
06/07/17 20:15:00,1.24807,13.883
06/07/17 20:30:00,1.24723,13.900
06/07/17 20:45:00,1.24529,13.904
06/07/17 21:00:00,1.24239,13.894
06/07/17 21:15:00,1.23796,13.870
06/07/17 21:30:00,1.23369,13.838
06/07/17 21:45:00,1.22671,13.799
06/07/17 22:00:00,1.22293,13.757
06/07/17 22:15:00,1.21595,13.717
06/07/17 22:30:00,1.20935,13.675
06/07/17 22:45:00,1.20409,13.629
06/07/17 23:00:00,1.19867,13.590
06/07/17 23:15:00,1.19268,13.553
06/07/17 23:30:00,1.18807,13.517
06/07/17 23:45:00,1.18162,13.481
06/08/17 00:00:00,1.17712,13.440
06/08/17 00:15:00,1.17079,13.398
06/08/17 00:30:00,1.16350,13.351
06/08/17 00:45:00,1.15831,13.305
06/08/17 01:00:00,1.14988,13.252
06/08/17 01:15:00,1.14210,13.200
06/08/17 01:30:00,1.13432,13.145
06/08/17 01:45:00,1.12783,13.090
06/08/17 02:00:00,1.12196,13.037
06/08/17 02:15:00,1.11406,12.981
06/08/17 02:30:00,1.10735,12.933
06/08/17 02:45:00,1.10018,12.880
06/08/17 03:00:00,1.09266,12.828
06/08/17 03:15:00,1.08778,12.779
06/08/17 03:30:00,1.08076,12.734
06/08/17 03:45:00,1.07462,12.689
06/08/17 04:00:00,1.06714,12.640
06/08/17 04:15:00,1.06031,12.597
06/08/17 04:30:00,1.05463,12.554
06/08/17 04:45:00,1.05039,12.520
06/08/17 05:00:00,1.04768,12.490
06/08/17 05:15:00,1.04284,12.465
06/08/17 05:30:00,1.04044,12.446
06/08/17 05:45:00,1.04078,12.435
06/08/17 06:00:00,1.03826,12.428
06/08/17 06:15:00,1.03906,12.425
06/08/17 06:30:00,1.03769,12.422
06/08/17 06:45:00,1.03883,12.425
06/08/17 07:00:00,1.04105,12.432
06/08/17 07:15:00,1.04425,12.447
06/08/17 07:30:00,1.04719,12.465
06/08/17 07:45:00,1.05303,12.499
06/08/17 08:00:00,1.05951,12.535
06/08/17 08:15:00,1.06775,12.573
06/08/17 08:30:00,1.07527,12.615
06/08/17 08:45:00,1.08515,12.663
06/08/17 09:00:00,1.09270,12.704
06/08/17 09:15:00,1.10063,12.760
06/08/17 09:30:00,1.10761,12.809
06/08/17 09:45:00,1.11940,12.859
06/08/17 10:00:00,1.13397,12.922
06/08/17 10:15:00,1.13844,12.980
06/08/17 10:30:00,1.14733,13.037
06/08/17 10:45:00,1.15332,13.085
06/08/17 11:00:00,1.15984,13.120
06/08/17 11:15:00,1.16602,13.159
06/08/17 11:30:00,1.17605,13.207
06/08/17 11:45:00,1.18307,13.263
06/08/17 12:00:00,1.18704,13.314
06/08/17 12:15:00,1.19474,13.365
06/08/17 12:30:00,1.20653,13.427
06/08/17 12:45:00,1.21553,13.506
06/08/17 13:00:00,1.22683,13.587
06/08/17 13:15:00,1.23701,13.672
06/08/17 13:30:00,1.24426,13.748
06/08/17 13:45:00,1.25528,13.823
06/08/17 14:00:00,1.26368,13.909
06/08/17 14:15:00,1.27993,14.002
06/08/17 14:30:00,1.28725,14.096
06/08/17 14:45:00,1.30144,14.207
06/08/17 15:00:00,1.31044,14.276
06/08/17 15:15:00,1.32090,14.358
06/08/17 15:30:00,1.33474,14.457
06/08/17 15:45:00,1.34752,14.565
06/08/17 16:00:00,1.35897,14.664
06/08/17 16:15:00,1.36923,14.762
06/08/17 16:30:00,1.38190,14.859
06/08/17 16:45:00,1.39448,14.972
06/08/17 17:00:00,1.40631,15.084
06/08/17 17:15:00,1.41714,15.197
06/08/17 17:30:00,1.43099,15.303
06/08/17 17:45:00,1.44190,15.400
06/08/17 18:00:00,1.45209,15.494
06/08/17 18:15:00,1.45914,15.590
06/08/17 18:30:00,1.46944,15.663
06/08/17 18:45:00,1.47368,15.721
06/08/17 19:00:00,1.47837,15.773
06/08/17 19:15:00,1.47967,15.825
06/08/17 19:30:00,1.48165,15.870
06/08/17 19:45:00,1.48493,15.921
06/08/17 20:00:00,1.48814,15.976
06/08/17 20:15:00,1.49138,16.022
06/08/17 20:30:00,1.49435,16.062
06/08/17 20:45:00,1.49470,16.088
06/08/17 21:00:00,1.49397,16.093
06/08/17 21:15:00,1.49092,16.086
06/08/17 21:30:00,1.48722,16.065
06/08/17 21:45:00,1.48344,16.040
06/08/17 22:00:00,1.47955,16.015
06/08/17 22:15:00,1.47318,15.989
06/08/17 22:30:00,1.47028,15.967
06/08/17 22:45:00,1.46811,15.946
06/08/17 23:00:00,1.46513,15.922
06/08/17 23:15:00,1.46250,15.895
06/08/17 23:30:00,1.45979,15.868
06/08/17 23:45:00,1.45392,15.840
06/09/17 00:00:00,1.45075,15.809
06/09/17 00:15:00,1.44892,15.781
06/09/17 00:30:00,1.44766,15.754
06/09/17 00:45:00,1.44480,15.745
06/09/17 01:00:00,1.44278,15.733
06/09/17 01:15:00,1.43786,15.715
06/09/17 01:30:00,1.43503,15.685
06/09/17 01:45:00,1.42889,15.648
06/09/17 02:00:00,1.42008,15.605
06/09/17 02:15:00,1.41634,15.554
06/09/17 02:30:00,1.43286,15.509
06/09/17 02:45:00,1.45991,15.408
06/09/17 03:00:00,1.43912,15.907
06/09/17 03:15:00,1.42893,15.540
06/09/17 03:30:00,1.38659,15.343
06/09/17 03:45:00,1.44270,15.779
06/09/17 04:00:00,1.40013,15.431
06/09/17 04:15:00,1.37564,15.243
06/09/17 04:30:00,1.36751,15.139
06/09/17 04:45:00,1.36500,15.048
06/09/17 05:00:00,1.35870,14.985
06/09/17 05:15:00,1.34821,14.939
06/09/17 05:30:00,1.34989,14.895
06/09/17 05:45:00,1.33669,14.853
06/09/17 06:00:00,1.33661,14.813
06/09/17 06:15:00,1.32952,14.776
06/09/17 06:30:00,1.32216,14.743
06/09/17 06:45:00,1.31968,14.719
06/09/17 07:00:00,1.31724,14.702
06/09/17 07:15:00,1.32082,14.725
06/09/17 07:30:00,1.31788,14.723
06/09/17 07:45:00,1.31559,14.716
06/09/17 08:00:00,1.31804,14.722
06/09/17 08:15:00,1.31685,14.719
06/09/17 08:30:00,1.31750,14.719
06/09/17 08:45:00,1.31739,14.723
06/09/17 09:00:00,1.31746,14.737
06/09/17 09:15:00,1.32082,14.758
06/09/17 09:30:00,1.32597,14.777
06/09/17 09:45:00,1.32994,14.780
06/09/17 10:00:00,1.33074,14.752
06/09/17 10:15:00,1.32605,14.711
06/09/17 10:30:00,1.32624,14.696
06/09/17 10:45:00,1.32570,14.685
06/09/17 11:00:00,1.32502,14.688
06/09/17 11:15:00,1.32467,14.716
06/09/17 11:30:00,1.33860,14.771
06/09/17 11:45:00,1.34901,14.830
06/09/17 12:00:00,1.35294,14.861
06/09/17 12:15:00,1.35279,14.903
06/09/17 12:30:00,1.36564,14.963
06/09/17 12:45:00,1.36625,14.987
06/09/17 13:00:00,1.36912,15.009
06/09/17 13:15:00,1.37438,15.042
06/09/17 13:30:00,1.38262,15.069
06/09/17 13:45:00,1.38140,15.090
06/09/17 14:00:00,1.38174,15.090
06/09/17 14:15:00,1.38598,15.113
06/09/17 14:30:00,1.39109,15.131
06/09/17 14:45:00,1.38777,15.142
06/09/17 15:00:00,1.38918,15.182
06/09/17 15:15:00,1.39502,15.230
06/09/17 15:30:00,1.40230,15.290
06/09/17 15:45:00,1.41318,15.348
06/09/17 16:00:00,1.42012,15.417
06/09/17 16:15:00,1.42313,15.455
06/09/17 16:30:00,1.42794,15.515
06/09/17 16:45:00,1.43343,15.578
06/09/17 17:00:00,1.43908,15.622
06/09/17 17:15:00,1.44198,15.685
06/09/17 17:30:00,1.44675,15.727
06/09/17 17:45:00,1.45346,15.794
06/09/17 18:00:00,1.46189,15.860
06/09/17 18:15:00,1.46304,15.927
06/09/17 18:30:00,1.46876,15.970
06/09/17 18:45:00,1.47658,16.019
06/09/17 19:00:00,1.47948,16.059
06/09/17 19:15:00,1.48146,16.085
06/09/17 19:30:00,1.48070,16.108
06/09/17 19:45:00,1.48001,16.114
06/09/17 20:00:00,1.47665,16.120
06/09/17 20:15:00,1.47211,16.125
06/09/17 20:30:00,1.46792,16.114
06/09/17 20:45:00,1.46147,16.085
06/09/17 21:00:00,1.45483,16.043
06/09/17 21:15:00,1.44636,15.992
06/09/17 21:30:00,1.44007,15.937
06/09/17 21:45:00,1.43191,15.877
06/09/17 22:00:00,1.42603,15.815
06/09/17 22:15:00,1.41848,15.754
06/09/17 22:30:00,1.41066,15.693
06/09/17 22:45:00,1.40349,15.630
06/09/17 23:00:00,1.39677,15.570
06/09/17 23:15:00,1.39010,15.515
06/09/17 23:30:00,1.38148,15.457
06/09/17 23:45:00,1.37381,15.397
06/10/17 00:00:00,1.36721,15.345
06/10/17 00:15:00,1.36259,15.299
06/10/17 00:30:00,1.35611,15.254
06/10/17 00:45:00,1.35111,15.211
06/10/17 01:00:00,1.34413,15.169
06/10/17 01:15:00,1.33951,15.124
06/10/17 01:30:00,1.33371,15.075
06/10/17 01:45:00,1.32902,15.027
06/10/17 02:00:00,1.32082,14.976
06/10/17 02:15:00,1.31281,14.922
06/10/17 02:30:00,1.30697,14.870
06/10/17 02:45:00,1.29965,14.822
06/10/17 03:00:00,1.29313,14.773
06/10/17 03:15:00,1.28618,14.722
06/10/17 03:30:00,1.28084,14.676
06/10/17 03:45:00,1.27535,14.634
06/10/17 04:00:00,1.27073,14.595
06/10/17 04:15:00,1.26360,14.553
06/10/17 04:30:00,1.25860,14.511
06/10/17 04:45:00,1.25238,14.472
06/10/17 05:00:00,1.24861,14.435
06/10/17 05:15:00,1.24338,14.399
06/10/17 05:30:00,1.23842,14.363
06/10/17 05:45:00,1.23285,14.325
06/10/17 06:00:00,1.22816,14.292
06/10/17 06:15:00,1.22328,14.262
06/10/17 06:30:00,1.22053,14.240
06/10/17 06:45:00,1.22034,14.228
06/10/17 07:00:00,1.22198,14.232
06/10/17 07:15:00,1.22213,14.241
06/10/17 07:30:00,1.22351,14.267
06/10/17 07:45:00,1.22946,14.298
06/10/17 08:00:00,1.23434,14.306
06/10/17 08:15:00,1.24063,14.331
06/10/17 08:30:00,1.24113,14.345
06/10/17 08:45:00,1.24456,14.360
06/10/17 09:00:00,1.25486,14.408
06/10/17 09:15:00,1.25921,14.445
06/10/17 09:30:00,1.26535,14.481
06/10/17 09:45:00,1.27337,14.521
06/10/17 10:00:00,1.26810,14.554
06/10/17 10:15:00,1.27405,14.586
06/10/17 10:30:00,1.28042,14.617
06/10/17 10:45:00,1.28359,14.649
06/10/17 11:00:00,1.28763,14.676
06/10/17 11:15:00,1.29229,14.707
06/10/17 11:30:00,1.29885,14.758
06/10/17 11:45:00,1.30228,14.792
06/10/17 12:00:00,1.30308,14.810
06/10/17 12:15:00,1.30800,14.837
06/10/17 12:30:00,1.31441,14.880
06/10/17 12:45:00,1.32040,14.936
06/10/17 13:00:00,1.32494,14.988
06/10/17 13:15:00,1.33333,15.043
06/10/17 13:30:00,1.33650,15.096
06/10/17 13:45:00,1.34340,15.142
06/10/17 14:00:00,1.34672,15.193
06/10/17 14:15:00,1.35779,15.257
06/10/17 14:30:00,1.36294,15.330
06/10/17 14:45:00,1.37301,15.433
06/10/17 15:00:00,1.37919,15.473
06/10/17 15:15:00,1.38968,15.554
06/10/17 15:30:00,1.39849,15.639
06/10/17 15:45:00,1.40787,15.728
06/10/17 16:00:00,1.41482,15.815
06/10/17 16:15:00,1.42615,15.906
06/10/17 16:30:00,1.43530,16.003
06/10/17 16:45:00,1.44541,16.099
06/10/17 17:00:00,1.45506,16.199
06/10/17 17:15:00,1.46544,16.302
06/10/17 17:30:00,1.47456,16.402
06/10/17 17:45:00,1.48505,16.488
06/10/17 18:00:00,1.49218,16.573
06/10/17 18:15:00,1.49962,16.670
06/10/17 18:30:00,1.50614,16.738
06/10/17 18:45:00,1.51354,16.810
06/10/17 19:00:00,1.51915,16.877
06/10/17 19:15:00,1.52544,16.939
06/10/17 19:30:00,1.52884,16.991
06/10/17 19:45:00,1.53269,17.039
06/10/17 20:00:00,1.53349,17.073
06/10/17 20:15:00,1.53254,17.097
06/10/17 20:30:00,1.53113,17.116
06/10/17 20:45:00,1.52758,17.115
06/10/17 21:00:00,1.52445,17.104
06/10/17 21:15:00,1.51808,17.083
06/10/17 21:30:00,1.51350,17.051
06/10/17 21:45:00,1.50900,17.015
06/10/17 22:00:00,0.31918,16.976
06/10/17 22:15:00,1.49607,16.930
06/10/17 22:30:00,1.48974,16.880
06/10/17 22:45:00,0.00240,16.825
06/10/17 23:00:00,1.47639,16.766
06/10/17 23:15:00,1.46880,16.702
06/10/17 23:30:00,1.46181,16.638
06/10/17 23:45:00,1.45434,16.583
06/11/17 00:00:00,1.44896,16.525
06/11/17 00:15:00,1.44182,16.463
06/11/17 00:30:00,1.43366,16.399
06/11/17 00:45:00,1.42687,16.330
06/11/17 01:00:00,1.41878,16.262
06/11/17 01:15:00,1.41283,16.189
06/11/17 01:30:00,1.40452,16.113
06/11/17 01:45:00,1.39559,16.035
