Depth (m)
6.65
6.667755102040816
6.685510204081633
6.703265306122449
6.721020408163266
6.738775510204082
6.756530612244898
6.774285714285715
6.792040816326531
6.809795918367347
6.827551020408164
6.84530612244898
6.863061224489797
6.880816326530613
6.898571428571429
6.9163265306122454
6.934081632653061
6.951836734693878
6.969591836734694
6.98734693877551
7.005102040816327
7.022857142857143
7.040612244897959
7.058367346938776
7.076122448979592
7.093877551020409
7.111632653061225
7.129387755102041
7.147142857142858
7.164897959183674
7.1826530612244905
7.2004081632653065
7.2181632653061225
7.235918367346939
7.253673469387755
7.271428571428572
7.289183673469388
7.306938775510204
7.324693877551021
7.342448979591837
7.360204081632654
7.37795918367347
7.395714285714286
7.413469387755103
7.431224489795919
7.448979591836735
7.466734693877552
7.484489795918368
7.502244897959184
7.5200000000000005
