,moinslog10K,n,lambda_s,rhos_cs
0,1.9403894728823483,0.012721883381799231,3.4500068119746676,2505.696948756086
1,1.9403894728823483,0.012721883381799231,3.4500068119746676,2505.696948756086
2,1.9403894728823483,0.012721883381799231,3.4500068119746676,2505.696948756086
3,1.9403894728823483,0.012721883381799231,3.4500068119746676,2505.696948756086
4,1.9403894728823483,0.012721883381799231,3.4500068119746676,2505.696948756086
5,1.9403894728823483,0.012721883381799231,3.4500068119746676,2505.696948756086
6,1.9403894728823483,0.012721883381799231,3.4500068119746676,2505.696948756086
7,1.9403894728823483,0.012721883381799231,3.4500068119746676,2505.696948756086
8,1.9403894728823483,0.012721883381799231,3.4500068119746676,2505.696948756086
9,1.9403894728823483,0.012721883381799231,3.4500068119746676,2505.696948756086
10,1.9403894728823483,0.012721883381799231,3.4500068119746676,2505.696948756086
11,1.9403894728823483,0.012721883381799231,3.4500068119746676,2505.696948756086
12,1.9403894728823483,0.012721883381799231,3.4500068119746676,2505.696948756086
13,1.9436121794156191,0.014011673996314018,3.4425914499740773,2570.105972875413
14,1.9431135617254818,0.011002398710245428,3.370621586156856,2601.758781219622
15,1.9431135617254818,0.011002398710245428,3.370621586156856,2601.758781219622
16,1.9431135617254818,0.011002398710245428,3.370621586156856,2601.758781219622
17,1.9431135617254818,0.011002398710245428,3.370621586156856,2601.758781219622
18,1.9431135617254818,0.011002398710245428,3.370621586156856,2601.758781219622
19,1.9431135617254818,0.011002398710245428,3.370621586156856,2601.758781219622
20,1.9431135617254818,0.011002398710245428,3.370621586156856,2601.758781219622
21,1.9431135617254818,0.011002398710245428,3.370621586156856,2601.758781219622
22,1.9431135617254818,0.011002398710245428,3.370621586156856,2601.758781219622
23,1.9431135617254818,0.011002398710245428,3.370621586156856,2601.758781219622
24,1.9431135617254818,0.011002398710245428,3.370621586156856,2601.758781219622
25,1.9431135617254818,0.011002398710245428,3.370621586156856,2601.758781219622
26,1.9431135617254818,0.011002398710245428,3.370621586156856,2601.758781219622
27,1.9389130920657103,0.013497035128603195,3.2999221351191985,2509.3688485684897
28,1.9389130920657103,0.013497035128603195,3.2999221351191985,2509.3688485684897
29,1.9389130920657103,0.013497035128603195,3.2999221351191985,2509.3688485684897
30,1.9389130920657103,0.013497035128603195,3.2999221351191985,2509.3688485684897
31,1.9389130920657103,0.013497035128603195,3.2999221351191985,2509.3688485684897
32,1.9389130920657103,0.013497035128603195,3.2999221351191985,2509.3688485684897
33,1.9389130920657103,0.013497035128603195,3.2999221351191985,2509.3688485684897
34,1.9389130920657103,0.013497035128603195,3.2999221351191985,2509.3688485684897
35,1.9389130920657103,0.013497035128603195,3.2999221351191985,2509.3688485684897
36,1.9389130920657103,0.013497035128603195,3.2999221351191985,2509.3688485684897
37,1.9389130920657103,0.013497035128603195,3.2999221351191985,2509.3688485684897
38,1.9389130920657103,0.013497035128603195,3.2999221351191985,2509.3688485684897
39,1.9389130920657103,0.013497035128603195,3.2999221351191985,2509.3688485684897
40,1.9389130920657103,0.013497035128603195,3.2999221351191985,2509.3688485684897
41,1.9389130920657103,0.013497035128603195,3.2999221351191985,2509.3688485684897
42,1.9342698365892113,0.013028303476802843,3.303454986346532,2695.898571285567
43,1.9333191569147734,0.012218594788600512,3.301828985698678,2884.160705234385
44,1.9333191569147734,0.012218594788600512,3.301828985698678,2884.160705234385
45,1.9333191569147734,0.012218594788600512,3.301828985698678,2884.160705234385
46,1.9333191569147734,0.012218594788600512,3.301828985698678,2884.160705234385
47,1.9333191569147734,0.012218594788600512,3.301828985698678,2884.160705234385
48,1.9333191569147734,0.012218594788600512,3.301828985698678,2884.160705234385
49,1.9333191569147734,0.012218594788600512,3.301828985698678,2884.160705234385
50,1.9333191569147734,0.012218594788600512,3.301828985698678,2884.160705234385
51,1.9333191569147734,0.012218594788600512,3.301828985698678,2884.160705234385
52,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
53,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
54,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
55,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
56,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
57,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
58,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
59,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
60,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
61,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
62,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
63,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
64,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
65,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
66,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
67,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
68,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
69,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
70,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
71,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
72,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
73,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
74,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
75,1.9282575637991415,0.011262762716930533,3.2921465473951654,2826.5240104854706
