"Date Heure, GMT+01:00",Température (K) pour la profondeur 6.6500 m,Température (K) pour la profondeur 6.6678 m,Température (K) pour la profondeur 6.6855 m,Température (K) pour la profondeur 6.7033 m,Température (K) pour la profondeur 6.7210 m,Température (K) pour la profondeur 6.7388 m,Température (K) pour la profondeur 6.7565 m,Température (K) pour la profondeur 6.7743 m,Température (K) pour la profondeur 6.7920 m,Température (K) pour la profondeur 6.8098 m,Température (K) pour la profondeur 6.8276 m,Température (K) pour la profondeur 6.8453 m,Température (K) pour la profondeur 6.8631 m,Température (K) pour la profondeur 6.8808 m,Température (K) pour la profondeur 6.8986 m,Température (K) pour la profondeur 6.9163 m,Température (K) pour la profondeur 6.9341 m,Température (K) pour la profondeur 6.9518 m,Température (K) pour la profondeur 6.9696 m,Température (K) pour la profondeur 6.9873 m,Température (K) pour la profondeur 7.0051 m,Température (K) pour la profondeur 7.0229 m,Température (K) pour la profondeur 7.0406 m,Température (K) pour la profondeur 7.0584 m,Température (K) pour la profondeur 7.0761 m,Température (K) pour la profondeur 7.0939 m,Température (K) pour la profondeur 7.1116 m,Température (K) pour la profondeur 7.1294 m,Température (K) pour la profondeur 7.1471 m,Température (K) pour la profondeur 7.1649 m,Température (K) pour la profondeur 7.1827 m,Température (K) pour la profondeur 7.2004 m,Température (K) pour la profondeur 7.2182 m,Température (K) pour la profondeur 7.2359 m,Température (K) pour la profondeur 7.2537 m,Température (K) pour la profondeur 7.2714 m,Température (K) pour la profondeur 7.2892 m,Température (K) pour la profondeur 7.3069 m,Température (K) pour la profondeur 7.3247 m,Température (K) pour la profondeur 7.3424 m,Température (K) pour la profondeur 7.3602 m,Température (K) pour la profondeur 7.3780 m,Température (K) pour la profondeur 7.3957 m,Température (K) pour la profondeur 7.4135 m,Température (K) pour la profondeur 7.4312 m,Température (K) pour la profondeur 7.4490 m,Température (K) pour la profondeur 7.4667 m,Température (K) pour la profondeur 7.4845 m,Température (K) pour la profondeur 7.5022 m,Température (K) pour la profondeur 7.5200 m
17/05/18 12:45:00,288.063,288.02676,287.9905,287.95425,287.91803,287.88177,287.84552,287.8093,287.77304,287.7368,287.70056,287.6643,287.62805,287.59183,287.55557,287.51932,287.4831,287.44684,287.41058,287.37436,287.3381,287.30185,287.26562,287.22937,287.1931,287.1569,287.12064,287.08438,287.04816,287.0119,286.97565,286.93942,286.90317,286.8669,286.8307,286.79443,286.75818,286.72192,286.6857,286.64944,286.6132,286.57697,286.5407,286.50446,286.46823,286.43198,286.39572,286.3595,286.32324,286.287
17/05/18 13:00:00,288.072,287.33347,288.1302,287.33502,288.1886,287.33514,288.25027,287.33057,288.3125,287.32382,288.37915,287.3169,288.4479,287.30515,288.51895,287.2917,288.59402,287.27402,288.67365,287.25223,288.75662,287.2267,288.84323,287.1983,288.9334,287.16568,289.02878,287.1287,289.12958,287.08484,289.2347,287.03693,289.34564,286.98315,289.46292,286.92322,289.5867,286.85648,289.71762,286.7829,289.85614,286.70145,290.00244,286.61197,290.15753,286.5135,290.32202,286.4054,290.49658,286.287
17/05/18 13:15:00,288.084,287.63214,288.08353,287.60175,288.0863,287.5723,288.08908,287.53983,288.0953,287.5059,288.10205,287.4694,288.11057,287.43103,288.12183,287.3913,288.1344,287.3501,288.149,287.3068,288.16495,287.26218,288.18365,287.21405,288.20535,287.16458,288.2287,287.11163,288.25546,287.05643,288.28455,286.99765,288.31787,286.93536,288.35486,286.86972,288.39557,286.8004,288.44034,286.72678,288.48907,286.6491,288.5429,286.56653,288.60156,286.47888,288.66537,286.38593,288.73505,286.287
17/05/18 13:30:00,288.09,287.5236,288.1153,287.5063,288.1422,287.48718,288.17203,287.46515,288.2038,287.44037,288.2375,287.4146,288.27332,287.3879,288.31027,287.3587,288.35025,287.32776,288.39215,287.29477,288.43567,287.25882,288.48395,287.218,288.5355,287.17365,288.59042,287.1277,288.649,287.0761,288.7116,287.02142,288.77863,286.9623,288.85016,286.89868,288.9266,286.82962,289.00815,286.75568,289.09592,286.67532,289.18985,286.58896,289.29037,286.49588,289.39807,286.3954,289.5135,286.287
17/05/18 13:45:00,288.104,287.57578,288.1196,287.55453,288.13654,287.53098,288.15494,287.50494,288.17493,287.47815,288.19553,287.44937,288.21912,287.41748,288.24588,287.38303,288.27368,287.3462,288.30453,287.30698,288.33786,287.26627,288.37445,287.22272,288.4134,287.1768,288.45547,287.1265,288.50095,287.07324,288.55002,287.01645,288.60254,286.9553,288.6599,286.8904,288.7214,286.82095,288.78833,286.7465,288.85977,286.6671,288.93692,286.58173,289.0203,286.4902,289.10992,286.39215,289.20667,286.287
17/05/18 14:00:00,288.072,287.532,288.09042,287.51138,288.11023,287.4893,288.13403,287.46436,288.15842,287.43878,288.1846,287.41263,288.21146,287.38336,288.2404,287.3518,288.27213,287.31937,288.30734,287.28326,288.34525,287.24432,288.386,287.20312,288.42908,287.15936,288.47534,287.11237,288.5244,287.0613,288.57834,287.0063,288.6366,286.9474,288.69876,286.88394,288.7658,286.81592,288.8372,286.74307,288.91446,286.66418,288.99777,286.57986,289.08704,286.48914,289.18295,286.3917,289.28592,286.287
17/05/18 14:15:00,288.181,287.61868,288.2022,287.59735,288.22147,287.57553,288.24216,287.54932,288.26697,287.52133,288.2925,287.49152,288.32132,287.46066,288.35226,287.42712,288.3838,287.3904,288.419,287.3519,288.45627,287.30988,288.49707,287.26428,288.54156,287.21652,288.58945,287.16473,288.64096,287.10977,288.6958,287.05084,288.75504,286.98737,288.8188,286.92004,288.88733,286.84808,288.961,286.7702,289.03992,286.68692,289.125,286.59726,289.21646,286.5011,289.3149,286.3979,289.42087,286.287
17/05/18 14:30:00,288.243,287.6641,288.26434,287.6383,288.2862,287.6135,288.31094,287.58704,288.33636,287.55762,288.36496,287.52707,288.39453,287.49448,288.42636,287.45892,288.46124,287.42264,288.4981,287.38297,288.53784,287.341,288.5805,287.29544,288.62698,287.24646,288.6764,287.19455,288.73007,287.13745,288.78778,287.07684,288.84988,287.01233,288.91684,286.94186,288.9894,286.8667,289.0661,286.78638,289.1492,286.70023,289.2385,286.60773,289.3344,286.50845,289.43768,286.40158,289.5486,286.287
17/05/18 14:45:00,288.259,287.66748,288.2793,287.64557,288.30115,287.62146,288.3247,287.5945,288.34888,287.5669,288.37616,287.5372,288.4055,287.50302,288.43832,287.4681,288.47125,287.4315,288.5079,287.39157,288.5479,287.3476,288.5916,287.3009,288.63742,287.2514,288.68732,287.1983,288.74036,287.14197,288.79797,287.0809,288.85934,287.01538,288.9259,286.94528,288.99747,286.8701,289.07474,286.78955,289.15768,286.7026,289.247,286.60944,289.34314,286.5095,289.44623,286.40225,289.55707,286.287
17/05/18 15:00:00,288.31,287.70618,288.332,287.6828,288.35562,287.6583,288.381,287.62958,288.4084,287.60117,288.4366,287.57074,288.46695,287.537,288.50204,287.5007,288.53854,287.46234,288.5778,287.41998,288.6194,287.37634,288.66406,287.32962,288.7127,287.27936,288.76434,287.22476,288.82047,287.16605,288.87955,287.10428,288.94363,287.03723,289.01312,286.96475,289.08774,286.8872,289.16754,286.80426,289.25366,286.71472,289.34613,286.619,289.44498,286.5161,289.5516,286.40567,289.66617,286.287
17/05/18 15:15:00,288.371,287.7272,288.39532,287.70648,288.42477,287.68262,288.45502,287.65793,288.48605,287.62778,288.52042,287.5979,288.5571,287.56573,288.59387,287.53116,288.63498,287.4932,288.67838,287.45172,288.7242,287.40778,288.7727,287.36096,288.8252,287.3095,288.882,287.2535,288.9423,287.19397,289.0063,287.12997,289.07434,287.06122,289.14758,286.9873,289.22617,286.90735,289.30988,286.8221,289.39987,286.72955,289.49628,286.63058,289.59973,286.52423,289.7103,286.4099,289.829,286.287
17/05/18 15:30:00,288.44,287.7533,288.4655,287.73218,288.49155,287.7086,288.52045,287.6812,288.5514,287.65497,288.58316,287.62442,288.61832,287.59036,288.65707,287.55353,288.6968,287.51492,288.74103,287.47208,288.78723,287.4264,288.83725,287.37643,288.88965,287.3244,288.94638,287.26755,289.00705,287.20572,289.0715,287.14072,289.14056,287.07037,289.2149,286.99493,289.2942,286.91425,289.37894,286.8271,289.46976,286.73376,289.56714,286.63367,289.67126,286.52612,289.783,286.41074,289.90277,286.287
17/05/18 15:45:00,288.493,287.78693,288.51892,287.76367,288.54654,287.738,288.57602,287.71054,288.6075,287.67764,288.64246,287.64597,288.6774,287.61078,288.71484,287.5732,288.75485,287.5328,288.79886,287.48953,288.8453,287.44266,288.8956,287.39166,288.94946,287.33752,289.00598,287.28015,289.0677,287.21753,289.13318,287.151,289.20273,287.07962,289.27774,287.00314,289.35782,286.92062,289.44357,286.8325,289.5351,286.73798,289.6336,286.63687,289.73886,286.52817,289.85144,286.4118,289.97208,286.287
17/05/18 16:00:00,288.567,287.8248,288.59503,287.7986,288.62387,287.77472,288.65338,287.7443,288.6861,287.71527,288.7198,287.68127,288.75696,287.64404,288.7967,287.60495,288.8381,287.5639,288.88235,287.51935,288.9297,287.47073,288.98154,287.4189,289.0358,287.36392,289.09442,287.3038,289.1577,287.23935,289.22433,287.171,289.2962,287.09744,289.3726,287.019,289.45486,286.93506,289.54263,286.84464,289.63663,286.74786,289.73706,286.6442,289.84445,286.5333,289.9595,286.4143,290.08264,286.287
