"Date Heure, GMT+01:00",Débit d'eau échangé (m/s)
17/05/18 12:45:00,-0.004877043887972832
17/05/18 13:00:00,-0.004876826424151659
17/05/18 13:15:00,-0.0048773810267448425
17/05/18 13:30:00,-0.004877440165728331
17/05/18 13:45:00,-0.0048779151402413845
17/05/18 14:00:00,-0.004876886028796434
17/05/18 14:15:00,-0.004880192689597607
17/05/18 14:30:00,-0.004881855566054583
17/05/18 14:45:00,-0.004882350564002991
17/05/18 15:00:00,-0.00489278556779027
17/05/18 15:15:00,-0.0049533541314303875
17/05/18 15:30:00,-0.005021367687731981
17/05/18 15:45:00,-0.005076155066490173
17/05/18 16:00:00,-0.005126466974616051
17/05/18 16:15:00,-0.00517503684386611
17/05/18 16:30:00,-0.005219884682446718
17/05/18 16:45:00,-0.005291620269417763
17/05/18 17:00:00,-0.00533531978726387
17/05/18 17:15:00,-0.005375929642468691
17/05/18 17:30:00,-0.005413649138063192
17/05/18 17:45:00,-0.005457862745970488
17/05/18 18:00:00,-0.0054940772242844105
17/05/18 18:15:00,-0.005544845014810562
17/05/18 18:30:00,-0.005587415769696236
17/05/18 18:45:00,-0.0056225210428237915
17/05/18 19:00:00,-0.005675407592207193
17/05/18 19:15:00,-0.005433904472738504
17/05/18 19:30:00,-0.005528074223548174
17/05/18 19:45:00,-0.005719066597521305
17/05/18 20:00:00,-0.005779912695288658
17/05/18 20:15:00,-0.005853589624166489
17/05/18 20:30:00,-0.005916078574955463
17/05/18 20:45:00,-0.005981419235467911
17/05/18 21:00:00,-0.006015733350068331
17/05/18 21:15:00,-0.006066976115107536
17/05/18 21:30:00,-0.006126772612333298
17/05/18 21:45:00,-0.006169937085360289
17/05/18 22:00:00,-0.006211656145751476
17/05/18 22:15:00,-0.006251118145883083
17/05/18 22:30:00,-0.006280283443629742
17/05/18 22:45:00,-0.006316973362118006
17/05/18 23:00:00,-0.006356058642268181
17/05/18 23:15:00,-0.006392788141965866
17/05/18 23:30:00,-0.006438229698687792
17/05/18 23:45:00,-0.006484384182840586
17/05/19 00:00:00,-0.00652568694204092
17/05/19 00:15:00,-0.006564040202647448
17/05/19 00:30:00,-0.006613441277295351
17/05/19 00:45:00,-0.006661674939095974
17/05/19 01:00:00,-0.006686821114271879
17/05/19 01:15:00,-0.006734499707818031
17/05/19 01:30:00,-0.006769685074687004
17/05/19 01:45:00,-0.006801305804401636
17/05/19 02:00:00,-0.006829006597399712
17/05/19 02:15:00,-0.0068517765030264854
17/05/19 02:30:00,-0.006881853099912405
17/05/19 02:45:00,-0.00691749295219779
17/05/19 03:00:00,-0.006949034985154867
17/05/19 03:15:00,-0.006982853636145592
17/05/19 03:30:00,-0.007013148162513971
17/05/19 03:45:00,-0.007053738459944725
17/05/19 04:00:00,-0.007085854187607765
17/05/19 04:15:00,-0.007116425782442093
17/05/19 04:30:00,-0.007147868629544973
17/05/19 04:45:00,-0.007170123513787985
17/05/19 05:00:00,-0.007199190557003021
17/05/19 05:15:00,-0.007219030521810055
17/05/19 05:30:00,-0.007258076686412096
17/05/19 05:45:00,-0.007268768735229969
17/05/19 06:00:00,-0.007292805705219507
17/05/19 06:15:00,-0.007323020603507757
17/05/19 06:30:00,-0.007343177683651447
17/05/19 06:45:00,-0.007357632275670767
17/05/19 07:00:00,-0.007383372168987989
17/05/19 07:15:00,-0.007397310808300972
17/05/19 07:30:00,-0.007410458754748106
17/05/19 07:45:00,-0.007419091649353504
17/05/19 08:00:00,-0.007441188674420118
17/05/19 08:15:00,-0.007451207377016544
17/05/19 08:30:00,-0.007465661503374577
17/05/19 08:45:00,-0.0074721951968967915
17/05/19 09:00:00,-0.007483719382435083
17/05/19 09:15:00,-0.0074990843422710896
17/05/19 09:30:00,-0.007509974297136068
17/05/19 09:45:00,-0.007519557606428862
17/05/19 10:00:00,-0.007526329252868891
17/05/19 10:15:00,-0.007522290572524071
17/05/19 10:30:00,-0.007522528059780598
17/05/19 10:45:00,-0.007517379242926836
17/05/19 11:00:00,-0.007521933875977993
17/05/19 11:15:00,-0.007527715060859919
17/05/19 11:30:00,-0.007532190065830946
17/05/19 11:45:00,-0.007534408010542393
17/05/19 12:00:00,-0.007545852102339268
17/05/19 12:15:00,-0.007546287961304188
17/05/19 12:30:00,-0.007542802952229977
17/05/19 12:45:00,-0.007534724194556475
17/05/19 13:00:00,-0.007520745508372784
17/05/19 13:15:00,-0.007509578485041857
17/05/19 13:30:00,-0.007497777231037617
17/05/19 13:45:00,-0.007495322730392218
17/05/19 14:00:00,-0.007481145206838846
17/05/19 14:15:00,-0.007471601944416761
17/05/19 14:30:00,-0.007478729821741581
17/05/19 14:45:00,-0.007477660197764635
17/05/19 15:00:00,-0.007477779407054186
17/05/19 15:15:00,-0.007479402702301741
17/05/19 15:30:00,-0.007475007325410843
17/05/19 15:45:00,-0.007470730692148209
17/05/19 16:00:00,-0.007467522751539946
