"Date Heure, GMT+01:00","Temp., °C (LGR S/N: 10759806, SEN S/N: 10759806)","Tension, V (LGR S/N: 10759806, SEN S/N: 10759806)"
03/13/16 02:30:00 PM,7.723,1.3307
03/13/16 02:45:00 PM,7.823,1.32406
03/13/16 03:00:00 PM,7.917,1.33463
03/13/16 03:15:00 PM,7.995,1.3201
03/13/16 03:30:00 PM,8.06,1.33745
03/13/16 03:45:00 PM,8.11,1.33875
03/13/16 04:00:00 PM,8.148,1.33413
03/13/16 04:15:00 PM,8.188,1.3349
03/13/16 04:30:00 PM,8.212,1.33818
03/13/16 04:45:00 PM,8.215,1.32517
03/13/16 05:00:00 PM,8.215,1.33452
03/13/16 05:15:00 PM,8.205,1.34035
03/13/16 05:30:00 PM,8.195,1.33768
03/13/16 05:45:00 PM,8.174,1.34253
03/13/16 06:00:00 PM,8.162,1.34089
03/13/16 06:15:00 PM,8.157,1.33284
03/13/16 06:30:00 PM,8.151,1.34329
03/13/16 06:45:00 PM,8.145,1.34852
03/13/16 07:00:00 PM,8.134,1.35229
03/13/16 07:15:00 PM,8.126,1.34779
03/13/16 07:30:00 PM,8.123,1.34398
03/13/16 07:45:00 PM,8.118,1.33398
03/13/16 08:00:00 PM,8.11,1.34005
03/13/16 08:15:00 PM,8.098,1.34279
03/13/16 08:30:00 PM,8.088,1.33692
03/13/16 08:45:00 PM,8.074,1.34611
03/13/16 09:00:00 PM,8.054,1.34321
03/13/16 09:15:00 PM,8.034,1.34173
03/13/16 09:30:00 PM,8.006,1.34527
03/13/16 09:45:00 PM,7.974,1.34352
03/13/16 10:00:00 PM,7.945,1.33867
03/13/16 10:15:00 PM,7.913,1.33558
03/13/16 10:30:00 PM,7.885,1.3426
03/13/16 10:45:00 PM,7.853,1.33616
03/13/16 11:00:00 PM,7.82,1.33192
03/13/16 11:15:00 PM,7.788,1.34676
03/13/16 11:30:00 PM,7.752,1.34241
03/13/16 11:45:00 PM,7.715,1.34787
03/14/16 12:00:00 AM,7.671,1.34134
03/14/16 12:15:00 AM,7.621,1.34112
03/14/16 12:30:00 AM,7.574,1.33967
03/14/16 12:45:00 AM,7.516,1.34424
03/14/16 01:00:00 AM,7.461,1.34367
03/14/16 01:15:00 AM,7.406,1.34638
03/14/16 01:30:00 AM,7.346,1.33726
03/14/16 01:45:00 AM,7.281,1.33467
03/14/16 02:00:00 AM,7.22,1.34127
03/14/16 02:15:00 AM,7.16,1.34691
03/14/16 02:30:00 AM,7.1,1.34565
03/14/16 02:45:00 AM,7.037,1.33913
03/14/16 03:00:00 AM,6.971,1.34432
03/14/16 03:15:00 AM,6.903,1.34817
03/14/16 03:30:00 AM,6.845,1.34085
03/14/16 03:45:00 AM,6.788,1.3365
03/14/16 04:00:00 AM,6.736,1.3378
03/14/16 04:15:00 AM,6.68,1.34302
03/14/16 04:30:00 AM,6.623,1.32708
03/14/16 04:45:00 AM,6.569,1.34127
03/14/16 05:00:00 AM,6.515,1.32681
03/14/16 05:15:00 AM,6.466,1.33967
03/14/16 05:30:00 AM,6.414,1.33959
03/14/16 05:45:00 AM,6.361,1.34436
03/14/16 06:00:00 AM,6.309,1.32818
03/14/16 06:15:00 AM,6.256,1.33585
03/14/16 06:30:00 AM,6.204,1.33467
03/14/16 06:45:00 AM,6.154,1.33719
03/14/16 07:00:00 AM,6.099,1.33436
03/14/16 07:15:00 AM,6.048,1.32399
03/14/16 07:30:00 AM,6.001,1.33551
03/14/16 07:45:00 AM,5.957,1.33078
03/14/16 08:00:00 AM,5.922,1.33421
03/14/16 08:15:00 AM,5.891,1.332
03/14/16 08:30:00 AM,5.871,1.32177
03/14/16 08:45:00 AM,5.858,1.3352
03/14/16 09:00:00 AM,5.856,1.33036
03/14/16 09:15:00 AM,5.856,1.33787
03/14/16 09:30:00 AM,5.886,1.3349
03/14/16 09:45:00 AM,5.918,1.33585
03/14/16 10:00:00 AM,5.963,1.33837
03/14/16 10:15:00 AM,6.029,1.33429
03/14/16 10:30:00 AM,6.086,1.33295
03/14/16 10:45:00 AM,6.174,1.34924
03/14/16 11:00:00 AM,6.248,1.32544
03/14/16 11:15:00 AM,6.337,1.34192
03/14/16 11:30:00 AM,6.46,1.3613
03/14/16 11:45:00 AM,6.577,1.33719
03/14/16 12:00:00 PM,6.683,1.34997
03/14/16 12:15:00 PM,6.767,1.3349
03/14/16 12:30:00 PM,6.87,1.35451
03/14/16 12:45:00 PM,6.971,1.3447
03/14/16 01:00:00 PM,7.017,1.34638
03/14/16 01:15:00 PM,7.074,1.34596
03/14/16 01:30:00 PM,7.104,1.34718
03/14/16 01:45:00 PM,7.124,1.34775
03/14/16 02:00:00 PM,7.163,1.35317
03/14/16 02:15:00 PM,7.234,1.34817
03/14/16 02:30:00 PM,7.292,1.35214
03/14/16 02:45:00 PM,7.365,1.34863
03/14/16 03:00:00 PM,7.464,1.37152
03/14/16 03:15:00 PM,7.478,1.35748
03/14/16 03:30:00 PM,7.492,1.36278
03/14/16 03:45:00 PM,7.517,1.37091
03/14/16 04:00:00 PM,7.476,1.36118
03/14/16 04:15:00 PM,7.464,1.36637
03/14/16 04:30:00 PM,7.487,1.36904
03/14/16 04:45:00 PM,7.505,1.36229
03/14/16 05:00:00 PM,7.505,1.37823
03/14/16 05:15:00 PM,7.517,1.35431
03/14/16 05:30:00 PM,7.523,1.36114
03/14/16 05:45:00 PM,7.517,1.35733
03/14/16 06:00:00 PM,7.505,1.38209
03/14/16 06:15:00 PM,7.506,1.36477
03/14/16 06:30:00 PM,7.506,1.37526
03/14/16 06:45:00 PM,7.5,1.38087
03/14/16 07:00:00 PM,7.498,1.3613
03/14/16 07:15:00 PM,7.489,1.35863
03/14/16 07:30:00 PM,7.469,1.36591
03/14/16 07:45:00 PM,7.445,1.37739
03/14/16 08:00:00 PM,7.417,1.38388
03/14/16 08:15:00 PM,7.388,1.37678
03/14/16 08:30:00 PM,7.359,1.37346
03/14/16 08:45:00 PM,7.329,1.37659
03/14/16 09:00:00 PM,7.296,1.3661
03/14/16 09:15:00 PM,7.263,1.37217
03/14/16 09:30:00 PM,7.233,1.36995
03/14/16 09:45:00 PM,7.201,1.38403
03/14/16 10:00:00 PM,7.167,1.37446
03/14/16 10:15:00 PM,7.13,1.37739
03/14/16 10:30:00 PM,7.088,1.3677
03/14/16 10:45:00 PM,7.036,1.34855
03/14/16 11:00:00 PM,6.985,1.37114
03/14/16 11:15:00 PM,6.935,1.36404
03/14/16 11:30:00 PM,6.887,1.36404
03/14/16 11:45:00 PM,6.845,1.37007
03/15/16 12:00:00 AM,6.802,1.3621
03/15/16 12:15:00 AM,6.756,1.37556
03/15/16 12:30:00 AM,6.704,1.37865
03/15/16 12:45:00 AM,6.642,1.37247
03/15/16 01:00:00 AM,6.58,1.37297
03/15/16 01:15:00 AM,6.517,1.35962
03/15/16 01:30:00 AM,6.455,1.37503
03/15/16 01:45:00 AM,6.396,1.38144
03/15/16 02:00:00 AM,6.339,1.37751
03/15/16 02:15:00 AM,6.275,1.36847
03/15/16 02:30:00 AM,6.213,1.3698
03/15/16 02:45:00 AM,6.151,1.36439
03/15/16 03:00:00 AM,6.086,1.37591
03/15/16 03:15:00 AM,6.021,1.36542
03/15/16 03:30:00 AM,5.96,1.37335
03/15/16 03:45:00 AM,5.898,1.36362
03/15/16 04:00:00 AM,5.839,1.36259
03/15/16 04:15:00 AM,5.781,1.36519
03/15/16 04:30:00 AM,5.727,1.35836
03/15/16 04:45:00 AM,5.674,1.36057
03/15/16 05:00:00 AM,5.622,1.35054
03/15/16 05:15:00 AM,5.571,1.36744
03/15/16 05:30:00 AM,5.52,1.36675
03/15/16 05:45:00 AM,5.47,1.36069
03/15/16 06:00:00 AM,5.415,1.36019
03/15/16 06:15:00 AM,5.364,1.36854
03/15/16 06:30:00 AM,5.314,1.3481
03/15/16 06:45:00 AM,5.264,1.35981
03/15/16 07:00:00 AM,5.211,1.35145
03/15/16 07:15:00 AM,5.164,1.36229
03/15/16 07:30:00 AM,5.121,1.35767
03/15/16 07:45:00 AM,5.079,1.36713
03/15/16 08:00:00 AM,5.044,1.36099
03/15/16 08:15:00 AM,5.026,1.36233
03/15/16 08:30:00 AM,5.016,1.35771
03/15/16 08:45:00 AM,5.024,1.35607
03/15/16 09:00:00 AM,5.048,1.35504
03/15/16 09:15:00 AM,5.087,1.35622
03/15/16 09:30:00 AM,5.144,1.35996
03/15/16 09:45:00 AM,5.216,1.36492
03/15/16 10:00:00 AM,5.306,1.364
03/15/16 10:15:00 AM,5.415,1.36
03/15/16 10:30:00 AM,5.534,1.35901
03/15/16 10:45:00 AM,5.655,1.35946
03/15/16 11:00:00 AM,5.786,1.35161
03/15/16 11:15:00 AM,5.926,1.36652
03/15/16 11:30:00 AM,6.072,1.37079
03/15/16 11:45:00 AM,6.237,1.36839
03/15/16 12:00:00 PM,6.409,1.36442
03/15/16 12:15:00 PM,6.579,1.36381
03/15/16 12:30:00 PM,6.731,1.36847
03/15/16 12:45:00 PM,6.887,1.37266
03/15/16 01:00:00 PM,7.042,1.36873
03/15/16 01:15:00 PM,7.185,1.37266
03/15/16 01:30:00 PM,7.326,1.38224
03/15/16 01:45:00 PM,7.475,1.37758
03/15/16 02:00:00 PM,7.6,1.37583
03/15/16 02:15:00 PM,7.729,1.38426
03/15/16 02:30:00 PM,7.868,1.3954
03/15/16 02:45:00 PM,7.989,1.39036
03/15/16 03:00:00 PM,8.098,1.38979
03/15/16 03:15:00 PM,8.212,1.39307
03/15/16 03:30:00 PM,8.294,1.39364
03/15/16 03:45:00 PM,8.363,1.38819
03/15/16 04:00:00 PM,8.408,1.3922
03/15/16 04:15:00 PM,8.438,1.38697
03/15/16 04:30:00 PM,8.472,1.39548
03/15/16 04:45:00 PM,8.49,1.39216
03/15/16 05:00:00 PM,8.515,1.39422
03/15/16 05:15:00 PM,8.52,1.38945
03/15/16 05:30:00 PM,8.518,1.39166
03/15/16 05:45:00 PM,8.506,1.39124
03/15/16 06:00:00 PM,8.507,1.3888
03/15/16 06:15:00 PM,8.504,1.38685
03/15/16 06:30:00 PM,8.493,1.38113
03/15/16 06:45:00 PM,8.484,1.38453
03/15/16 07:00:00 PM,8.475,1.39788
03/15/16 07:15:00 PM,8.47,1.3933
03/15/16 07:30:00 PM,8.462,1.38731
03/15/16 07:45:00 PM,8.458,1.39322
03/15/16 08:00:00 PM,8.459,1.39384
03/15/16 08:15:00 PM,8.461,1.38636
03/15/16 08:30:00 PM,8.464,1.38365
03/15/16 08:45:00 PM,8.464,1.37934
03/15/16 09:00:00 PM,8.464,1.39239
03/15/16 09:15:00 PM,8.469,1.39033
03/15/16 09:30:00 PM,8.473,1.39261
03/15/16 09:45:00 PM,8.476,1.39235
03/15/16 10:00:00 PM,8.479,1.39483
03/15/16 10:15:00 PM,8.483,1.38548
03/15/16 10:30:00 PM,8.464,1.39357
03/15/16 10:45:00 PM,8.45,1.38457
03/15/16 11:00:00 PM,8.439,1.3867
03/15/16 11:15:00 PM,8.411,1.38235
03/15/16 11:30:00 PM,8.38,1.38846
03/15/16 11:45:00 PM,8.353,1.38502
03/16/16 12:00:00 AM,8.325,1.38418
03/16/16 12:15:00 AM,8.282,1.38163
03/16/16 12:30:00 AM,8.234,1.38758
03/16/16 12:45:00 AM,8.193,1.38441
03/16/16 01:00:00 AM,8.142,1.39155
03/16/16 01:15:00 AM,8.074,1.39414
03/16/16 01:30:00 AM,8.009,1.39742
03/16/16 01:45:00 AM,7.945,1.39361
03/16/16 02:00:00 AM,7.879,1.38598
03/16/16 02:15:00 AM,7.809,1.39014
03/16/16 02:30:00 AM,7.74,1.3846
03/16/16 02:45:00 AM,7.663,1.38418
03/16/16 03:00:00 AM,7.586,1.39101
03/16/16 03:15:00 AM,7.508,1.39113
03/16/16 03:30:00 AM,7.429,1.38529
03/16/16 03:45:00 AM,7.355,1.38437
03/16/16 04:00:00 AM,7.281,1.38342
03/16/16 04:15:00 AM,7.214,1.39197
03/16/16 04:30:00 AM,7.149,1.38827
03/16/16 04:45:00 AM,7.088,1.39162
03/16/16 05:00:00 AM,7.026,1.39445
03/16/16 05:15:00 AM,6.966,1.38731
03/16/16 05:30:00 AM,6.902,1.38144
03/16/16 05:45:00 AM,6.837,1.37942
03/16/16 06:00:00 AM,6.773,1.38212
03/16/16 06:15:00 AM,6.709,1.3801
03/16/16 06:30:00 AM,6.642,1.39368
03/16/16 06:45:00 AM,6.576,1.3817
03/16/16 07:00:00 AM,6.507,1.38914
03/16/16 07:15:00 AM,6.445,1.38617
03/16/16 07:30:00 AM,6.391,1.39967
03/16/16 07:45:00 AM,6.349,1.37972
03/16/16 08:00:00 AM,6.31,1.37888
03/16/16 08:15:00 AM,6.285,1.37579
03/16/16 08:30:00 AM,6.264,1.3772
03/16/16 08:45:00 AM,6.258,1.37449
03/16/16 09:00:00 AM,6.267,1.3753
03/16/16 09:15:00 AM,6.293,1.38392
03/16/16 09:30:00 AM,6.331,1.38003
03/16/16 09:45:00 AM,6.39,1.38434
03/16/16 10:00:00 AM,6.457,1.37705
03/16/16 10:15:00 AM,6.537,1.37713
03/16/16 10:30:00 AM,6.637,1.38266
03/16/16 10:45:00 AM,6.74,1.38636
03/16/16 11:00:00 AM,6.775,1.39082
03/16/16 11:15:00 AM,6.791,1.39418
03/16/16 11:30:00 AM,6.789,1.38029
03/16/16 11:45:00 AM,6.785,1.38247
03/16/16 12:00:00 PM,6.789,1.38029
03/16/16 12:15:00 PM,6.827,1.37762
03/16/16 12:30:00 PM,6.834,1.38399
03/16/16 12:45:00 PM,6.841,1.38235
03/16/16 01:00:00 PM,6.9,1.38453
03/16/16 01:15:00 PM,6.933,1.38025
03/16/16 01:30:00 PM,6.95,1.39311
03/16/16 01:45:00 PM,7.04,1.38361
03/16/16 02:00:00 PM,7.121,1.39094
03/16/16 02:15:00 PM,7.151,1.40509
03/16/16 02:30:00 PM,7.154,1.39696
03/16/16 02:45:00 PM,7.182,1.39609
03/16/16 03:00:00 PM,7.2,1.40269
03/16/16 03:15:00 PM,7.185,1.40669
03/16/16 03:30:00 PM,7.178,1.40059
03/16/16 03:45:00 PM,7.163,1.40192
03/16/16 04:00:00 PM,7.151,1.40745
03/16/16 04:15:00 PM,7.143,1.39845
03/16/16 04:30:00 PM,7.118,1.40154
03/16/16 04:45:00 PM,7.094,1.39582
03/16/16 05:00:00 PM,7.094,1.40101
03/16/16 05:15:00 PM,7.092,1.393
03/16/16 05:30:00 PM,7.083,1.39143
03/16/16 05:45:00 PM,7.078,1.39647
03/16/16 06:00:00 PM,7.066,1.39639
03/16/16 06:15:00 PM,7.029,1.39425
03/16/16 06:30:00 PM,6.996,1.38796
03/16/16 06:45:00 PM,6.984,1.393
03/16/16 07:00:00 PM,6.973,1.3957
03/16/16 07:15:00 PM,6.947,1.39612
03/16/16 07:30:00 PM,6.927,1.39639
03/16/16 07:45:00 PM,6.906,1.40055
03/16/16 08:00:00 PM,6.886,1.39208
03/16/16 08:15:00 PM,6.867,1.39559
03/16/16 08:30:00 PM,6.848,1.40051
03/16/16 08:45:00 PM,6.823,1.40196
03/16/16 09:00:00 PM,6.799,1.40055
03/16/16 09:15:00 PM,6.766,1.39078
03/16/16 09:30:00 PM,6.724,1.39551
03/16/16 09:45:00 PM,6.683,1.40078
03/16/16 10:00:00 PM,6.644,1.40173
03/16/16 10:15:00 PM,6.601,1.39734
03/16/16 10:30:00 PM,6.561,1.39967
03/16/16 10:45:00 PM,6.526,1.397
03/16/16 11:00:00 PM,6.491,1.40032
03/16/16 11:15:00 PM,6.453,1.39345
03/16/16 11:30:00 PM,6.418,1.39685
03/16/16 11:45:00 PM,6.385,1.40124
03/17/16 12:00:00 AM,6.349,1.38693
03/17/16 12:15:00 AM,6.31,1.38998
03/17/16 12:30:00 AM,6.269,1.39284
03/17/16 12:45:00 AM,6.226,1.40188
03/17/16 01:00:00 AM,6.183,1.40043
03/17/16 01:15:00 AM,6.14,1.38884
03/17/16 01:30:00 AM,6.092,1.39616
03/17/16 01:45:00 AM,6.043,1.39708
03/17/16 02:00:00 AM,5.993,1.38312
03/17/16 02:15:00 AM,5.949,1.38674
03/17/16 02:30:00 AM,5.901,1.38884
03/17/16 02:45:00 AM,5.853,1.38861
03/17/16 03:00:00 AM,5.81,1.388
03/17/16 03:15:00 AM,5.767,1.38865
03/17/16 03:30:00 AM,5.733,1.39437
03/17/16 03:45:00 AM,5.706,1.38632
03/17/16 04:00:00 AM,5.672,1.3875
03/17/16 04:15:00 AM,5.65,1.38773
03/17/16 04:30:00 AM,5.63,1.38735
03/17/16 04:45:00 AM,5.611,1.3925
03/17/16 05:00:00 AM,5.594,1.38346
03/17/16 05:15:00 AM,5.57,1.39666
03/17/16 05:30:00 AM,5.536,1.38373
03/17/16 05:45:00 AM,5.496,1.39227
03/17/16 06:00:00 AM,5.456,1.38838
03/17/16 06:15:00 AM,5.412,1.40082
03/17/16 06:30:00 AM,5.364,1.39761
03/17/16 06:45:00 AM,5.316,1.39017
03/17/16 07:00:00 AM,5.269,1.39857
03/17/16 07:15:00 AM,5.229,1.39647
03/17/16 07:30:00 AM,5.185,1.39784
03/17/16 07:45:00 AM,5.148,1.3901
03/17/16 08:00:00 AM,5.123,1.38674
03/17/16 08:15:00 AM,5.113,1.3888
03/17/16 08:30:00 AM,5.111,1.3843
03/17/16 08:45:00 AM,5.124,1.39384
03/17/16 09:00:00 AM,5.15,1.39101
03/17/16 09:15:00 AM,5.193,1.39292
03/17/16 09:30:00 AM,5.261,1.38727
03/17/16 09:45:00 AM,5.342,1.39765
03/17/16 10:00:00 AM,5.441,1.40024
03/17/16 10:15:00 AM,5.55,1.40593
03/17/16 10:30:00 AM,5.666,1.3978
03/17/16 10:45:00 AM,5.791,1.39754
03/17/16 11:00:00 AM,5.926,1.39673
03/17/16 11:15:00 AM,6.078,1.39815
03/17/16 11:30:00 AM,6.228,1.40124
03/17/16 11:45:00 AM,6.384,1.38991
03/17/16 12:00:00 PM,6.537,1.40372
03/17/16 12:15:00 PM,6.721,1.41035
03/17/16 12:30:00 PM,6.905,1.416
03/17/16 12:45:00 PM,7.075,1.40238
03/17/16 01:00:00 PM,7.22,1.40322
03/17/16 01:15:00 PM,7.354,1.4057
03/17/16 01:30:00 PM,7.495,1.41276
03/17/16 01:45:00 PM,7.635,1.4173
03/17/16 02:00:00 PM,7.777,1.41638
03/17/16 02:15:00 PM,7.915,1.4189
03/17/16 02:30:00 PM,8.049,1.42233
03/17/16 02:45:00 PM,8.176,1.41405
03/17/16 03:00:00 PM,8.299,1.42107
03/17/16 03:15:00 PM,8.416,1.42016
03/17/16 03:30:00 PM,8.511,1.42638
03/17/16 03:45:00 PM,8.595,1.42447
03/17/16 04:00:00 PM,8.658,1.42863
03/17/16 04:15:00 PM,8.708,1.42191
03/17/16 04:30:00 PM,8.739,1.42889
03/17/16 04:45:00 PM,8.762,1.4276
03/17/16 05:00:00 PM,8.778,1.43149
03/17/16 05:15:00 PM,8.768,1.42901
03/17/16 05:30:00 PM,8.753,1.42306
03/17/16 05:45:00 PM,8.728,1.43645
03/17/16 06:00:00 PM,8.695,1.43698
03/17/16 06:15:00 PM,8.658,1.43351
03/17/16 06:30:00 PM,8.619,1.42916
03/17/16 06:45:00 PM,8.571,1.42561
03/17/16 07:00:00 PM,8.512,1.42851
03/17/16 07:15:00 PM,8.447,1.4237
03/17/16 07:30:00 PM,8.377,1.43095
03/17/16 07:45:00 PM,8.302,1.42481
03/17/16 08:00:00 PM,8.226,1.42676
03/17/16 08:15:00 PM,8.148,1.4229
03/17/16 08:30:00 PM,8.068,1.4295
03/17/16 08:45:00 PM,7.995,1.4189
03/17/16 09:00:00 PM,7.924,1.42702
03/17/16 09:15:00 PM,7.857,1.41623
03/17/16 09:30:00 PM,7.793,1.42687
03/17/16 09:45:00 PM,7.726,1.41775
03/17/16 10:00:00 PM,7.665,1.41745
03/17/16 10:15:00 PM,7.611,1.4258
03/17/16 10:30:00 PM,7.561,1.4173
03/17/16 10:45:00 PM,7.516,1.41772
03/17/16 11:00:00 PM,7.476,1.41867
03/17/16 11:15:00 PM,7.431,1.41863
03/17/16 11:30:00 PM,7.387,1.41764
03/17/16 11:45:00 PM,7.343,1.41947
03/18/16 12:00:00 AM,7.307,1.41905
03/18/16 12:15:00 AM,7.263,1.41547
03/18/16 12:30:00 AM,7.215,1.4173
03/18/16 12:45:00 AM,7.165,1.41947
03/18/16 01:00:00 AM,7.116,1.41081
03/18/16 01:15:00 AM,7.066,1.41775
03/18/16 01:30:00 AM,7.014,1.41329
03/18/16 01:45:00 AM,6.958,1.41783
03/18/16 02:00:00 AM,6.902,1.41314
03/18/16 02:15:00 AM,6.845,1.40875
03/18/16 02:30:00 AM,6.788,1.40562
03/18/16 02:45:00 AM,6.729,1.41058
03/18/16 03:00:00 AM,6.666,1.41096
03/18/16 03:15:00 AM,6.606,1.41207
03/18/16 03:30:00 AM,6.542,1.4102
03/18/16 03:45:00 AM,6.48,1.41009
03/18/16 04:00:00 AM,6.414,1.40829
03/18/16 04:15:00 AM,6.349,1.40665
03/18/16 04:30:00 AM,6.28,1.39693
03/18/16 04:45:00 AM,6.213,1.40745
03/18/16 05:00:00 AM,6.142,1.40543
03/18/16 05:15:00 AM,6.076,1.39967
03/18/16 05:30:00 AM,6.011,1.40742
03/18/16 05:45:00 AM,5.941,1.40604
03/18/16 06:00:00 AM,5.874,1.40848
03/18/16 06:15:00 AM,5.805,1.39994
03/18/16 06:30:00 AM,5.736,1.40459
03/18/16 06:45:00 AM,5.669,1.39601
03/18/16 07:00:00 AM,5.602,1.40681
03/18/16 07:15:00 AM,5.534,1.40558
03/18/16 07:30:00 AM,5.478,1.40688
03/18/16 07:45:00 AM,5.427,1.3975
03/18/16 08:00:00 AM,5.382,1.40261
03/18/16 08:15:00 AM,5.353,1.3875
03/18/16 08:30:00 AM,5.337,1.3975
03/18/16 08:45:00 AM,5.332,1.39525
03/18/16 09:00:00 AM,5.351,1.39956
03/18/16 09:15:00 AM,5.39,1.39315
03/18/16 09:30:00 AM,5.449,1.39158
03/18/16 09:45:00 AM,5.528,1.39353
03/18/16 10:00:00 AM,5.622,1.39082
03/18/16 10:15:00 AM,5.735,1.39208
03/18/16 10:30:00 AM,5.851,1.39281
03/18/16 10:45:00 AM,5.979,1.39895
03/18/16 11:00:00 AM,6.115,1.38582
03/18/16 11:15:00 AM,6.258,1.39273
03/18/16 11:30:00 AM,6.412,1.39845
03/18/16 11:45:00 AM,6.569,1.40452
03/18/16 12:00:00 PM,6.729,1.40497
03/18/16 12:15:00 PM,6.906,1.40784
03/18/16 12:30:00 PM,7.066,1.40871
03/18/16 12:45:00 PM,7.239,1.4015
03/18/16 01:00:00 PM,7.417,1.41016
03/18/16 01:15:00 PM,7.585,1.41138
03/18/16 01:30:00 PM,7.752,1.416
03/18/16 01:45:00 PM,7.913,1.42294
03/18/16 02:00:00 PM,8.07,1.40833
03/18/16 02:15:00 PM,8.212,1.41863
03/18/16 02:30:00 PM,8.347,1.41932
03/18/16 02:45:00 PM,8.473,1.40959
03/18/16 03:00:00 PM,8.602,1.42313
03/18/16 03:15:00 PM,8.714,1.42161
03/18/16 03:30:00 PM,8.812,1.42245
03/18/16 03:45:00 PM,8.899,1.42256
03/18/16 04:00:00 PM,8.967,1.41756
03/18/16 04:15:00 PM,9.022,1.43359
03/18/16 04:30:00 PM,9.055,1.42462
03/18/16 04:45:00 PM,9.075,1.42699
03/18/16 05:00:00 PM,9.083,1.42233
03/18/16 05:15:00 PM,9.078,1.42805
03/18/16 05:30:00 PM,9.067,1.42142
03/18/16 05:45:00 PM,9.039,1.4242
03/18/16 06:00:00 PM,9.001,1.4295
03/18/16 06:15:00 PM,8.959,1.42882
03/18/16 06:30:00 PM,8.911,1.42645
03/18/16 06:45:00 PM,8.852,1.42382
03/18/16 07:00:00 PM,8.792,1.42603
03/18/16 07:15:00 PM,8.731,1.42599
03/18/16 07:30:00 PM,8.672,1.42462
03/18/16 07:45:00 PM,8.613,1.41939
03/18/16 08:00:00 PM,8.546,1.41646
03/18/16 08:15:00 PM,8.484,1.41863
03/18/16 08:30:00 PM,8.416,1.41985
03/18/16 08:45:00 PM,8.355,1.42592
03/18/16 09:00:00 PM,8.294,1.41669
03/18/16 09:15:00 PM,8.232,1.41638
03/18/16 09:30:00 PM,8.168,1.42294
03/18/16 09:45:00 PM,8.099,1.41295
03/18/16 10:00:00 PM,8.028,1.42473
03/18/16 10:15:00 PM,7.954,1.421
03/18/16 10:30:00 PM,7.882,1.41577
03/18/16 10:45:00 PM,7.815,1.42077
03/18/16 11:00:00 PM,7.749,1.41634
03/18/16 11:15:00 PM,7.687,1.41009
03/18/16 11:30:00 PM,7.63,1.41428
03/18/16 11:45:00 PM,7.574,1.41791
03/19/16 12:00:00 AM,7.523,1.40948
03/19/16 12:15:00 AM,7.492,1.41207
03/19/16 12:30:00 AM,7.465,1.41691
03/19/16 12:45:00 AM,7.445,1.41424
03/19/16 01:00:00 AM,7.432,1.41444
03/19/16 01:15:00 AM,7.436,1.41142
03/19/16 01:30:00 AM,7.448,1.41218
03/19/16 01:45:00 AM,7.453,1.41081
03/19/16 02:00:00 AM,7.448,1.40383
03/19/16 02:15:00 AM,7.443,1.41615
03/19/16 02:30:00 AM,7.432,1.39956
03/19/16 02:45:00 AM,7.426,1.41154
03/19/16 03:00:00 AM,7.412,1.40902
03/19/16 03:15:00 AM,7.399,1.39696
03/19/16 03:30:00 AM,7.395,1.4097
03/19/16 03:45:00 AM,7.387,1.40848
03/19/16 04:00:00 AM,7.374,1.40276
03/19/16 04:15:00 AM,7.365,1.40898
03/19/16 04:30:00 AM,7.351,1.41329
03/19/16 04:45:00 AM,7.332,1.41073
03/19/16 05:00:00 AM,7.318,1.41402
03/19/16 05:15:00 AM,7.302,1.41341
03/19/16 05:30:00 AM,7.285,1.4147
03/19/16 05:45:00 AM,7.263,1.41547
03/19/16 06:00:00 AM,7.242,1.40219
03/19/16 06:15:00 AM,7.215,1.40726
03/19/16 06:30:00 AM,7.189,1.40761
03/19/16 06:45:00 AM,7.167,1.40265
03/19/16 07:00:00 AM,7.144,1.40429
03/19/16 07:15:00 AM,7.121,1.40082
03/19/16 07:30:00 AM,7.099,1.40993
03/19/16 07:45:00 AM,7.075,1.41062
03/19/16 08:00:00 AM,7.059,1.40852
03/19/16 08:15:00 AM,7.045,1.40616
03/19/16 08:30:00 AM,7.029,1.40387
03/19/16 08:45:00 AM,7.018,1.39868
03/19/16 09:00:00 AM,7.009,1.40349
03/19/16 09:15:00 AM,6.996,1.39952
03/19/16 09:30:00 AM,6.987,1.3938
03/19/16 09:45:00 AM,6.973,1.40898
03/19/16 10:00:00 AM,6.969,1.39887
03/19/16 10:15:00 AM,6.965,1.40402
03/19/16 10:30:00 AM,6.96,1.40776
03/19/16 10:45:00 AM,6.96,1.40345
03/19/16 11:00:00 AM,6.962,1.40768
03/19/16 11:15:00 AM,6.963,1.39364
03/19/16 11:30:00 AM,6.969,1.41127
03/19/16 11:45:00 AM,6.973,1.40253
03/19/16 12:00:00 PM,6.985,1.40806
03/19/16 12:15:00 PM,6.995,1.3904
03/19/16 12:30:00 PM,7.009,1.40242
03/19/16 12:45:00 PM,7.023,1.39502
03/19/16 01:00:00 PM,7.04,1.3959
03/19/16 01:15:00 PM,7.058,1.39185
03/19/16 01:30:00 PM,7.078,1.39704
03/19/16 01:45:00 PM,7.096,1.3925
03/19/16 02:00:00 PM,7.118,1.39826
03/19/16 02:15:00 PM,7.143,1.40707
03/19/16 02:30:00 PM,7.159,1.39628
03/19/16 02:45:00 PM,7.173,1.39078
03/19/16 03:00:00 PM,7.189,1.40471
03/19/16 03:15:00 PM,7.207,1.40417
